C,R,W,ConversionGain,NoiseFigure,VoltageSwing
3.6e-13,310,1.2e-05,-17.25,7.423,0.0015
3.6e-13,310,1.3e-05,-15.63,7.411,0.001502
3.6e-13,310,1.4e-05,-21.14,7.416,0.0015
3.6e-13,310,1.5e-05,-27.39,7.435,0.001498
3.6e-13,310,1.6e-05,-27.74,7.467,0.001492
3.6e-13,310,1.7e-05,-29.09,7.509,0.001483
3.6e-13,310,1.8e-05,-30.05,7.56,0.001476
3.6e-13,310,1.9e-05,-31.79,7.62,0.001464
3.6e-13,310,2.1e-05,-35.57,7.765,0.001439
3.6e-13,310,2.2e-05,-39.39,7.849,0.001422
3.6e-13,310,2.3e-05,-43.35,7.941,0.001401
3.6e-13,310,2.4e-05,-49.45,8.04,0.001394
3.6e-13,310,2.5e-05,-46.61,8.149,0.001376
3.6e-13,310,2.6e-05,-40.54,8.267,0.001358
3.6e-13,310,2.7e-05,-37.31,8.395,0.001336
3.6e-13,310,2.8e-05,-34.75,8.533,0.001323
3.6e-13,310,2.9e-05,-33.3,8.685,0.001299
3.6e-13,310,3e-05,-31.98,8.853,0.001277
3.6e-13,320,2e-05,-34.16,7.649,0.001456
3.6e-13,320,1e-05,-6.62,7.468,0.001487
3.6e-13,320,1.1e-05,-9.626,7.41,0.001501
3.6e-13,320,1.2e-05,-17.25,7.379,0.001506
3.6e-13,320,1.3e-05,-15.63,7.368,0.001508
3.6e-13,320,1.4e-05,-21.16,7.374,0.001508
3.6e-13,320,1.5e-05,-27.42,7.393,0.001503
3.6e-13,320,1.6e-05,-27.76,7.425,0.001497
3.6e-13,320,1.7e-05,-29.12,7.468,0.001487
3.6e-13,320,1.8e-05,-30.09,7.52,0.00148
3.6e-13,320,1.9e-05,-31.84,7.58,0.00147
3.6e-13,320,2.1e-05,-35.65,7.726,0.001444
3.6e-13,320,2.2e-05,-39.5,7.81,0.00143
3.6e-13,320,2.3e-05,-43.46,7.902,0.00141
3.6e-13,320,2.4e-05,-49.18,8.001,0.0014
3.6e-13,320,2.5e-05,-46.24,8.11,0.001378
3.6e-13,320,2.6e-05,-40.37,8.228,0.001361
3.6e-13,320,2.7e-05,-37.2,8.357,0.001343
3.6e-13,320,2.8e-05,-34.67,8.494,0.001329
3.6e-13,320,2.9e-05,-33.23,8.646,0.001305
3.6e-13,320,3e-05,-31.93,8.814,0.001282
3.6e-13,330,2e-05,-34.22,7.611,0.001464
3.6e-13,330,1e-05,-6.635,7.423,0.001496
3.6e-13,330,1.1e-05,-9.625,7.367,0.001505
3.6e-13,330,1.2e-05,-17.25,7.337,0.001513
3.6e-13,330,1.3e-05,-15.63,7.326,0.001516
3.6e-13,330,1.4e-05,-21.18,7.333,0.001514
3.6e-13,330,1.5e-05,-27.44,7.353,0.001513
3.6e-13,330,1.6e-05,-27.79,7.386,0.001505
3.6e-13,330,1.7e-05,-29.16,7.429,0.001498
3.6e-13,330,1.8e-05,-30.13,7.481,0.001489
3.6e-13,330,1.9e-05,-31.89,7.542,0.001475
3.6e-13,330,2.1e-05,-35.72,7.688,0.001448
3.6e-13,330,2.2e-05,-39.6,7.773,0.001432
3.6e-13,330,2.3e-05,-43.57,7.865,0.00142
3.6e-13,330,2.4e-05,-48.9,7.964,0.001405
3.6e-13,330,2.5e-05,-45.91,8.074,0.001386
3.6e-13,330,2.6e-05,-40.21,8.192,0.00137
3.6e-13,330,2.7e-05,-37.09,8.32,0.001353
3.6e-13,330,2.8e-05,-34.6,8.457,0.00133
3.6e-13,330,2.9e-05,-33.17,8.609,0.00131
3.6e-13,330,3e-05,-31.88,8.777,0.001287
3.6e-13,340,2e-05,-34.28,7.575,0.001471
3.6e-13,340,1e-05,-6.649,7.381,0.001499
3.6e-13,340,1.1e-05,-9.624,7.326,0.001512
3.6e-13,340,1.2e-05,-17.25,7.297,0.00152
3.6e-13,340,1.3e-05,-15.63,7.287,0.001523
3.6e-13,340,1.4e-05,-21.19,7.294,0.00152
3.6e-13,340,1.5e-05,-27.46,7.316,0.00152
3.6e-13,340,1.6e-05,-27.82,7.349,0.001511
3.6e-13,340,1.7e-05,-29.17,7.392,0.001504
3.6e-13,340,1.8e-05,-30.17,7.445,0.00149
3.6e-13,340,1.9e-05,-31.93,7.506,0.001479
3.6e-13,340,2.1e-05,-35.79,7.653,0.001452
3.6e-13,340,2.2e-05,-39.7,7.737,0.001439
3.6e-13,340,2.3e-05,-43.66,7.83,0.001424
3.6e-13,340,2.4e-05,-48.64,7.929,0.00141
3.6e-13,340,2.5e-05,-45.6,8.039,0.001392
3.6e-13,340,2.6e-05,-40.05,8.157,0.001368
3.6e-13,340,2.7e-05,-36.99,8.285,0.001352
3.6e-13,340,2.8e-05,-34.53,8.423,0.001339
3.6e-13,340,2.9e-05,-33.11,8.574,0.001316
3.6e-13,340,3e-05,-31.83,8.741,0.001292
3.6e-13,350,2e-05,-34.34,7.541,0.001474
3.6e-13,350,1e-05,-6.662,7.341,0.001508
3.6e-13,350,1.1e-05,-9.624,7.287,0.001516
3.6e-13,350,1.2e-05,-17.25,7.258,0.001527
3.6e-13,350,1.3e-05,-15.63,7.25,0.001527
3.6e-13,350,1.4e-05,-21.2,7.258,0.001525
3.6e-13,350,1.5e-05,-27.49,7.28,0.001524
3.6e-13,350,1.6e-05,-27.84,7.313,0.001517
3.6e-13,350,1.7e-05,-29.2,7.357,0.001508
3.6e-13,350,1.8e-05,-30.21,7.41,0.001494
3.6e-13,350,1.9e-05,-31.98,7.472,0.001487
3.6e-13,350,2.1e-05,-35.85,7.619,0.00146
3.6e-13,350,2.2e-05,-39.79,7.704,0.001443
3.6e-13,350,2.3e-05,-43.74,7.796,0.001429
3.6e-13,350,2.4e-05,-48.38,7.896,0.001415
3.6e-13,350,2.5e-05,-45.32,8.006,0.001397
3.6e-13,350,2.6e-05,-39.91,8.124,0.001373
3.6e-13,350,2.7e-05,-36.9,8.252,0.001358
3.6e-13,350,2.8e-05,-34.47,8.389,0.00134
3.6e-13,350,2.9e-05,-33.06,8.541,0.001322
3.6e-13,350,3e-05,-31.78,8.708,0.001295
3.6e-13,360,2e-05,-34.39,7.509,0.00148
3.6e-13,360,1e-05,-6.674,7.303,0.001514
3.6e-13,360,1.1e-05,-9.623,7.25,0.001526
3.6e-13,360,1.2e-05,-17.25,7.222,0.001531
3.6e-13,360,1.3e-05,-15.64,7.214,0.001534
3.6e-13,360,1.4e-05,-21.22,7.223,0.001531
3.6e-13,360,1.5e-05,-27.51,7.245,0.001528
3.6e-13,360,1.6e-05,-27.86,7.279,0.001521
3.6e-13,360,1.7e-05,-29.23,7.324,0.001511
3.6e-13,360,1.8e-05,-30.24,7.377,0.001503
3.6e-13,360,1.9e-05,-32.02,7.439,0.001491
3.6e-13,360,2.1e-05,-35.91,7.587,0.001464
3.6e-13,360,2.2e-05,-39.87,7.672,0.001451
3.6e-13,360,2.3e-05,-43.82,7.765,0.00143
3.6e-13,360,2.4e-05,-48.13,7.865,0.001418
3.6e-13,360,2.5e-05,-45.06,7.974,0.001403
3.6e-13,360,2.6e-05,-39.78,8.092,0.001383
3.6e-13,360,2.7e-05,-36.81,8.22,0.001363
3.6e-13,360,2.8e-05,-34.41,8.358,0.001347
3.6e-13,360,2.9e-05,-32.95,8.509,0.001324
3.6e-13,360,3e-05,-31.74,8.676,0.001299
3.6e-13,370,2e-05,-34.44,7.478,0.001482
3.6e-13,370,1e-05,-6.686,7.266,0.001517
3.6e-13,370,1.1e-05,-9.622,7.214,0.001528
3.6e-13,370,1.2e-05,-17.25,7.187,0.001533
3.6e-13,370,1.3e-05,-15.64,7.18,0.001538
3.6e-13,370,1.4e-05,-21.23,7.19,0.001534
3.6e-13,370,1.5e-05,-27.53,7.213,0.00153
3.6e-13,370,1.6e-05,-27.89,7.247,0.001526
3.6e-13,370,1.7e-05,-29.25,7.292,0.001517
3.6e-13,370,1.8e-05,-30.27,7.346,0.001506
3.6e-13,370,1.9e-05,-32.05,7.408,0.001496
3.6e-13,370,2.1e-05,-35.97,7.556,0.001468
3.6e-13,370,2.2e-05,-39.95,7.642,0.001455
3.6e-13,370,2.3e-05,-43.88,7.734,0.001442
3.6e-13,370,2.4e-05,-47.89,7.834,0.001424
3.6e-13,370,2.5e-05,-44.82,7.944,0.001405
3.6e-13,370,2.6e-05,-39.65,8.062,0.001389
3.6e-13,370,2.7e-05,-36.73,8.19,0.001369
3.6e-13,370,2.8e-05,-34.35,8.328,0.001351
3.6e-13,370,2.9e-05,-32.9,8.479,0.001327
3.6e-13,370,3e-05,-31.7,8.646,0.001306
3.6e-13,380,2e-05,-34.49,7.449,0.001488
3.6e-13,380,1e-05,-6.697,7.232,0.001524
3.6e-13,380,1.1e-05,-9.621,7.18,0.001536
3.6e-13,380,1.2e-05,-17.25,7.154,0.001539
3.6e-13,380,1.3e-05,-15.64,7.148,0.001544
3.6e-13,380,1.4e-05,-21.24,7.158,0.001542
3.6e-13,380,1.5e-05,-27.55,7.181,0.001539
3.6e-13,380,1.6e-05,-27.91,7.216,0.001529
3.6e-13,380,1.7e-05,-29.28,7.261,0.001522
3.6e-13,380,1.8e-05,-30.3,7.316,0.00151
3.6e-13,380,1.9e-05,-32.09,7.378,0.001501
3.6e-13,380,2.1e-05,-36.03,7.527,0.001471
3.6e-13,380,2.2e-05,-40.03,7.613,0.001457
3.6e-13,380,2.3e-05,-43.94,7.705,0.001443
3.6e-13,380,2.4e-05,-5.116,7.806,0.001428
3.6e-13,380,2.5e-05,-44.6,7.915,0.001409
3.6e-13,380,2.6e-05,-39.53,8.034,0.001391
3.6e-13,380,2.7e-05,-36.65,8.162,0.001373
3.6e-13,380,2.8e-05,-34.3,8.299,0.001354
3.6e-13,380,2.9e-05,-32.86,8.45,0.00133
3.6e-13,380,3e-05,-31.66,8.617,0.001308
3.6e-13,390,2e-05,-34.54,7.421,0.001495
3.6e-13,390,1e-05,-6.708,7.198,0.00153
3.6e-13,390,1.1e-05,-9.621,7.148,0.00154
3.6e-13,390,1.2e-05,-17.25,7.123,0.001546
3.6e-13,390,1.3e-05,-15.64,7.117,0.001547
3.6e-13,390,1.4e-05,-21.25,7.128,0.001544
3.6e-13,390,1.5e-05,-27.56,7.151,0.001544
3.6e-13,390,1.6e-05,-27.93,7.187,0.001535
3.6e-13,390,1.7e-05,-29.3,7.232,0.001526
3.6e-13,390,1.8e-05,-30.33,7.287,0.001516
3.6e-13,390,1.9e-05,-32.13,7.35,0.001504
3.6e-13,390,2.1e-05,-36.08,7.499,0.001478
3.6e-13,390,2.2e-05,-40.1,7.585,0.001463
3.6e-13,390,2.3e-05,-43.99,7.678,0.001445
3.6e-13,390,2.4e-05,-5.103,7.778,0.001432
3.6e-13,390,2.5e-05,-44.39,7.888,0.001418
3.6e-13,390,2.6e-05,-39.42,8.006,0.001394
3.6e-13,390,2.7e-05,-36.57,8.134,0.001378
3.6e-13,390,2.8e-05,-34.24,8.272,0.001359
3.6e-13,390,2.9e-05,-32.81,8.423,0.001335
3.6e-13,390,3e-05,-31.63,8.589,0.001312
3.6e-13,400,2e-05,-34.58,7.394,0.001494
3.6e-13,400,1e-05,-6.718,7.166,0.001533
3.6e-13,400,1.1e-05,-9.62,7.117,0.001545
3.6e-13,400,1.2e-05,-17.25,7.093,0.00155
3.6e-13,400,1.3e-05,-15.64,7.087,0.001552
3.6e-13,400,1.4e-05,-21.26,7.099,0.001548
3.6e-13,400,1.5e-05,-27.58,7.123,0.001545
3.6e-13,400,1.6e-05,-27.95,7.159,0.00154
3.6e-13,400,1.7e-05,-29.33,7.205,0.001529
3.6e-13,400,1.8e-05,-30.36,7.26,0.001518
3.6e-13,400,1.9e-05,-32.16,7.323,0.001509
3.6e-13,400,2.1e-05,-36.13,7.473,0.001482
3.6e-13,400,2.2e-05,-40.16,7.558,0.001466
3.6e-13,400,2.3e-05,-44.04,7.652,0.001452
3.6e-13,400,2.4e-05,-49.49,7.752,0.001437
3.6e-13,400,2.5e-05,-44.2,7.862,0.001419
3.6e-13,400,2.6e-05,-39.32,7.98,0.001394
3.6e-13,400,2.7e-05,-36.5,8.108,0.001383
3.6e-13,400,2.8e-05,-34.2,8.245,0.001362
3.6e-13,400,2.9e-05,-32.77,8.397,0.001341
3.6e-13,400,3e-05,-31.59,8.563,0.001313
3.6e-13,410,2e-05,-34.62,7.368,0.001502
3.6e-13,410,1e-05,-6.728,7.136,0.001539
3.6e-13,410,1.1e-05,-9.619,7.087,0.001549
3.6e-13,410,1.2e-05,-17.25,7.064,0.001555
3.6e-13,410,1.3e-05,-15.64,7.059,0.001558
3.6e-13,410,1.4e-05,-21.27,7.071,0.001554
3.6e-13,410,1.5e-05,-27.6,7.096,0.001548
3.6e-13,410,1.6e-05,-27.96,7.132,0.001543
3.6e-13,410,1.7e-05,-29.35,7.178,0.001539
3.6e-13,410,1.8e-05,-30.39,7.234,0.001525
3.6e-13,410,1.9e-05,-32.19,7.297,0.001513
3.6e-13,410,2.1e-05,-36.17,7.447,0.001487
3.6e-13,410,2.2e-05,-40.23,7.533,0.00147
3.6e-13,410,2.3e-05,-44.08,7.626,0.001451
3.6e-13,410,2.4e-05,-49.5,7.727,0.001441
3.6e-13,410,2.5e-05,-44.02,7.837,0.00142
3.6e-13,410,2.6e-05,-39.22,7.955,0.001396
3.6e-13,410,2.7e-05,-36.44,8.083,0.001386
3.6e-13,410,2.8e-05,-34.15,8.22,0.001363
3.6e-13,410,2.9e-05,-32.73,8.371,0.001342
3.6e-13,410,3e-05,-31.56,8.538,0.001319
3.6e-13,420,2e-05,-34.66,7.344,0.001505
3.6e-13,420,1e-05,-6.737,7.107,0.001544
3.6e-13,420,1.1e-05,-9.618,7.059,0.001554
3.6e-13,420,1.2e-05,-17.25,7.036,0.001557
3.6e-13,420,1.3e-05,-15.64,7.032,0.001561
3.6e-13,420,1.4e-05,-21.28,7.044,0.001558
3.6e-13,420,1.5e-05,-27.62,7.069,0.001555
3.6e-13,420,1.6e-05,-27.98,7.106,0.001547
3.6e-13,420,1.7e-05,-29.37,7.153,0.001539
3.6e-13,420,1.8e-05,-30.41,7.209,0.001528
3.6e-13,420,1.9e-05,-32.22,7.272,0.001519
3.6e-13,420,2.1e-05,-36.22,7.423,0.001489
3.6e-13,420,2.2e-05,-40.29,7.509,0.001476
3.6e-13,420,2.3e-05,-44.12,7.602,0.001463
3.6e-13,420,2.4e-05,-49.5,7.703,0.001443
3.6e-13,420,2.5e-05,-43.84,7.813,0.001425
3.6e-13,420,2.6e-05,-39.12,7.931,0.001405
3.6e-13,420,2.7e-05,-36.3,8.059,0.001384
3.6e-13,420,2.8e-05,-34.1,8.196,0.001367
3.6e-13,420,2.9e-05,-32.69,8.347,0.001346
3.6e-13,420,3e-05,-31.53,8.514,0.001323
3.6e-13,430,2e-05,-34.7,7.32,0.001507
3.6e-13,430,1e-05,-6.746,7.078,0.001546
3.6e-13,430,1.1e-05,-9.617,7.032,0.001558
3.6e-13,430,1.2e-05,-17.24,7.009,0.001563
3.6e-13,430,1.3e-05,-15.64,7.006,0.001566
3.6e-13,430,1.4e-05,-21.29,7.019,0.001561
3.6e-13,430,1.5e-05,-27.63,7.044,0.001555
3.6e-13,430,1.6e-05,-28.0,7.082,0.001553
3.6e-13,430,1.7e-05,-29.39,7.128,0.001542
3.6e-13,430,1.8e-05,-30.44,7.184,0.001532
3.6e-13,430,1.9e-05,-32.25,7.248,0.001521
3.6e-13,430,2.1e-05,-36.26,7.399,0.001495
3.6e-13,430,2.2e-05,-40.41,7.486,0.001478
3.6e-13,430,2.3e-05,-44.15,7.579,0.001461
3.6e-13,430,2.4e-05,-46.67,7.68,0.001446
3.6e-13,430,2.5e-05,-43.68,7.79,0.001428
3.6e-13,430,2.6e-05,-39.03,7.908,0.001415
3.6e-13,430,2.7e-05,-36.24,8.036,0.001393
3.6e-13,430,2.8e-05,-34.06,8.173,0.001371
3.6e-13,430,2.9e-05,-32.66,8.324,0.001348
3.6e-13,430,3e-05,-31.5,8.49,0.001324
3.6e-13,440,2e-05,-34.74,7.297,0.001509
3.6e-13,440,1e-05,-6.754,7.051,0.001549
3.6e-13,440,1.1e-05,-9.616,7.005,0.001563
3.6e-13,440,1.2e-05,-17.24,6.984,0.001567
3.6e-13,440,1.3e-05,-15.64,6.981,0.001567
3.6e-13,440,1.4e-05,-21.3,6.994,0.001567
3.6e-13,440,1.5e-05,-27.65,7.02,0.001563
3.6e-13,440,1.6e-05,-28.02,7.058,0.001559
3.6e-13,440,1.7e-05,-29.41,7.105,0.001545
3.6e-13,440,1.8e-05,-30.46,7.161,0.001536
3.6e-13,440,1.9e-05,-32.28,7.226,0.001522
3.6e-13,440,2.1e-05,-36.3,7.377,0.001495
3.6e-13,440,2.2e-05,-40.46,7.463,0.00148
3.6e-13,440,2.3e-05,-44.17,7.557,0.001464
3.6e-13,440,2.4e-05,-46.31,7.658,0.00145
3.6e-13,440,2.5e-05,-43.53,7.768,0.001431
3.6e-13,440,2.6e-05,-38.94,7.886,0.001413
3.6e-13,440,2.7e-05,-36.19,8.014,0.001392
3.6e-13,440,2.8e-05,-34.02,8.151,0.001375
3.6e-13,440,2.9e-05,-32.62,8.302,0.00135
3.6e-13,440,3e-05,-31.47,8.468,0.001328
3.6e-13,450,2e-05,-34.77,7.276,0.001515
3.6e-13,450,1e-05,-6.762,7.026,0.001555
3.6e-13,450,1.1e-05,-9.615,6.98,0.001562
3.6e-13,450,1.2e-05,-17.24,6.959,0.001569
3.6e-13,450,1.3e-05,-15.64,6.957,0.001574
3.6e-13,450,1.4e-05,-21.31,6.97,0.001572
3.6e-13,450,1.5e-05,-27.66,6.997,0.001568
3.6e-13,450,1.6e-05,-28.03,7.035,0.001554
3.6e-13,450,1.8e-05,-30.48,7.139,0.00154
3.6e-13,450,1.9e-05,-32.31,7.204,0.001528
3.6e-13,450,2.1e-05,-36.34,7.355,0.001501
3.6e-13,450,2.2e-05,-40.51,7.442,0.001484
3.6e-13,450,2.3e-05,-44.2,7.536,0.001466
3.6e-13,450,2.4e-05,-45.98,7.637,0.001452
3.6e-13,450,2.5e-05,-43.39,7.746,0.001436
3.6e-13,450,2.6e-05,-38.86,7.865,0.00141
3.6e-13,450,2.7e-05,-36.13,7.993,0.001402
3.6e-13,450,2.8e-05,-33.98,8.13,0.001379
3.6e-13,450,2.9e-05,-32.59,8.281,0.001353
3.6e-13,450,3e-05,-31.44,8.447,0.001331
3.6e-13,460,2e-05,-34.81,7.255,0.001518
3.6e-13,460,1e-05,-6.77,7.001,0.001558
3.6e-13,460,1.1e-05,-9.614,6.956,0.001566
3.6e-13,460,1.2e-05,-17.24,6.935,0.001572
3.6e-13,460,1.3e-05,-15.64,6.934,0.001572
3.6e-13,460,1.4e-05,-21.32,6.948,0.001572
3.6e-13,460,1.5e-05,-27.67,6.975,0.00157
3.6e-13,460,1.6e-05,-28.05,7.013,0.001564
3.6e-13,460,1.7e-05,-29.45,7.061,0.001551
3.6e-13,460,1.8e-05,-30.51,7.118,0.00154
3.6e-13,460,1.9e-05,-32.33,7.182,0.001531
3.6e-13,460,2.1e-05,-36.38,7.334,0.001504
3.6e-13,460,2.2e-05,-40.56,7.421,0.00149
3.6e-13,460,2.3e-05,-44.22,7.515,0.001468
3.6e-13,460,2.4e-05,-45.66,7.616,0.001456
3.6e-13,460,2.5e-05,-43.25,7.726,0.001439
3.6e-13,460,2.6e-05,-38.79,7.845,0.001419
3.6e-13,460,2.7e-05,-36.08,7.973,0.001397
3.6e-13,460,2.8e-05,-33.95,8.11,0.00138
3.6e-13,460,2.9e-05,-32.55,8.26,0.001357
3.6e-13,460,3e-05,-31.41,8.426,0.001334
3.6e-13,470,2e-05,-34.84,7.235,0.001519
3.6e-13,470,1e-05,-6.777,6.977,0.00156
3.6e-13,470,1.1e-05,-9.614,6.933,0.001572
3.6e-13,470,1.2e-05,-17.24,6.913,0.001577
3.6e-13,470,1.3e-05,-15.64,6.912,0.001581
3.6e-13,470,1.4e-05,-21.33,6.926,0.001577
3.6e-13,470,1.5e-05,-27.68,6.953,0.001572
3.6e-13,470,1.6e-05,-28.06,6.992,0.001568
3.6e-13,470,1.7e-05,-29.47,7.04,0.001554
3.6e-13,470,1.8e-05,-30.53,7.097,0.001551
3.6e-13,470,1.9e-05,-32.36,7.162,0.001535
3.6e-13,470,2.1e-05,-36.42,7.314,0.001503
3.6e-13,470,2.2e-05,-40.61,7.401,0.001493
3.6e-13,470,2.3e-05,-44.23,7.495,0.001471
3.6e-13,470,2.4e-05,-47.21,7.597,0.001459
3.6e-13,470,2.5e-05,-43.12,7.706,0.001444
3.6e-13,470,2.6e-05,-38.71,7.825,0.00142
3.6e-13,470,2.7e-05,-36.04,7.953,0.001404
3.6e-13,470,2.8e-05,-33.91,8.09,0.001382
3.6e-13,470,2.9e-05,-32.52,8.241,0.001357
3.6e-13,470,3e-05,-31.39,8.406,0.001337
3.6e-13,480,2e-05,-34.87,7.215,0.001525
3.6e-13,480,1e-05,-6.784,6.953,0.001566
3.6e-13,480,1.1e-05,-9.613,6.91,0.001574
3.6e-13,480,1.2e-05,-17.24,6.891,0.001581
3.6e-13,480,1.3e-05,-15.64,6.89,0.001584
3.6e-13,480,1.4e-05,-21.34,6.905,0.001579
3.6e-13,480,1.5e-05,-27.7,6.933,0.001578
3.6e-13,480,1.6e-05,-28.07,6.972,0.00157
3.6e-13,480,1.7e-05,-29.48,7.02,0.001562
3.6e-13,480,1.8e-05,-30.55,7.078,0.001549
3.6e-13,480,1.9e-05,-32.38,7.143,0.001536
3.6e-13,480,2.1e-05,-36.7,7.295,0.001508
3.6e-13,480,2.2e-05,-40.65,7.382,0.001494
3.6e-13,480,2.3e-05,-44.25,7.476,0.001481
3.6e-13,480,2.4e-05,-47.11,7.578,0.001459
3.6e-13,480,2.5e-05,-43.0,7.688,0.001446
3.6e-13,480,2.6e-05,-38.63,7.806,0.001424
3.6e-13,480,2.7e-05,-35.99,7.934,0.0014
3.6e-13,480,2.8e-05,-33.88,8.071,0.001389
3.6e-13,480,2.9e-05,-32.5,8.222,0.001363
3.6e-13,480,3e-05,-31.36,8.387,0.001339
3.6e-13,490,2e-05,-34.9,7.197,0.001526
3.6e-13,490,1e-05,-6.791,6.931,0.001568
3.6e-13,490,1.1e-05,-9.612,6.888,0.001578
3.6e-13,490,1.2e-05,-17.24,6.87,0.001585
3.6e-13,490,1.3e-05,-15.64,6.869,0.001585
3.6e-13,490,1.4e-05,-21.35,6.885,0.001584
3.6e-13,490,1.5e-05,-27.71,6.913,0.00158
3.6e-13,490,1.6e-05,-28.09,6.952,0.001575
3.6e-13,490,1.7e-05,-29.5,7.001,0.001561
3.6e-13,490,1.8e-05,-30.57,7.059,0.001551
3.6e-13,490,1.9e-05,-32.41,7.124,0.00154
3.6e-13,490,2.1e-05,-36.74,7.277,0.001514
3.6e-13,490,2.2e-05,-40.69,7.364,0.001499
3.6e-13,490,2.3e-05,-44.26,7.458,0.001473
3.6e-13,490,2.4e-05,-47.01,7.56,0.001467
3.6e-13,490,2.5e-05,-42.88,7.669,0.001448
3.6e-13,490,2.6e-05,-38.56,7.788,0.001421
3.6e-13,490,2.7e-05,-35.95,7.916,0.001407
3.6e-13,490,2.8e-05,-33.84,8.053,0.001387
3.6e-13,490,2.9e-05,-32.47,8.204,0.001365
3.6e-13,490,3e-05,-31.34,8.369,0.001343
3.6e-13,500,2e-05,-34.93,7.179,0.001532
3.6e-13,500,1e-05,-6.797,6.909,0.001571
3.6e-13,500,1.1e-05,-9.611,6.867,0.001583
3.6e-13,500,1.2e-05,-17.24,6.849,0.00159
3.6e-13,500,1.3e-05,-15.64,6.849,0.001592
3.6e-13,500,1.4e-05,-21.35,6.865,0.001586
3.6e-13,500,1.5e-05,-27.72,6.894,0.001582
3.6e-13,500,1.6e-05,-28.1,6.933,0.001571
3.6e-13,500,1.7e-05,-29.51,6.982,0.001564
3.6e-13,500,1.8e-05,-30.59,7.04,0.001555
3.6e-13,500,1.9e-05,-32.43,7.106,0.001544
3.6e-13,500,2.1e-05,-36.77,7.259,0.001514
3.6e-13,500,2.2e-05,-40.73,7.346,0.0015
3.6e-13,500,2.3e-05,-44.26,7.44,0.001483
3.6e-13,500,2.4e-05,-46.89,7.542,0.001469
3.6e-13,500,2.5e-05,-42.77,7.652,0.00145
3.6e-13,500,2.6e-05,-38.5,7.77,0.001422
3.6e-13,500,2.7e-05,-35.9,7.899,0.001409
3.6e-13,500,2.8e-05,-33.81,8.035,0.001391
3.6e-13,500,2.9e-05,-32.44,8.186,0.001369
3.6e-13,500,3e-05,-31.31,8.351,0.001344
3.6e-13,510,2e-05,-34.96,7.161,0.001533
3.6e-13,510,1e-05,-6.803,6.889,0.001577
3.6e-13,510,1.1e-05,-9.61,6.847,0.001584
3.6e-13,510,1.2e-05,-17.24,6.829,0.001592
3.6e-13,510,1.3e-05,-15.64,6.83,0.001594
3.6e-13,510,1.4e-05,-21.36,6.846,0.001589
3.6e-13,510,1.5e-05,-27.73,6.875,0.001585
3.6e-13,510,1.6e-05,-28.11,6.915,0.001577
3.6e-13,510,1.7e-05,-29.53,6.964,0.001566
3.6e-13,510,1.8e-05,-30.6,7.022,0.001557
3.6e-13,510,1.9e-05,-32.45,7.088,0.001546
3.6e-13,510,2.1e-05,-36.81,7.242,0.001519
3.6e-13,510,2.2e-05,-40.77,7.329,0.001506
3.6e-13,510,2.3e-05,-44.33,7.423,0.001479
3.6e-13,510,2.4e-05,-46.79,7.525,0.001473
3.6e-13,510,2.5e-05,-42.67,7.635,0.001454
3.6e-13,510,2.6e-05,-38.44,7.754,0.001429
3.6e-13,510,2.7e-05,-35.86,7.882,0.001409
3.6e-13,510,2.8e-05,-33.78,8.019,0.001398
3.6e-13,510,2.9e-05,-32.41,8.169,0.001371
3.6e-13,510,3e-05,-31.29,8.334,0.001346
3.6e-13,520,2e-05,-34.99,7.145,0.001535
3.6e-13,520,1e-05,-6.809,6.869,0.001578
3.6e-13,520,1.1e-05,-9.609,6.828,0.001586
3.6e-13,520,1.2e-05,-17.24,6.81,0.00159
3.6e-13,520,1.3e-05,-15.64,6.812,0.001595
3.6e-13,520,1.4e-05,-21.37,6.828,0.001588
3.6e-13,520,1.5e-05,-27.74,6.857,0.00159
3.6e-13,520,1.6e-05,-28.13,6.898,0.001582
3.6e-13,520,1.7e-05,-29.54,6.947,0.001571
3.6e-13,520,1.8e-05,-30.62,7.005,0.001561
3.6e-13,520,1.9e-05,-32.47,7.071,0.00155
3.6e-13,520,2.1e-05,-36.84,7.225,0.001521
3.6e-13,520,2.2e-05,-40.8,7.313,0.001506
3.6e-13,520,2.3e-05,-44.33,7.407,0.001483
3.6e-13,520,2.4e-05,-46.68,7.509,0.001475
3.6e-13,520,2.5e-05,-42.57,7.619,0.001451
3.6e-13,520,2.6e-05,-38.38,7.737,0.001433
3.6e-13,520,2.7e-05,-35.82,7.865,0.001413
3.6e-13,520,2.8e-05,-33.75,8.002,0.001394
3.6e-13,520,2.9e-05,-32.39,8.153,0.00137
3.6e-13,520,3e-05,-31.27,8.318,0.001348
3.6e-13,530,2e-05,-35.01,7.128,0.001541
3.6e-13,530,1e-05,-6.815,6.849,0.001581
3.6e-13,530,1.1e-05,-9.608,6.809,0.001591
3.6e-13,530,1.2e-05,-17.24,6.792,0.001596
3.6e-13,530,1.3e-05,-15.64,6.794,0.001597
3.6e-13,530,1.4e-05,-21.37,6.811,0.001596
3.6e-13,530,1.5e-05,-27.75,6.84,0.00159
3.6e-13,530,1.6e-05,-28.14,6.881,0.001583
3.6e-13,530,1.7e-05,-29.56,6.93,0.001575
3.6e-13,530,1.8e-05,-30.64,6.989,0.001565
3.6e-13,530,1.9e-05,-32.49,7.055,0.001546
3.6e-13,530,2.1e-05,-36.87,7.209,0.001523
