Vgate,Vbias,VDD,W1,W2,Bandwidth,DCPowerConsumption,VoltageGain
0.9,0.5,1.7,5.75e-05,6e-06,1360000000.0,2.55e-05,-2.383
0.9,0.5,1.7,5.75e-05,7e-06,1500000000.0,2.95e-05,-2.387
0.9,0.5,1.7,5.75e-05,8e-06,1620000000.0,3.35e-05,-2.39
0.9,0.5,1.7,6e-05,5e-06,1140000000.0,2.14e-05,-2.378
0.9,0.5,1.7,6e-05,2e-06,542000000.0,8.89e-06,-2.361
0.9,0.5,1.7,6e-05,3e-06,766000000.0,1.31e-05,-2.368
0.9,0.5,1.7,6e-05,4e-06,949000000.0,1.73e-05,-2.373
0.9,0.5,1.7,6e-05,6e-06,1320000000.0,2.55e-05,-2.382
0.9,0.5,1.7,6e-05,7e-06,1460000000.0,2.96e-05,-2.386
0.9,0.5,1.7,6e-05,8e-06,1580000000.0,3.36e-05,-2.389
0.9,0.5,1.8,5e-05,5e-06,1330000000.0,2.27e-05,-2.383
0.9,0.5,1.8,5e-05,2e-06,620000000.0,9.41e-06,-2.365
0.9,0.5,1.8,5e-05,3e-06,887000000.0,1.39e-05,-2.372
0.9,0.5,1.8,5e-05,4e-06,1100000000.0,1.83e-05,-2.378
0.9,0.5,1.8,5e-05,6e-06,1490000000.0,2.7e-05,-2.388
0.9,0.5,1.8,5e-05,7e-06,1630000000.0,3.13e-05,-2.392
0.9,0.5,1.8,5e-05,8e-06,1820000000.0,3.56e-05,-2.396
0.9,0.5,1.8,4e-05,5e-06,1520000000.0,2.25e-05,-2.389
0.9,0.5,1.8,4e-05,2e-06,767000000.0,9.33e-06,-2.368
0.9,0.5,1.8,4e-05,3e-06,1020000000.0,1.38e-05,-2.377
0.9,0.5,1.8,4e-05,4e-06,1320000000.0,1.81e-05,-2.383
0.9,0.5,1.8,4e-05,6e-06,1710000000.0,2.68e-05,-2.394
0.9,0.5,1.8,4e-05,7e-06,1930000000.0,3.1e-05,-2.399
0.9,0.5,1.8,4e-05,8e-06,2110000000.0,3.52e-05,-2.403
0.9,0.5,1.8,4.25e-05,5e-06,1470000000.0,2.25e-05,-2.387
0.9,0.5,1.8,4.25e-05,2e-06,727000000.0,9.35e-06,-2.367
0.9,0.5,1.8,4.25e-05,3e-06,986000000.0,1.38e-05,-2.375
0.9,0.5,1.8,4.25e-05,4e-06,1260000000.0,1.82e-05,-2.382
0.9,0.5,1.8,4.25e-05,6e-06,1640000000.0,2.68e-05,-2.392
0.9,0.5,1.8,4.25e-05,7e-06,1850000000.0,3.11e-05,-2.397
0.9,0.5,1.8,4.25e-05,8e-06,2030000000.0,3.53e-05,-2.401
0.9,0.5,1.8,4.5e-05,5e-06,1420000000.0,2.26e-05,-2.386
0.9,0.5,1.8,4.5e-05,2e-06,687000000.0,9.37e-06,-2.367
0.9,0.5,1.8,4.5e-05,3e-06,951000000.0,1.38e-05,-2.374
0.9,0.5,1.8,4.5e-05,4e-06,1210000000.0,1.82e-05,-2.381
0.9,0.5,1.8,4.5e-05,6e-06,1580000000.0,2.69e-05,-2.391
0.9,0.5,1.8,4.5e-05,7e-06,1770000000.0,3.12e-05,-2.395
0.9,0.5,1.8,4.5e-05,8e-06,1960000000.0,3.54e-05,-2.399
0.9,0.5,1.8,4.75e-05,5e-06,1370000000.0,2.26e-05,-2.385
0.9,0.5,1.8,4.75e-05,2e-06,648000000.0,9.39e-06,-2.366
0.9,0.5,1.8,4.75e-05,3e-06,918000000.0,1.39e-05,-2.373
0.9,0.5,1.8,4.75e-05,4e-06,1150000000.0,1.83e-05,-2.379
0.9,0.5,1.8,4.75e-05,6e-06,1540000000.0,2.7e-05,-2.389
0.9,0.5,1.8,4.75e-05,7e-06,1690000000.0,3.12e-05,-2.394
0.9,0.5,1.8,4.75e-05,8e-06,1890000000.0,3.55e-05,-2.397
0.9,0.5,1.8,5.25e-05,5e-06,1280000000.0,2.27e-05,-2.382
0.9,0.5,1.8,5.25e-05,2e-06,600000000.0,9.43e-06,-2.364
0.9,0.5,1.8,5.25e-05,3e-06,858000000.0,1.39e-05,-2.371
0.9,0.5,1.8,5.25e-05,4e-06,1050000000.0,1.84e-05,-2.377
0.9,0.5,1.8,5.25e-05,6e-06,1450000000.0,2.71e-05,-2.387
0.9,0.5,1.8,5.25e-05,7e-06,1590000000.0,3.14e-05,-2.391
0.9,0.5,1.8,5.25e-05,8e-06,1750000000.0,3.57e-05,-2.395
0.9,0.5,1.8,5.5e-05,5e-06,1240000000.0,2.28e-05,-2.381
0.9,0.5,1.8,5.5e-05,2e-06,581000000.0,9.45e-06,-2.363
0.9,0.5,1.8,5.5e-05,3e-06,829000000.0,1.4e-05,-2.37
0.9,0.5,1.8,5.5e-05,4e-06,1010000000.0,1.84e-05,-2.376
0.9,0.5,1.8,5.5e-05,6e-06,1410000000.0,2.71e-05,-2.386
0.9,0.5,1.8,5.5e-05,7e-06,1550000000.0,3.14e-05,-2.39
0.9,0.5,1.8,5.5e-05,8e-06,1680000000.0,3.57e-05,-2.393
0.9,0.5,1.8,5.75e-05,5e-06,1190000000.0,2.28e-05,-2.38
0.9,0.5,1.8,5.75e-05,2e-06,563000000.0,9.47e-06,-2.363
0.9,0.5,1.8,5.75e-05,3e-06,801000000.0,1.4e-05,-2.37
0.9,0.5,1.8,5.75e-05,4e-06,983000000.0,1.84e-05,-2.375
0.9,0.5,1.8,5.75e-05,6e-06,1370000000.0,2.72e-05,-2.384
0.9,0.5,1.8,5.75e-05,7e-06,1510000000.0,3.15e-05,-2.388
0.9,0.5,1.8,5.75e-05,8e-06,1630000000.0,3.58e-05,-2.392
0.9,0.5,1.8,6e-05,5e-06,1150000000.0,2.29e-05,-2.379
0.9,0.5,1.8,6e-05,2e-06,547000000.0,9.48e-06,-2.362
0.9,0.5,1.8,6e-05,3e-06,774000000.0,1.4e-05,-2.369
0.9,0.5,1.8,6e-05,4e-06,957000000.0,1.85e-05,-2.374
0.9,0.5,1.8,6e-05,6e-06,1330000000.0,2.72e-05,-2.383
0.9,0.5,1.8,6e-05,7e-06,1470000000.0,3.16e-05,-2.387
0.9,0.5,1.8,6e-05,8e-06,1600000000.0,3.59e-05,-2.391
0.9,0.55,1.2,5e-05,5e-06,3040000000.0,3.77e-05,-2.383
0.9,0.55,1.2,5e-05,2e-06,1480000000.0,1.56e-05,-2.359
0.9,0.55,1.2,5e-05,3e-06,2080000000.0,2.31e-05,-2.368
0.9,0.55,1.2,5e-05,4e-06,2540000000.0,3.04e-05,-2.376
0.9,0.55,1.2,5e-05,6e-06,3480000000.0,4.48e-05,-2.389
0.9,0.55,1.2,5e-05,7e-06,3830000000.0,5.2e-05,-2.393
0.9,0.55,1.2,5e-05,8e-06,4130000000.0,5.9e-05,-2.399
0.9,0.55,1.2,4e-05,5e-06,3560000000.0,3.73e-05,-2.39
0.9,0.55,1.2,4e-05,2e-06,1750000000.0,1.55e-05,-2.364
0.9,0.55,1.2,4e-05,3e-06,2430000000.0,2.29e-05,-2.374
0.9,0.55,1.2,4e-05,4e-06,3020000000.0,3.01e-05,-2.383
0.9,0.55,1.2,4e-05,6e-06,3970000000.0,4.44e-05,-2.397
0.9,0.55,1.2,4e-05,7e-06,4320000000.0,5.15e-05,-2.402
0.9,0.55,1.2,4e-05,8e-06,4780000000.0,5.85e-05,-2.407
0.9,0.55,1.2,4.25e-05,5e-06,3430000000.0,3.74e-05,-2.388
0.9,0.55,1.2,4.25e-05,2e-06,1650000000.0,1.55e-05,-2.362
0.9,0.55,1.2,4.25e-05,3e-06,2340000000.0,2.29e-05,-2.372
0.9,0.55,1.2,4.25e-05,4e-06,2870000000.0,3.02e-05,-2.381
0.9,0.55,1.2,4.25e-05,6e-06,3840000000.0,4.45e-05,-2.394
0.9,0.55,1.2,4.25e-05,7e-06,4190000000.0,5.16e-05,-2.4
0.9,0.55,1.2,4.25e-05,8e-06,4580000000.0,5.86e-05,-2.405
0.9,0.55,1.2,4.5e-05,5e-06,3290000000.0,3.75e-05,-2.386
0.9,0.55,1.2,4.5e-05,2e-06,1590000000.0,1.55e-05,-2.361
0.9,0.55,1.2,4.5e-05,3e-06,2250000000.0,2.3e-05,-2.371
0.9,0.55,1.2,4.5e-05,4e-06,2720000000.0,3.03e-05,-2.379
0.9,0.55,1.2,4.5e-05,6e-06,3720000000.0,4.46e-05,-2.392
0.9,0.55,1.2,4.5e-05,7e-06,4060000000.0,5.17e-05,-2.398
0.9,0.55,1.2,4.5e-05,8e-06,4380000000.0,5.88e-05,-2.402
0.9,0.55,1.2,4.75e-05,5e-06,3170000000.0,3.76e-05,-2.385
0.9,0.55,1.2,4.75e-05,2e-06,1530000000.0,1.56e-05,-2.36
0.9,0.55,1.2,4.75e-05,3e-06,2160000000.0,2.3e-05,-2.37
0.9,0.55,1.2,4.75e-05,4e-06,2620000000.0,3.03e-05,-2.378
0.9,0.55,1.2,4.75e-05,6e-06,3600000000.0,4.47e-05,-2.391
0.9,0.55,1.2,4.75e-05,7e-06,3940000000.0,5.19e-05,-2.396
0.9,0.55,1.2,4.75e-05,8e-06,4240000000.0,5.89e-05,-2.401
0.9,0.55,1.2,5.25e-05,5e-06,2920000000.0,3.77e-05,-2.381
0.9,0.55,1.2,5.25e-05,2e-06,1430000000.0,1.56e-05,-2.357
0.9,0.55,1.2,5.25e-05,3e-06,2000000000.0,2.31e-05,-2.367
0.9,0.55,1.2,5.25e-05,4e-06,2470000000.0,3.05e-05,-2.375
0.9,0.55,1.2,5.25e-05,6e-06,3370000000.0,4.5e-05,-2.387
0.9,0.55,1.2,5.25e-05,7e-06,3720000000.0,5.21e-05,-2.392
0.9,0.55,1.2,5.25e-05,8e-06,4020000000.0,5.92e-05,-2.397
0.9,0.55,1.2,5.5e-05,5e-06,2800000000.0,3.78e-05,-2.38
0.9,0.55,1.2,5.5e-05,2e-06,1380000000.0,1.57e-05,-2.356
0.9,0.55,1.2,5.5e-05,3e-06,1930000000.0,2.32e-05,-2.366
0.9,0.55,1.2,5.5e-05,4e-06,2400000000.0,3.05e-05,-2.374
0.9,0.55,1.2,5.5e-05,6e-06,3260000000.0,4.5e-05,-2.386
0.9,0.55,1.2,5.5e-05,7e-06,3610000000.0,5.22e-05,-2.391
0.9,0.55,1.2,5.5e-05,8e-06,3910000000.0,5.93e-05,-2.395
0.9,0.55,1.2,5.75e-05,5e-06,2680000000.0,3.79e-05,-2.378
0.9,0.55,1.2,5.75e-05,2e-06,1340000000.0,1.57e-05,-2.356
0.9,0.55,1.2,5.75e-05,3e-06,1850000000.0,2.32e-05,-2.365
0.9,0.55,1.2,5.75e-05,4e-06,2330000000.0,3.06e-05,-2.372
0.9,0.55,1.2,5.75e-05,6e-06,3150000000.0,4.51e-05,-2.384
0.9,0.55,1.2,5.75e-05,7e-06,3510000000.0,5.23e-05,-2.389
0.9,0.55,1.2,5.75e-05,8e-06,3810000000.0,5.94e-05,-2.394
0.9,0.55,1.2,6e-05,5e-06,2610000000.0,3.79e-05,-2.378
0.9,0.55,1.2,6e-05,2e-06,1290000000.0,1.57e-05,-2.355
0.9,0.55,1.2,6e-05,3e-06,1780000000.0,2.33e-05,-2.363
0.9,0.55,1.2,6e-05,4e-06,2260000000.0,3.06e-05,-2.371
0.9,0.55,1.2,6e-05,6e-06,3050000000.0,4.52e-05,-2.383
0.9,0.55,1.2,6e-05,7e-06,3410000000.0,5.24e-05,-2.388
0.9,0.55,1.2,6e-05,8e-06,3710000000.0,5.95e-05,-2.392
0.9,0.55,1.1,5e-05,5e-06,3010000000.0,3.43e-05,-2.386
0.9,0.55,1.1,5e-05,2e-06,1470000000.0,1.42e-05,-2.362
0.9,0.55,1.1,5e-05,3e-06,2060000000.0,2.1e-05,-2.372
0.9,0.55,1.1,5e-05,4e-06,2520000000.0,2.77e-05,-2.38
0.9,0.55,1.1,5e-05,6e-06,3450000000.0,4.08e-05,-2.392
0.9,0.55,1.1,5e-05,7e-06,3800000000.0,4.73e-05,-2.397
0.9,0.55,1.1,5e-05,8e-06,4090000000.0,5.38e-05,-2.402
0.9,0.55,1.1,4e-05,5e-06,3530000000.0,3.39e-05,-2.394
0.9,0.55,1.1,4e-05,2e-06,1730000000.0,1.41e-05,-2.367
0.9,0.55,1.1,4e-05,3e-06,2410000000.0,2.08e-05,-2.378
0.9,0.55,1.1,4e-05,4e-06,2990000000.0,2.74e-05,-2.386
0.9,0.55,1.1,4e-05,6e-06,3940000000.0,4.04e-05,-2.4
0.9,0.55,1.1,4e-05,7e-06,4290000000.0,4.68e-05,-2.405
0.9,0.55,1.1,4e-05,8e-06,4730000000.0,5.33e-05,-2.41
0.9,0.55,1.1,4.25e-05,5e-06,3400000000.0,3.4e-05,-2.392
0.9,0.55,1.1,4.25e-05,2e-06,1630000000.0,1.41e-05,-2.366
0.9,0.55,1.1,4.25e-05,3e-06,2320000000.0,2.09e-05,-2.376
0.9,0.55,1.1,4.25e-05,4e-06,2840000000.0,2.75e-05,-2.384
0.9,0.55,1.1,4.25e-05,6e-06,3810000000.0,4.05e-05,-2.398
0.9,0.55,1.1,4.25e-05,7e-06,4160000000.0,4.7e-05,-2.403
0.9,0.55,1.1,4.25e-05,8e-06,4520000000.0,5.34e-05,-2.408
0.9,0.55,1.1,4.5e-05,5e-06,3260000000.0,3.41e-05,-2.39
0.9,0.55,1.1,4.5e-05,2e-06,1580000000.0,1.42e-05,-2.364
0.9,0.55,1.1,4.5e-05,3e-06,2230000000.0,2.09e-05,-2.375
0.9,0.55,1.1,4.5e-05,4e-06,2690000000.0,2.76e-05,-2.382
0.9,0.55,1.1,4.5e-05,6e-06,3690000000.0,4.06e-05,-2.396
0.9,0.55,1.1,4.5e-05,7e-06,4030000000.0,4.71e-05,-2.401
0.9,0.55,1.1,4.5e-05,8e-06,4330000000.0,5.35e-05,-2.406
0.9,0.55,1.1,4.75e-05,5e-06,3140000000.0,3.42e-05,-2.388
0.9,0.55,1.1,4.75e-05,2e-06,1520000000.0,1.42e-05,-2.363
0.9,0.55,1.1,4.75e-05,3e-06,2150000000.0,2.1e-05,-2.373
0.9,0.55,1.1,4.75e-05,4e-06,2600000000.0,2.76e-05,-2.381
0.9,0.55,1.1,4.75e-05,6e-06,3570000000.0,4.08e-05,-2.393
0.9,0.55,1.1,4.75e-05,7e-06,3910000000.0,4.72e-05,-2.399
0.9,0.55,1.1,4.75e-05,8e-06,4210000000.0,5.36e-05,-2.404
0.9,0.55,1.1,5.25e-05,5e-06,2890000000.0,3.44e-05,-2.384
0.9,0.55,1.1,5.25e-05,2e-06,1420000000.0,1.42e-05,-2.361
0.9,0.55,1.1,5.25e-05,3e-06,1990000000.0,2.11e-05,-2.37
0.9,0.55,1.1,5.25e-05,4e-06,2450000000.0,2.77e-05,-2.378
0.9,0.55,1.1,5.25e-05,6e-06,3340000000.0,4.09e-05,-2.391
0.9,0.55,1.1,5.25e-05,7e-06,3690000000.0,4.74e-05,-2.396
0.9,0.55,1.1,5.25e-05,8e-06,3990000000.0,5.39e-05,-2.4
0.9,0.55,1.1,5.5e-05,5e-06,2760000000.0,3.44e-05,-2.384
0.9,0.55,1.1,5.5e-05,2e-06,1370000000.0,1.43e-05,-2.36
0.9,0.55,1.1,5.5e-05,3e-06,1910000000.0,2.11e-05,-2.369
0.9,0.55,1.1,5.5e-05,4e-06,2380000000.0,2.78e-05,-2.377
0.9,0.55,1.1,5.5e-05,6e-06,3230000000.0,4.1e-05,-2.389
0.9,0.55,1.1,5.5e-05,7e-06,3580000000.0,4.75e-05,-2.394
0.9,0.55,1.1,5.5e-05,8e-06,3880000000.0,5.4e-05,-2.399
0.9,0.55,1.1,5.75e-05,5e-06,2660000000.0,3.45e-05,-2.382
0.9,0.55,1.1,5.75e-05,2e-06,1330000000.0,1.43e-05,-2.359
0.9,0.55,1.1,5.75e-05,3e-06,1830000000.0,2.11e-05,-2.368
0.9,0.55,1.1,5.75e-05,4e-06,2310000000.0,2.79e-05,-2.376
0.9,0.55,1.1,5.75e-05,6e-06,3120000000.0,4.11e-05,-2.388
0.9,0.55,1.1,5.75e-05,7e-06,3480000000.0,4.76e-05,-2.393
0.9,0.55,1.1,5.75e-05,8e-06,3770000000.0,5.41e-05,-2.397
0.9,0.55,1.1,6e-05,5e-06,2590000000.0,3.45e-05,-2.381
0.9,0.55,1.1,6e-05,2e-06,1280000000.0,1.43e-05,-2.358
0.9,0.55,1.1,6e-05,3e-06,1750000000.0,2.12e-05,-2.367
0.9,0.55,1.1,6e-05,4e-06,2240000000.0,2.79e-05,-2.375
0.9,0.55,1.1,6e-05,6e-06,3010000000.0,4.12e-05,-2.386
0.9,0.55,1.1,6e-05,7e-06,3380000000.0,4.77e-05,-2.391
0.9,0.55,1.1,6e-05,8e-06,3670000000.0,5.42e-05,-2.396
0.9,0.55,1.3,5e-05,5e-06,3080000000.0,4.11e-05,-2.38
0.9,0.55,1.3,5e-05,2e-06,1490000000.0,1.7e-05,-2.356
0.9,0.55,1.3,5e-05,3e-06,2100000000.0,2.52e-05,-2.365
0.9,0.55,1.3,5e-05,4e-06,2560000000.0,3.32e-05,-2.373
0.9,0.55,1.3,5e-05,6e-06,3510000000.0,4.89e-05,-2.386
0.9,0.55,1.3,5e-05,7e-06,3860000000.0,5.67e-05,-2.391
0.9,0.55,1.3,5e-05,8e-06,4160000000.0,6.44e-05,-2.396
0.9,0.55,1.3,4e-05,5e-06,3590000000.0,4.07e-05,-2.387
0.9,0.55,1.3,4e-05,2e-06,1770000000.0,1.69e-05,-2.361
0.9,0.55,1.3,4e-05,3e-06,2440000000.0,2.49e-05,-2.372
0.9,0.55,1.3,4e-05,4e-06,3060000000.0,3.29e-05,-2.38
0.9,0.55,1.3,4e-05,6e-06,4000000000.0,4.84e-05,-2.394
0.9,0.55,1.3,4e-05,7e-06,4360000000.0,5.62e-05,-2.399
0.9,0.55,1.3,4e-05,8e-06,4830000000.0,6.38e-05,-2.404
0.9,0.55,1.3,4.25e-05,5e-06,3460000000.0,4.08e-05,-2.385
0.9,0.55,1.3,4.25e-05,2e-06,1660000000.0,1.69e-05,-2.359
0.9,0.55,1.3,4.25e-05,3e-06,2350000000.0,2.5e-05,-2.37
0.9,0.55,1.3,4.25e-05,4e-06,2900000000.0,3.29e-05,-2.378
0.9,0.55,1.3,4.25e-05,6e-06,3870000000.0,4.86e-05,-2.391
0.9,0.55,1.3,4.25e-05,7e-06,4220000000.0,5.63e-05,-2.397
0.9,0.55,1.3,4.25e-05,8e-06,4630000000.0,6.4e-05,-2.402
0.9,0.55,1.3,4.5e-05,5e-06,3330000000.0,4.09e-05,-2.383
0.9,0.55,1.3,4.5e-05,2e-06,1600000000.0,1.7e-05,-2.357
0.9,0.55,1.3,4.5e-05,3e-06,2270000000.0,2.51e-05,-2.368
0.9,0.55,1.3,4.5e-05,4e-06,2750000000.0,3.3e-05,-2.377
0.9,0.55,1.3,4.5e-05,6e-06,3750000000.0,4.87e-05,-2.389
0.9,0.55,1.3,4.5e-05,7e-06,4090000000.0,5.64e-05,-2.395
0.9,0.55,1.3,4.5e-05,8e-06,4430000000.0,6.41e-05,-2.4
0.9,0.55,1.3,4.75e-05,5e-06,3200000000.0,4.1e-05,-2.382
0.9,0.55,1.3,4.75e-05,2e-06,1540000000.0,1.7e-05,-2.357
0.9,0.55,1.3,4.75e-05,3e-06,2180000000.0,2.51e-05,-2.366
0.9,0.55,1.3,4.75e-05,4e-06,2640000000.0,3.31e-05,-2.375
0.9,0.55,1.3,4.75e-05,6e-06,3630000000.0,4.88e-05,-2.388
0.9,0.55,1.3,4.75e-05,7e-06,3970000000.0,5.66e-05,-2.393
0.9,0.55,1.3,4.75e-05,8e-06,4280000000.0,6.43e-05,-2.398
0.9,0.55,1.3,5.25e-05,5e-06,2950000000.0,4.12e-05,-2.379
0.9,0.55,1.3,5.25e-05,2e-06,1440000000.0,1.71e-05,-2.355
0.9,0.55,1.3,5.25e-05,3e-06,2020000000.0,2.52e-05,-2.364
0.9,0.55,1.3,5.25e-05,4e-06,2490000000.0,3.32e-05,-2.372
0.9,0.55,1.3,5.25e-05,6e-06,3400000000.0,4.9e-05,-2.384
0.9,0.55,1.3,5.25e-05,7e-06,3750000000.0,5.68e-05,-2.389
0.9,0.55,1.3,5.25e-05,8e-06,4060000000.0,6.46e-05,-2.394
0.9,0.55,1.3,5.5e-05,5e-06,2830000000.0,4.12e-05,-2.377
0.9,0.55,1.3,5.5e-05,2e-06,1390000000.0,1.71e-05,-2.353
0.9,0.55,1.3,5.5e-05,3e-06,1950000000.0,2.53e-05,-2.363
0.9,0.55,1.3,5.5e-05,4e-06,2420000000.0,3.33e-05,-2.37
0.9,0.55,1.3,5.5e-05,6e-06,3290000000.0,4.91e-05,-2.383
0.9,0.55,1.3,5.5e-05,7e-06,3650000000.0,5.7e-05,-2.388
0.9,0.55,1.3,5.5e-05,8e-06,3940000000.0,6.47e-05,-2.393
0.9,0.55,1.3,5.75e-05,5e-06,2710000000.0,4.13e-05,-2.376
0.9,0.55,1.3,5.75e-05,2e-06,1350000000.0,1.71e-05,-2.352
0.9,0.55,1.3,5.75e-05,3e-06,1870000000.0,2.53e-05,-2.362
0.9,0.55,1.3,5.75e-05,4e-06,2350000000.0,3.34e-05,-2.369
0.9,0.55,1.3,5.75e-05,6e-06,3190000000.0,4.92e-05,-2.381
0.9,0.55,1.3,5.75e-05,7e-06,3540000000.0,5.7e-05,-2.387
0.9,0.55,1.3,5.75e-05,8e-06,3840000000.0,6.48e-05,-2.391
0.9,0.55,1.3,6e-05,5e-06,2630000000.0,4.14e-05,-2.375
0.9,0.55,1.3,6e-05,2e-06,1300000000.0,1.72e-05,-2.351
0.9,0.55,1.3,6e-05,3e-06,1800000000.0,2.54e-05,-2.361
0.9,0.55,1.3,6e-05,4e-06,2280000000.0,3.34e-05,-2.368
0.9,0.55,1.3,6e-05,6e-06,3080000000.0,4.94e-05,-2.38
0.9,0.55,1.3,6e-05,7e-06,3440000000.0,5.72e-05,-2.385
0.9,0.55,1.3,6e-05,8e-06,3740000000.0,6.49e-05,-2.39
0.9,0.55,1.4,5e-05,5e-06,3110000000.0,4.45e-05,-2.378
0.9,0.55,1.4,5e-05,2e-06,1500000000.0,1.85e-05,-2.353
0.9,0.55,1.4,5e-05,3e-06,2120000000.0,2.73e-05,-2.363
0.9,0.55,1.4,5e-05,4e-06,2580000000.0,3.6e-05,-2.371
0.9,0.55,1.4,5e-05,6e-06,3540000000.0,5.31e-05,-2.384
0.9,0.55,1.4,5e-05,7e-06,3890000000.0,6.15e-05,-2.389
0.9,0.55,1.4,5e-05,8e-06,4190000000.0,6.99e-05,-2.394
0.9,0.55,1.4,4e-05,5e-06,3620000000.0,4.41e-05,-2.385
0.9,0.55,1.4,4e-05,2e-06,1790000000.0,1.83e-05,-2.359
0.9,0.55,1.4,4e-05,3e-06,2460000000.0,2.7e-05,-2.369
0.9,0.55,1.4,4e-05,4e-06,3090000000.0,3.56e-05,-2.378
0.9,0.55,1.4,4e-05,6e-06,4030000000.0,5.25e-05,-2.392
0.9,0.55,1.4,4e-05,7e-06,4410000000.0,6.09e-05,-2.397
0.9,0.55,1.4,4e-05,8e-06,4880000000.0,6.92e-05,-2.402
0.9,0.55,1.4,4.25e-05,5e-06,3480000000.0,4.42e-05,-2.383
0.9,0.55,1.4,4.25e-05,2e-06,1680000000.0,1.83e-05,-2.357
0.9,0.55,1.4,4.25e-05,3e-06,2370000000.0,2.71e-05,-2.368
0.9,0.55,1.4,4.25e-05,4e-06,2940000000.0,3.57e-05,-2.376
0.9,0.55,1.4,4.25e-05,6e-06,3900000000.0,5.27e-05,-2.39
0.9,0.55,1.4,4.25e-05,7e-06,4250000000.0,6.11e-05,-2.395
0.9,0.55,1.4,4.25e-05,8e-06,4680000000.0,6.94e-05,-2.4
0.9,0.55,1.4,4.5e-05,5e-06,3350000000.0,4.43e-05,-2.381
0.9,0.55,1.4,4.5e-05,2e-06,1610000000.0,1.84e-05,-2.356
0.9,0.55,1.4,4.5e-05,3e-06,2280000000.0,2.72e-05,-2.366
0.9,0.55,1.4,4.5e-05,4e-06,2790000000.0,3.58e-05,-2.374
0.9,0.55,1.4,4.5e-05,6e-06,3780000000.0,5.28e-05,-2.388
0.9,0.55,1.4,4.5e-05,7e-06,4130000000.0,6.12e-05,-2.393
0.9,0.55,1.4,4.5e-05,8e-06,4480000000.0,6.95e-05,-2.398
0.9,0.55,1.4,4.75e-05,5e-06,3230000000.0,4.44e-05,-2.38
0.9,0.55,1.4,4.75e-05,2e-06,1550000000.0,1.84e-05,-2.354
0.9,0.55,1.4,4.75e-05,3e-06,2200000000.0,2.72e-05,-2.365
0.9,0.55,1.4,4.75e-05,4e-06,2660000000.0,3.59e-05,-2.373
0.9,0.55,1.4,4.75e-05,6e-06,3660000000.0,5.29e-05,-2.386
0.9,0.55,1.4,4.75e-05,7e-06,4010000000.0,6.14e-05,-2.391
0.9,0.55,1.4,4.75e-05,8e-06,4310000000.0,6.97e-05,-2.396
0.9,0.55,1.4,5.25e-05,5e-06,2990000000.0,4.46e-05,-2.376
0.9,0.55,1.4,5.25e-05,2e-06,1450000000.0,1.85e-05,-2.352
0.9,0.55,1.4,5.25e-05,3e-06,2040000000.0,2.73e-05,-2.362
0.9,0.55,1.4,5.25e-05,4e-06,2500000000.0,3.6e-05,-2.37
0.9,0.55,1.4,5.25e-05,6e-06,3430000000.0,5.32e-05,-2.382
0.9,0.55,1.4,5.25e-05,7e-06,3780000000.0,6.16e-05,-2.388
0.9,0.55,1.4,5.25e-05,8e-06,4080000000.0,7e-05,-2.392
0.9,0.55,1.4,5.5e-05,5e-06,2870000000.0,4.48e-05,-2.375
0.9,0.55,1.4,5.5e-05,2e-06,1400000000.0,1.85e-05,-2.351
0.9,0.55,1.4,5.5e-05,3e-06,1970000000.0,2.74e-05,-2.36
0.9,0.55,1.4,5.5e-05,4e-06,2430000000.0,3.61e-05,-2.368
0.9,0.55,1.4,5.5e-05,6e-06,3320000000.0,5.33e-05,-2.381
0.9,0.55,1.4,5.5e-05,7e-06,3680000000.0,6.17e-05,-2.386
0.9,0.55,1.4,5.5e-05,8e-06,3980000000.0,7.02e-05,-2.391
0.9,0.55,1.4,5.75e-05,5e-06,2750000000.0,4.48e-05,-2.374
0.9,0.55,1.4,5.75e-05,2e-06,1360000000.0,1.86e-05,-2.35
0.9,0.55,1.4,5.75e-05,3e-06,1890000000.0,2.74e-05,-2.36
0.9,0.55,1.4,5.75e-05,4e-06,2360000000.0,3.62e-05,-2.367
0.9,0.55,1.4,5.75e-05,6e-06,3210000000.0,5.34e-05,-2.379
0.9,0.55,1.4,5.75e-05,7e-06,3580000000.0,6.19e-05,-2.384
0.9,0.55,1.4,5.75e-05,8e-06,3880000000.0,7.03e-05,-2.389
0.9,0.55,1.4,6e-05,5e-06,2650000000.0,4.49e-05,-2.372
0.9,0.55,1.4,6e-05,2e-06,1310000000.0,1.86e-05,-2.349
0.9,0.55,1.4,6e-05,3e-06,1810000000.0,2.75e-05,-2.359
0.9,0.55,1.4,6e-05,4e-06,2300000000.0,3.63e-05,-2.366
0.9,0.55,1.4,6e-05,6e-06,3110000000.0,5.35e-05,-2.378
0.9,0.55,1.4,6e-05,7e-06,3480000000.0,6.2e-05,-2.383
0.9,0.55,1.4,6e-05,8e-06,3770000000.0,7.04e-05,-2.388
0.9,0.55,1.5,5e-05,5e-06,3140000000.0,4.81e-05,-2.377
0.9,0.55,1.5,5e-05,2e-06,1510000000.0,1.99e-05,-2.352
0.9,0.55,1.5,5e-05,3e-06,2140000000.0,2.94e-05,-2.362
0.9,0.55,1.5,5e-05,4e-06,2600000000.0,3.88e-05,-2.37
0.9,0.55,1.5,5e-05,6e-06,3570000000.0,5.72e-05,-2.383
