Rd,VDD,Vgate,Wn,Bandwidth,DCPowerConsumption,VoltageGain
1000.0,1.3,0.6,3.5e-06,245000000.0,0.00016,3.496
1000.0,1.3,0.6,4e-06,246000000.0,0.00018,4.448
1000.0,1.3,0.6,4.5e-06,247000000.0,0.0002,5.269
1000.0,1.3,0.6,5e-06,248000000.0,0.000219,5.987
1000.0,1.3,0.6,5.5e-06,249000000.0,0.000237,6.623
1000.0,1.3,0.6,6e-06,250000000.0,0.000255,7.193
1000.0,1.3,0.6,6.5e-06,252000000.0,0.000273,7.706
1000.0,1.3,0.6,7e-06,253000000.0,0.00029,8.172
1000.0,1.3,0.6,8e-06,255000000.0,0.000323,8.989
1000.0,1.3,0.6,8.5e-06,256000000.0,0.000339,9.35
1000.0,1.3,0.6,9e-06,257000000.0,0.000355,9.684
1000.0,1.3,0.6,9.5e-06,258000000.0,0.00037,9.995
1000.0,1.3,0.6,1e-05,259000000.0,0.000385,10.29
1000.0,1.3,0.6,1.05e-05,260000000.0,0.0004,10.56
1000.0,1.3,0.6,1.1e-05,261000000.0,0.000415,10.81
1000.0,1.3,0.6,1.15e-05,262000000.0,0.000429,11.05
1000.0,1.3,0.6,1.2e-05,262000000.0,0.000443,11.28
1000.0,1.3,0.6,1.25e-05,263000000.0,0.000456,11.49
1000.0,1.3,0.6,1.3e-05,264000000.0,0.000469,11.69
1000.0,1.3,0.6,1.35e-05,265000000.0,0.000482,11.89
1000.0,1.3,0.6,1.4e-05,266000000.0,0.000495,12.07
1000.0,1.3,0.6,1.45e-05,267000000.0,0.000508,12.24
1000.0,1.3,0.6,1.5e-05,268000000.0,0.00052,12.41
1000.0,1.3,0.65,7.5e-06,261000000.0,0.000507,10.72
1000.0,1.3,0.65,3e-06,247000000.0,0.000239,4.871
1000.0,1.3,0.65,3.5e-06,249000000.0,0.000274,5.945
1000.0,1.3,0.65,4e-06,250000000.0,0.000307,6.848
1000.0,1.3,0.65,4.5e-06,252000000.0,0.000338,7.624
1000.0,1.3,0.65,5e-06,253000000.0,0.000369,8.299
1000.0,1.3,0.65,5.5e-06,255000000.0,0.000398,8.894
1000.0,1.3,0.65,6e-06,257000000.0,0.000427,9.424
1000.0,1.3,0.65,6.5e-06,258000000.0,0.000455,9.899
1000.0,1.3,0.65,7e-06,260000000.0,0.000481,10.33
1000.0,1.3,0.65,8e-06,263000000.0,0.000533,11.08
1000.0,1.3,0.65,8.5e-06,264000000.0,0.000557,11.41
1000.0,1.3,0.65,9e-06,266000000.0,0.000581,11.71
1000.0,1.3,0.65,9.5e-06,267000000.0,0.000604,11.99
1000.0,1.3,0.65,1e-05,268000000.0,0.000626,12.25
1000.0,1.3,0.65,1.05e-05,270000000.0,0.000648,12.5
1000.0,1.3,0.65,1.1e-05,271000000.0,0.00067,12.72
1000.0,1.3,0.65,1.15e-05,272000000.0,0.00069,12.94
1000.0,1.3,0.65,1.2e-05,274000000.0,0.000711,13.14
1000.0,1.3,0.65,1.25e-05,275000000.0,0.000731,13.33
1000.0,1.3,0.65,1.3e-05,276000000.0,0.00075,13.51
1000.0,1.3,0.65,1.35e-05,278000000.0,0.000769,13.67
1000.0,1.3,0.65,1.4e-05,279000000.0,0.000787,13.83
1000.0,1.3,0.65,1.45e-05,280000000.0,0.000805,13.98
1000.0,1.3,0.65,1.5e-05,281000000.0,0.000823,14.13
1000.0,1.3,0.7,7.5e-06,268000000.0,0.000749,11.92
1000.0,1.3,0.7,3e-06,250000000.0,0.000364,6.321
1000.0,1.3,0.7,3.5e-06,252000000.0,0.000415,7.363
1000.0,1.3,0.7,4e-06,254000000.0,0.000463,8.236
1000.0,1.3,0.7,4.5e-06,256000000.0,0.000509,8.981
1000.0,1.3,0.7,5e-06,258000000.0,0.000553,9.628
1000.0,1.3,0.7,5.5e-06,260000000.0,0.000595,10.2
1000.0,1.3,0.7,6e-06,262000000.0,0.000636,10.7
1000.0,1.3,0.7,6.5e-06,264000000.0,0.000675,11.15
1000.0,1.3,0.7,7e-06,266000000.0,0.000712,11.55
1000.0,1.3,0.7,8e-06,270000000.0,0.000783,12.25
1000.0,1.3,0.7,8.5e-06,272000000.0,0.000817,12.56
1000.0,1.3,0.7,9e-06,274000000.0,0.00085,12.84
1000.0,1.3,0.7,9.5e-06,276000000.0,0.000881,13.09
1000.0,1.3,0.7,1e-05,278000000.0,0.000912,13.33
1000.0,1.3,0.7,1.05e-05,279000000.0,0.000942,13.55
1000.0,1.3,0.7,1.1e-05,281000000.0,0.00097,13.76
1000.0,1.3,0.7,1.15e-05,283000000.0,0.000998,13.95
1000.0,1.3,0.7,1.2e-05,285000000.0,0.00103,14.13
1000.0,1.3,0.7,1.25e-05,287000000.0,0.00105,14.29
1000.0,1.3,0.7,1.3e-05,289000000.0,0.00108,14.44
1000.0,1.3,0.7,1.35e-05,290000000.0,0.0011,14.59
1000.0,1.3,0.7,1.4e-05,292000000.0,0.00113,14.72
1000.0,1.3,0.7,1.45e-05,294000000.0,0.00115,14.84
1000.0,1.3,0.7,1.5e-05,296000000.0,0.00117,14.95
1000.0,1.3,0.75,7.5e-06,275000000.0,0.00102,12.49
1000.0,1.3,0.75,3e-06,252000000.0,0.000506,7.125
1000.0,1.3,0.75,3.5e-06,254000000.0,0.000574,8.143
1000.0,1.3,0.75,4e-06,257000000.0,0.000639,8.993
1000.0,1.3,0.75,4.5e-06,259000000.0,0.0007,9.715
1000.0,1.3,0.75,5e-06,262000000.0,0.000759,10.34
1000.0,1.3,0.75,5.5e-06,264000000.0,0.000815,10.88
1000.0,1.3,0.75,6e-06,267000000.0,0.000868,11.36
1000.0,1.3,0.75,6.5e-06,269000000.0,0.000919,11.78
1000.0,1.3,0.75,7e-06,272000000.0,0.000968,12.15
1000.0,1.3,0.75,8e-06,277000000.0,0.00106,12.78
1000.0,1.3,0.75,8.5e-06,280000000.0,0.0011,13.05
1000.0,1.3,0.75,9e-06,283000000.0,0.00114,13.27
1000.0,1.3,0.75,9.5e-06,286000000.0,0.00118,13.47
1000.0,1.3,0.75,1e-05,289000000.0,0.00122,13.62
1000.0,1.3,0.75,1.05e-05,293000000.0,0.00126,13.73
1000.0,1.3,0.75,1.1e-05,297000000.0,0.00129,13.79
1000.0,1.3,0.75,1.15e-05,303000000.0,0.00133,13.78
1000.0,1.3,0.75,1.2e-05,311000000.0,0.00136,13.66
1000.0,1.3,0.75,1.25e-05,321000000.0,0.00139,13.41
1000.0,1.3,0.75,1.3e-05,337000000.0,0.00142,12.98
1000.0,1.3,0.75,1.35e-05,359000000.0,0.00144,12.32
1000.0,1.3,0.75,1.4e-05,394000000.0,0.00146,11.41
1000.0,1.3,0.75,1.45e-05,443000000.0,0.00148,10.29
1000.0,1.3,0.75,1.5e-05,512000000.0,0.0015,9.026
1000.0,1.3,0.85,7.5e-06,598000000.0,0.00147,2.701
1000.0,1.3,0.85,3e-06,255000000.0,0.000814,7.702
1000.0,1.3,0.85,3.5e-06,259000000.0,0.00092,8.644
1000.0,1.3,0.85,4e-06,263000000.0,0.00102,9.388
1000.0,1.3,0.85,4.5e-06,267000000.0,0.00111,9.943
1000.0,1.3,0.85,5e-06,274000000.0,0.0012,10.27
1000.0,1.3,0.85,5.5e-06,284000000.0,0.00127,10.22
1000.0,1.3,0.85,6e-06,307000000.0,0.00134,9.455
1000.0,1.3,0.85,6.5e-06,357000000.0,0.0014,7.657
1000.0,1.3,0.85,7e-06,454000000.0,0.00144,5.133
1000.0,1.3,0.85,8e-06,761000000.0,0.00149,0.621
1000.0,1.3,0.9,3e-06,258000000.0,0.000972,7.647
1000.0,1.3,0.9,3.5e-06,263000000.0,0.00109,8.402
1000.0,1.3,0.9,4e-06,272000000.0,0.00121,8.673
1000.0,1.3,0.9,4.5e-06,295000000.0,0.0013,7.935
1000.0,1.3,0.9,5e-06,358000000.0,0.00137,5.513
1000.0,1.3,0.9,5.5e-06,484000000.0,0.00142,2.303
1000.0,1.4,0.8,7.5e-06,285000000.0,0.00144,12.49
1000.0,1.4,0.8,3e-06,254000000.0,0.000734,7.632
1000.0,1.4,0.8,3.5e-06,257000000.0,0.000831,8.63
1000.0,1.4,0.8,4e-06,260000000.0,0.000922,9.455
1000.0,1.4,0.8,4.5e-06,263000000.0,0.00101,10.15
1000.0,1.4,0.8,5e-06,266000000.0,0.00109,10.74
1000.0,1.4,0.8,5.5e-06,269000000.0,0.00117,11.25
1000.0,1.4,0.8,6e-06,272000000.0,0.00124,11.67
1000.0,1.4,0.8,6.5e-06,276000000.0,0.00131,12.03
1000.0,1.4,0.8,7e-06,280000000.0,0.00138,12.31
1000.0,1.4,0.8,8e-06,291000000.0,0.0015,12.56
1000.0,1.4,0.8,8.5e-06,301000000.0,0.00155,12.42
1000.0,1.4,0.8,9e-06,317000000.0,0.0016,11.98
1000.0,1.4,0.8,9.5e-06,345000000.0,0.00165,11.08
1000.0,1.4,0.8,1e-05,394000000.0,0.00168,9.673
1000.0,1.4,0.8,1.05e-05,475000000.0,0.00171,7.896
1000.0,1.4,0.8,1.1e-05,589000000.0,0.00173,6.077
1000.0,1.4,0.8,1.15e-05,728000000.0,0.00175,4.36
1000.0,1.4,0.8,1.2e-05,848000000.0,0.00177,2.845
1000.0,1.4,0.8,1.25e-05,960000000.0,0.00178,1.495
1000.0,1.4,0.8,1.3e-05,1070000000.0,0.00179,0.336
1000.0,1.4,0.6,7.5e-06,255000000.0,0.000358,8.975
1000.0,1.4,0.6,3e-06,244000000.0,0.000164,2.827
1000.0,1.4,0.6,3.5e-06,245000000.0,0.000188,3.94
1000.0,1.4,0.6,4e-06,247000000.0,0.000211,4.881
1000.0,1.4,0.6,4.5e-06,248000000.0,0.000234,5.692
1000.0,1.4,0.6,5e-06,249000000.0,0.000256,6.401
1000.0,1.4,0.6,5.5e-06,250000000.0,0.000278,7.029
1000.0,1.4,0.6,6e-06,252000000.0,0.000299,7.59
1000.0,1.4,0.6,6.5e-06,253000000.0,0.000319,8.096
1000.0,1.4,0.6,7e-06,254000000.0,0.000339,8.555
1000.0,1.4,0.6,8e-06,256000000.0,0.000377,9.36
1000.0,1.4,0.6,8.5e-06,257000000.0,0.000395,9.715
1000.0,1.4,0.6,9e-06,258000000.0,0.000413,10.04
1000.0,1.4,0.6,9.5e-06,259000000.0,0.000431,10.35
1000.0,1.4,0.6,1e-05,260000000.0,0.000448,10.64
1000.0,1.4,0.6,1.05e-05,261000000.0,0.000465,10.9
1000.0,1.4,0.6,1.1e-05,262000000.0,0.000481,11.15
1000.0,1.4,0.6,1.15e-05,263000000.0,0.000498,11.39
1000.0,1.4,0.6,1.2e-05,264000000.0,0.000513,11.61
1000.0,1.4,0.6,1.25e-05,265000000.0,0.000529,11.82
1000.0,1.4,0.6,1.3e-05,266000000.0,0.000544,12.02
1000.0,1.4,0.6,1.35e-05,267000000.0,0.000559,12.21
1000.0,1.4,0.6,1.4e-05,268000000.0,0.000574,12.39
1000.0,1.4,0.6,1.45e-05,269000000.0,0.000588,12.56
1000.0,1.4,0.6,1.5e-05,270000000.0,0.000602,12.72
1000.0,1.4,0.65,7.5e-06,262000000.0,0.000581,10.96
1000.0,1.4,0.65,3e-06,247000000.0,0.000276,5.15
1000.0,1.4,0.65,3.5e-06,249000000.0,0.000315,6.216
1000.0,1.4,0.65,4e-06,251000000.0,0.000353,7.113
1000.0,1.4,0.65,4.5e-06,253000000.0,0.000389,7.883
1000.0,1.4,0.65,5e-06,254000000.0,0.000424,8.553
1000.0,1.4,0.65,5.5e-06,256000000.0,0.000458,9.144
1000.0,1.4,0.65,6e-06,258000000.0,0.00049,9.669
1000.0,1.4,0.65,6.5e-06,259000000.0,0.000521,10.14
1000.0,1.4,0.65,7e-06,261000000.0,0.000552,10.57
1000.0,1.4,0.65,8e-06,264000000.0,0.00061,11.31
1000.0,1.4,0.65,8.5e-06,265000000.0,0.000637,11.64
1000.0,1.4,0.65,9e-06,267000000.0,0.000664,11.94
1000.0,1.4,0.65,9.5e-06,268000000.0,0.000691,12.22
1000.0,1.4,0.65,1e-05,270000000.0,0.000716,12.48
1000.0,1.4,0.65,1.05e-05,271000000.0,0.000741,12.72
1000.0,1.4,0.65,1.1e-05,273000000.0,0.000765,12.94
1000.0,1.4,0.65,1.15e-05,274000000.0,0.000788,13.15
1000.0,1.4,0.65,1.2e-05,276000000.0,0.000811,13.35
1000.0,1.4,0.65,1.25e-05,277000000.0,0.000834,13.54
1000.0,1.4,0.65,1.3e-05,278000000.0,0.000855,13.72
1000.0,1.4,0.65,1.35e-05,280000000.0,0.000877,13.88
1000.0,1.4,0.65,1.4e-05,281000000.0,0.000897,14.04
1000.0,1.4,0.65,1.45e-05,282000000.0,0.000918,14.19
1000.0,1.4,0.65,1.5e-05,283000000.0,0.000938,14.33
1000.0,1.4,0.7,7.5e-06,269000000.0,0.000847,12.08
1000.0,1.4,0.7,3e-06,250000000.0,0.000414,6.494
1000.0,1.4,0.7,3.5e-06,252000000.0,0.000471,7.533
1000.0,1.4,0.7,4e-06,254000000.0,0.000525,8.404
1000.0,1.4,0.7,4.5e-06,257000000.0,0.000577,9.148
1000.0,1.4,0.7,5e-06,259000000.0,0.000627,9.793
1000.0,1.4,0.7,5.5e-06,261000000.0,0.000674,10.36
1000.0,1.4,0.7,6e-06,263000000.0,0.00072,10.86
1000.0,1.4,0.7,6.5e-06,265000000.0,0.000764,11.31
1000.0,1.4,0.7,7e-06,267000000.0,0.000806,11.71
1000.0,1.4,0.7,8e-06,271000000.0,0.000886,12.41
1000.0,1.4,0.7,8.5e-06,273000000.0,0.000924,12.71
1000.0,1.4,0.7,9e-06,275000000.0,0.00096,12.99
1000.0,1.4,0.7,9.5e-06,277000000.0,0.000996,13.25
1000.0,1.4,0.7,1e-05,279000000.0,0.00103,13.49
1000.0,1.4,0.7,1.05e-05,281000000.0,0.00106,13.71
1000.0,1.4,0.7,1.1e-05,283000000.0,0.0011,13.91
1000.0,1.4,0.7,1.15e-05,284000000.0,0.00113,14.11
1000.0,1.4,0.7,1.2e-05,286000000.0,0.00116,14.28
1000.0,1.4,0.7,1.25e-05,288000000.0,0.00119,14.45
1000.0,1.4,0.7,1.3e-05,290000000.0,0.00122,14.61
1000.0,1.4,0.7,1.35e-05,292000000.0,0.00124,14.75
1000.0,1.4,0.7,1.4e-05,294000000.0,0.00127,14.89
1000.0,1.4,0.7,1.45e-05,295000000.0,0.0013,15.02
1000.0,1.4,0.7,1.5e-05,297000000.0,0.00132,15.13
1000.0,1.4,0.75,7.5e-06,275000000.0,0.00114,12.63
1000.0,1.4,0.75,3e-06,252000000.0,0.000569,7.243
1000.0,1.4,0.75,3.5e-06,255000000.0,0.000646,8.262
1000.0,1.4,0.75,4e-06,257000000.0,0.000718,9.112
1000.0,1.4,0.75,4.5e-06,260000000.0,0.000787,9.835
1000.0,1.4,0.75,5e-06,262000000.0,0.000852,10.46
1000.0,1.4,0.75,5.5e-06,265000000.0,0.000915,11.0
1000.0,1.4,0.75,6e-06,267000000.0,0.000974,11.48
1000.0,1.4,0.75,6.5e-06,270000000.0,0.00103,11.91
1000.0,1.4,0.75,7e-06,272000000.0,0.00109,12.29
1000.0,1.4,0.75,8e-06,278000000.0,0.00119,12.93
1000.0,1.4,0.75,8.5e-06,280000000.0,0.00124,13.2
1000.0,1.4,0.75,9e-06,283000000.0,0.00128,13.45
1000.0,1.4,0.75,9.5e-06,286000000.0,0.00133,13.66
1000.0,1.4,0.75,1e-05,289000000.0,0.00137,13.85
1000.0,1.4,0.75,1.05e-05,292000000.0,0.00141,14.01
1000.0,1.4,0.75,1.1e-05,295000000.0,0.00145,14.13
1000.0,1.4,0.75,1.15e-05,299000000.0,0.00149,14.22
1000.0,1.4,0.75,1.2e-05,303000000.0,0.00153,14.26
1000.0,1.4,0.75,1.25e-05,309000000.0,0.00156,14.24
1000.0,1.4,0.75,1.3e-05,316000000.0,0.00159,14.13
1000.0,1.4,0.75,1.35e-05,326000000.0,0.00162,13.91
1000.0,1.4,0.75,1.4e-05,340000000.0,0.00165,13.53
1000.0,1.4,0.75,1.45e-05,361000000.0,0.00168,12.95
1000.0,1.4,0.75,1.5e-05,392000000.0,0.0017,12.16
1000.0,1.4,0.85,7.5e-06,449000000.0,0.00168,6.048
1000.0,1.4,0.85,3e-06,255000000.0,0.000905,7.795
1000.0,1.4,0.85,3.5e-06,259000000.0,0.00102,8.754
1000.0,1.4,0.85,4e-06,262000000.0,0.00113,9.528
1000.0,1.4,0.85,4.5e-06,266000000.0,0.00124,10.15
1000.0,1.4,0.85,5e-06,271000000.0,0.00133,10.6
1000.0,1.4,0.85,5.5e-06,278000000.0,0.00142,10.86
1000.0,1.4,0.85,6e-06,288000000.0,0.0015,10.78
1000.0,1.4,0.85,6.5e-06,310000000.0,0.00157,10.09
1000.0,1.4,0.85,7e-06,357000000.0,0.00163,8.449
1000.0,1.4,0.85,8e-06,590000000.0,0.00171,3.61
1000.0,1.4,0.85,8.5e-06,755000000.0,0.00174,1.505
1000.0,1.4,0.9,3e-06,257000000.0,0.00108,7.783
1000.0,1.4,0.9,3.5e-06,262000000.0,0.00121,8.637
1000.0,1.4,0.9,4e-06,268000000.0,0.00134,9.185
1000.0,1.4,0.9,4.5e-06,279000000.0,0.00145,9.241
1000.0,1.4,0.9,5e-06,307000000.0,0.00155,8.237
1000.0,1.4,0.9,5.5e-06,379000000.0,0.00162,5.679
1000.0,1.4,0.9,6e-06,517000000.0,0.00167,2.526
1000.0,1.5,0.8,7.5e-06,283000000.0,0.0016,12.76
1000.0,1.5,0.8,3e-06,254000000.0,0.000815,7.716
1000.0,1.5,0.8,3.5e-06,257000000.0,0.000922,8.717
1000.0,1.5,0.8,4e-06,260000000.0,0.00102,9.547
1000.0,1.5,0.8,4.5e-06,263000000.0,0.00112,10.25
1000.0,1.5,0.8,5e-06,266000000.0,0.00121,10.84
1000.0,1.5,0.8,5.5e-06,269000000.0,0.0013,11.36
1000.0,1.5,0.8,6e-06,272000000.0,0.00138,11.8
1000.0,1.5,0.8,6.5e-06,276000000.0,0.00145,12.18
1000.0,1.5,0.8,7e-06,279000000.0,0.00153,12.5
1000.0,1.5,0.8,8e-06,288000000.0,0.00166,12.94
1000.0,1.5,0.8,8.5e-06,293000000.0,0.00173,13.03
1000.0,1.5,0.8,9e-06,302000000.0,0.00178,12.96
1000.0,1.5,0.8,9.5e-06,314000000.0,0.00184,12.67
1000.0,1.5,0.8,1e-05,336000000.0,0.00189,12.02
1000.0,1.5,0.8,1.05e-05,373000000.0,0.00193,10.92
1000.0,1.5,0.8,1.1e-05,436000000.0,0.00196,9.379
1000.0,1.5,0.8,1.15e-05,532000000.0,0.00199,7.618
1000.0,1.5,0.8,1.2e-05,664000000.0,0.00201,5.865
1000.0,1.5,0.8,1.25e-05,793000000.0,0.00203,4.257
1000.0,1.5,0.8,1.3e-05,909000000.0,0.00205,2.826
1000.0,1.5,0.8,1.35e-05,1020000000.0,0.00206,1.576
1000.0,1.5,0.8,1.4e-05,1120000000.0,0.00207,0.467
1000.0,1.5,0.6,7.5e-06,256000000.0,0.000415,9.324
1000.0,1.5,0.6,3e-06,245000000.0,0.000191,3.256
1000.0,1.5,0.6,3.5e-06,246000000.0,0.000219,4.358
1000.0,1.5,0.6,4e-06,248000000.0,0.000246,5.287
1000.0,1.5,0.6,4.5e-06,249000000.0,0.000272,6.088
1000.0,1.5,0.6,5e-06,250000000.0,0.000298,6.788
1000.0,1.5,0.6,5.5e-06,252000000.0,0.000322,7.407
1000.0,1.5,0.6,6e-06,253000000.0,0.000346,7.96
1000.0,1.5,0.6,6.5e-06,254000000.0,0.00037,8.459
1000.0,1.5,0.6,7e-06,255000000.0,0.000392,8.911
1000.0,1.5,0.6,8e-06,258000000.0,0.000436,9.703
1000.0,1.5,0.6,8.5e-06,259000000.0,0.000457,10.05
1000.0,1.5,0.6,9e-06,260000000.0,0.000478,10.38
1000.0,1.5,0.6,9.5e-06,261000000.0,0.000498,10.68
1000.0,1.5,0.6,1e-05,262000000.0,0.000517,10.96
1000.0,1.5,0.6,1.05e-05,263000000.0,0.000536,11.22
1000.0,1.5,0.6,1.1e-05,264000000.0,0.000555,11.47
1000.0,1.5,0.6,1.15e-05,265000000.0,0.000573,11.7
1000.0,1.5,0.6,1.2e-05,266000000.0,0.000591,11.92
1000.0,1.5,0.6,1.25e-05,267000000.0,0.000609,12.12
1000.0,1.5,0.6,1.3e-05,268000000.0,0.000626,12.32
1000.0,1.5,0.6,1.35e-05,269000000.0,0.000643,12.51
1000.0,1.5,0.6,1.4e-05,270000000.0,0.000659,12.68
1000.0,1.5,0.6,1.45e-05,271000000.0,0.000676,12.85
1000.0,1.5,0.6,1.5e-05,272000000.0,0.000692,13.01
1000.0,1.5,0.65,7.5e-06,264000000.0,0.000661,11.17
1000.0,1.5,0.65,3e-06,248000000.0,0.000316,5.41
1000.0,1.5,0.65,3.5e-06,250000000.0,0.000361,6.468
1000.0,1.5,0.65,4e-06,252000000.0,0.000403,7.358
1000.0,1.5,0.65,4.5e-06,254000000.0,0.000444,8.122
1000.0,1.5,0.65,5e-06,255000000.0,0.000484,8.786
1000.0,1.5,0.65,5.5e-06,257000000.0,0.000522,9.373
1000.0,1.5,0.65,6e-06,259000000.0,0.000559,9.894
1000.0,1.5,0.65,6.5e-06,260000000.0,0.000594,10.36
1000.0,1.5,0.65,7e-06,262000000.0,0.000628,10.79
1000.0,1.5,0.65,8e-06,265000000.0,0.000693,11.52
1000.0,1.5,0.65,8.5e-06,267000000.0,0.000725,11.85
1000.0,1.5,0.65,9e-06,268000000.0,0.000755,12.15
1000.0,1.5,0.65,9.5e-06,270000000.0,0.000784,12.42
1000.0,1.5,0.65,1e-05,271000000.0,0.000813,12.68
1000.0,1.5,0.65,1.05e-05,273000000.0,0.00084,12.92
1000.0,1.5,0.65,1.1e-05,274000000.0,0.000867,13.14
1000.0,1.5,0.65,1.15e-05,276000000.0,0.000894,13.35
1000.0,1.5,0.65,1.2e-05,277000000.0,0.000919,13.55
1000.0,1.5,0.65,1.25e-05,279000000.0,0.000944,13.73
1000.0,1.5,0.65,1.3e-05,280000000.0,0.000969,13.91
1000.0,1.5,0.65,1.35e-05,281000000.0,0.000993,14.07
1000.0,1.5,0.65,1.4e-05,283000000.0,0.00102,14.23
1000.0,1.5,0.65,1.45e-05,284000000.0,0.00104,14.38
1000.0,1.5,0.65,1.5e-05,286000000.0,0.00106,14.52
1000.0,1.5,0.7,7.5e-06,270000000.0,0.000952,12.22
1000.0,1.5,0.7,3e-06,251000000.0,0.000468,6.652
1000.0,1.5,0.7,3.5e-06,253000000.0,0.000531,7.688
1000.0,1.5,0.7,4e-06,255000000.0,0.000592,8.556
1000.0,1.5,0.7,4.5e-06,257000000.0,0.00065,9.299
1000.0,1.5,0.7,5e-06,260000000.0,0.000706,9.942
1000.0,1.5,0.7,5.5e-06,262000000.0,0.000759,10.51
1000.0,1.5,0.7,6e-06,264000000.0,0.00081,11.01
1000.0,1.5,0.7,6.5e-06,266000000.0,0.000859,11.46
1000.0,1.5,0.7,7e-06,268000000.0,0.000906,11.86
1000.0,1.5,0.7,8e-06,272000000.0,0.000995,12.56
1000.0,1.5,0.7,8.5e-06,274000000.0,0.00104,12.86
1000.0,1.5,0.7,9e-06,276000000.0,0.00108,13.14
1000.0,1.5,0.7,9.5e-06,278000000.0,0.00112,13.39
1000.0,1.5,0.7,1e-05,280000000.0,0.00116,13.63
1000.0,1.5,0.7,1.05e-05,282000000.0,0.00119,13.85
1000.0,1.5,0.7,1.1e-05,284000000.0,0.00123,14.06
1000.0,1.5,0.7,1.15e-05,286000000.0,0.00126,14.25
1000.0,1.5,0.7,1.2e-05,288000000.0,0.0013,14.43
1000.0,1.5,0.7,1.25e-05,289000000.0,0.00133,14.6
1000.0,1.5,0.7,1.3e-05,291000000.0,0.00136,14.75
1000.0,1.5,0.7,1.35e-05,293000000.0,0.00139,14.9
1000.0,1.5,0.7,1.4e-05,295000000.0,0.00142,15.04
1000.0,1.5,0.7,1.45e-05,297000000.0,0.00145,15.17
1000.0,1.5,0.7,1.5e-05,299000000.0,0.00148,15.29
1000.0,1.5,0.75,7.5e-06,276000000.0,0.00127,12.75
1000.0,1.5,0.75,3e-06,253000000.0,0.000636,7.348
1000.0,1.5,0.75,3.5e-06,255000000.0,0.000721,8.369
1000.0,1.5,0.75,4e-06,258000000.0,0.000802,9.22
1000.0,1.5,0.75,4.5e-06,260000000.0,0.000878,9.944
1000.0,1.5,0.75,5e-06,263000000.0,0.000951,10.57
1000.0,1.5,0.75,5.5e-06,265000000.0,0.00102,11.11
1000.0,1.5,0.75,6e-06,268000000.0,0.00109,11.59
1000.0,1.5,0.75,6.5e-06,271000000.0,0.00115,12.02
1000.0,1.5,0.75,7e-06,273000000.0,0.00121,12.4
1000.0,1.5,0.75,8e-06,278000000.0,0.00132,13.05
1000.0,1.5,0.75,8.5e-06,281000000.0,0.00138,13.33
1000.0,1.5,0.75,9e-06,283000000.0,0.00143,13.59
1000.0,1.5,0.75,9.5e-06,286000000.0,0.00148,13.81
1000.0,1.5,0.75,1e-05,289000000.0,0.00153,14.02
1000.0,1.5,0.75,1.05e-05,291000000.0,0.00157,14.2
1000.0,1.5,0.75,1.1e-05,294000000.0,0.00162,14.35
1000.0,1.5,0.75,1.15e-05,298000000.0,0.00166,14.48
1000.0,1.5,0.75,1.2e-05,301000000.0,0.0017,14.58
1000.0,1.5,0.75,1.25e-05,305000000.0,0.00174,14.65
1000.0,1.5,0.75,1.3e-05,309000000.0,0.00178,14.68
1000.0,1.5,0.75,1.35e-05,315000000.0,0.00181,14.65
1000.0,1.5,0.75,1.4e-05,322000000.0,0.00185,14.55
1000.0,1.5,0.75,1.45e-05,332000000.0,0.00188,14.35
1000.0,1.5,0.75,1.5e-05,345000000.0,0.00191,14.02
1000.0,1.5,0.85,7.5e-06,357000000.0,0.00189,9.162
1000.0,1.5,0.85,3e-06,255000000.0,0.000999,7.876
1000.0,1.5,0.85,3.5e-06,259000000.0,0.00113,8.845
1000.0,1.5,0.85,4e-06,262000000.0,0.00125,9.636
1000.0,1.5,0.85,4.5e-06,266000000.0,0.00136,10.28
1000.0,1.5,0.85,5e-06,270000000.0,0.00147,10.8
1000.0,1.5,0.85,5.5e-06,275000000.0,0.00157,11.18
1000.0,1.5,0.85,6e-06,281000000.0,0.00166,11.39
1000.0,1.5,0.85,6.5e-06,292000000.0,0.00175,11.29
1000.0,1.5,0.85,7e-06,313000000.0,0.00183,10.65
1000.0,1.5,0.85,8e-06,443000000.0,0.00194,6.902
1000.0,1.5,0.85,8.5e-06,580000000.0,0.00197,4.497
1000.0,1.5,0.85,9e-06,748000000.0,0.002,2.351
1000.0,1.5,0.85,9.5e-06,889000000.0,0.00202,0.542
1000.0,1.5,0.9,3e-06,257000000.0,0.00119,7.885
1000.0,1.5,0.9,3.5e-06,261000000.0,0.00134,8.787
1000.0,1.5,0.9,4e-06,266000000.0,0.00148,9.453
1000.0,1.5,0.9,4.5e-06,273000000.0,0.00161,9.831
1000.0,1.5,0.9,5e-06,286000000.0,0.00172,9.693
1000.0,1.5,0.9,5.5e-06,319000000.0,0.00182,8.466
1000.0,1.5,0.9,6e-06,401000000.0,0.00189,5.803
1000.0,1.5,0.9,6.5e-06,549000000.0,0.00194,2.754
1000.0,1.5,0.9,7e-06,740000000.0,0.00198,0.173
1000.0,1.6,0.8,7.5e-06,282000000.0,0.00176,12.93
1000.0,1.6,0.8,3e-06,254000000.0,0.0009,7.789
1000.0,1.6,0.8,3.5e-06,257000000.0,0.00102,8.794
1000.0,1.6,0.8,4e-06,260000000.0,0.00113,9.628
1000.0,1.6,0.8,4.5e-06,263000000.0,0.00123,10.33
1000.0,1.6,0.8,5e-06,266000000.0,0.00133,10.94
