C,Itail,R,WLO,WRF,DCPowerConsumption,ConversionGain,NoiseFigure,VoltageSwing
7e-12,0.008,700.0,2e-05,2.4e-05,0.0102,-1.047,22.84,0.00749
7e-12,0.008,900.0,1.5e-05,2e-05,0.00941,-0.659,22.03,0.00628
7e-12,0.008,900.0,1.5e-05,1e-05,0.00956,-2.128,19.63,0.00463
7e-12,0.008,900.0,1.5e-05,1.2e-05,0.00953,-1.331,20.23,0.0049
7e-12,0.008,900.0,1.5e-05,1.4e-05,0.0095,-0.853,20.76,0.00541
7e-12,0.008,900.0,1.5e-05,1.6e-05,0.00947,-0.618,21.23,0.00577
7e-12,0.008,900.0,1.5e-05,1.8e-05,0.00944,-0.567,21.65,0.00602
7e-12,0.008,900.0,1.5e-05,2.2e-05,0.00939,-0.862,22.37,0.00653
7e-12,0.008,900.0,1.5e-05,2.4e-05,0.00936,-1.148,22.67,0.00674
7e-12,0.008,900.0,1.5e-05,2.6e-05,0.00934,-1.498,22.93,0.00691
7e-12,0.008,900.0,1e-05,2e-05,0.00939,-0.922,22.56,0.0056
7e-12,0.008,900.0,1e-05,1e-05,0.00954,-2.239,19.89,0.00413
7e-12,0.008,900.0,1e-05,1.2e-05,0.00951,-1.495,20.55,0.00446
7e-12,0.008,900.0,1e-05,1.4e-05,0.00948,-1.045,21.14,0.00497
7e-12,0.008,900.0,1e-05,1.6e-05,0.00945,-0.827,21.66,0.00505
7e-12,0.008,900.0,1e-05,1.8e-05,0.00942,-0.799,22.13,0.00543
7e-12,0.008,900.0,1e-05,2.2e-05,0.00936,-1.166,22.94,0.00581
7e-12,0.008,900.0,1.1e-05,2e-05,0.0094,-0.743,22.36,0.00576
7e-12,0.008,900.0,1.1e-05,1e-05,0.00955,-2.268,19.78,0.00416
7e-12,0.008,900.0,1.1e-05,1.2e-05,0.00951,-1.451,20.42,0.00462
7e-12,0.008,900.0,1.1e-05,1.4e-05,0.00948,-0.948,20.99,0.005
7e-12,0.008,900.0,1.1e-05,1.6e-05,0.00945,-0.695,21.49,0.00527
7e-12,0.008,900.0,1.1e-05,1.8e-05,0.00942,-0.64,21.95,0.00551
7e-12,0.008,900.0,1.1e-05,2.2e-05,0.00937,-0.971,22.73,0.00595
7e-12,0.008,900.0,1.2e-05,2e-05,0.0094,-0.619,22.22,0.00582
7e-12,0.008,900.0,1.2e-05,1e-05,0.00955,-2.208,19.71,0.00411
7e-12,0.008,900.0,1.2e-05,1.2e-05,0.00952,-1.361,20.33,0.00463
7e-12,0.008,900.0,1.2e-05,1.4e-05,0.00949,-0.842,20.88,0.00514
7e-12,0.008,900.0,1.2e-05,1.6e-05,0.00946,-0.58,21.37,0.00532
7e-12,0.008,900.0,1.2e-05,1.8e-05,0.00943,-0.52,21.82,0.00573
7e-12,0.008,900.0,1.2e-05,2.2e-05,0.00938,-0.84,22.59,0.00608
7e-12,0.008,900.0,1.2e-05,2.4e-05,0.00935,-1.157,22.91,0.00632
7e-12,0.008,900.0,1.3e-05,2e-05,0.00941,-0.562,22.13,0.00607
7e-12,0.008,900.0,1.3e-05,1e-05,0.00956,-2.132,19.65,0.00436
7e-12,0.008,900.0,1.3e-05,1.2e-05,0.00952,-1.286,20.26,0.00479
7e-12,0.008,900.0,1.3e-05,1.4e-05,0.00949,-0.774,20.81,0.00518
7e-12,0.008,900.0,1.3e-05,1.6e-05,0.00946,-0.518,21.3,0.00537
7e-12,0.008,900.0,1.3e-05,1.8e-05,0.00944,-0.462,21.74,0.00582
7e-12,0.008,900.0,1.3e-05,2.2e-05,0.00938,-0.782,22.49,0.00632
7e-12,0.008,900.0,1.3e-05,2.4e-05,0.00936,-1.096,22.81,0.00652
7e-12,0.008,900.0,1.4e-05,2e-05,0.00941,-0.582,22.07,0.00639
7e-12,0.008,900.0,1.4e-05,1e-05,0.00956,-2.092,19.62,0.00461
7e-12,0.008,900.0,1.4e-05,1.2e-05,0.00953,-1.267,20.22,0.00501
7e-12,0.008,900.0,1.4e-05,1.4e-05,0.0095,-0.772,20.76,0.00526
7e-12,0.008,900.0,1.4e-05,1.6e-05,0.00947,-0.529,21.24,0.00571
7e-12,0.008,900.0,1.4e-05,1.8e-05,0.00944,-0.48,21.68,0.00599
7e-12,0.008,900.0,1.4e-05,2.2e-05,0.00938,-0.801,22.42,0.00658
7e-12,0.008,900.0,1.4e-05,2.4e-05,0.00936,-1.11,22.74,0.00662
7e-12,0.008,900.0,1.6e-05,2e-05,0.00941,-0.72,22.01,0.00645
7e-12,0.008,900.0,1.6e-05,1e-05,0.00956,-2.248,19.69,0.00465
7e-12,0.008,900.0,1.6e-05,1.2e-05,0.00953,-1.466,20.28,0.00514
7e-12,0.008,900.0,1.6e-05,1.4e-05,0.0095,-0.988,20.79,0.00558
7e-12,0.008,900.0,1.6e-05,1.6e-05,0.00947,-0.737,21.25,0.00595
7e-12,0.008,900.0,1.6e-05,1.8e-05,0.00944,-0.661,21.65,0.00628
7e-12,0.008,900.0,1.6e-05,2.2e-05,0.00939,-0.884,22.33,0.00667
7e-12,0.008,900.0,1.6e-05,2.4e-05,0.00936,-1.132,22.61,0.0069
7e-12,0.008,900.0,1.6e-05,2.6e-05,0.00934,-1.45,22.86,0.00707
7e-12,0.008,900.0,1.7e-05,2e-05,0.00941,-0.707,21.99,0.00666
7e-12,0.008,900.0,1.7e-05,1e-05,0.00956,-2.406,19.76,0.00474
7e-12,0.008,900.0,1.7e-05,1.2e-05,0.00953,-1.611,20.33,0.00544
7e-12,0.008,900.0,1.7e-05,1.4e-05,0.0095,-1.105,20.83,0.00573
7e-12,0.008,900.0,1.7e-05,1.6e-05,0.00947,-0.814,21.27,0.00607
7e-12,0.008,900.0,1.7e-05,1.8e-05,0.00944,-0.691,21.65,0.00638
7e-12,0.008,900.0,1.7e-05,2.2e-05,0.00939,-0.837,22.3,0.00669
7e-12,0.008,900.0,1.7e-05,2.4e-05,0.00936,-1.064,22.57,0.00694
7e-12,0.008,900.0,1.7e-05,2.6e-05,0.00934,-1.367,22.81,0.00724
7e-12,0.008,900.0,1.8e-05,2e-05,0.00942,-0.651,21.98,0.00669
7e-12,0.008,900.0,1.8e-05,1e-05,0.00957,-2.545,19.82,0.00502
7e-12,0.008,900.0,1.8e-05,1.2e-05,0.00954,-1.711,20.38,0.00527
7e-12,0.008,900.0,1.8e-05,1.4e-05,0.00951,-1.155,20.86,0.00579
7e-12,0.008,900.0,1.8e-05,1.6e-05,0.00947,-0.814,21.28,0.00609
7e-12,0.008,900.0,1.8e-05,1.8e-05,0.00944,-0.656,21.65,0.0066
7e-12,0.008,900.0,1.8e-05,2.2e-05,0.00939,-0.772,22.28,0.0069
7e-12,0.008,900.0,1.8e-05,2.4e-05,0.00936,-0.994,22.55,0.00709
7e-12,0.008,900.0,1.8e-05,2.6e-05,0.00933,-1.295,22.79,0.00728
7e-12,0.008,900.0,1.9e-05,2e-05,0.00942,-0.602,21.98,0.00677
7e-12,0.008,900.0,1.9e-05,1e-05,0.00957,-2.63,19.85,0.00501
7e-12,0.008,900.0,1.9e-05,1.2e-05,0.00954,-1.741,20.4,0.00557
7e-12,0.008,900.0,1.9e-05,1.4e-05,0.00951,-1.139,20.87,0.00569
7e-12,0.008,900.0,1.9e-05,1.6e-05,0.00948,-0.776,21.29,0.00619
7e-12,0.008,900.0,1.9e-05,1.8e-05,0.00945,-0.609,21.65,0.00655
7e-12,0.008,900.0,1.9e-05,2.2e-05,0.00939,-0.723,22.28,0.00698
7e-12,0.008,900.0,1.9e-05,2.4e-05,0.00936,-0.946,22.54,0.0072
7e-12,0.008,900.0,1.9e-05,2.6e-05,0.00933,-1.25,22.78,0.00735
7e-12,0.008,900.0,1.9e-05,2.8e-05,0.00931,-1.616,22.99,0.0076
7e-12,0.008,900.0,2e-05,2e-05,0.00942,-0.576,21.99,0.00691
7e-12,0.008,900.0,2e-05,1e-05,0.00957,-2.653,19.87,0.00499
7e-12,0.008,900.0,2e-05,1.2e-05,0.00954,-1.726,20.41,0.00544
7e-12,0.008,900.0,2e-05,1.4e-05,0.00951,-1.11,20.88,0.00616
7e-12,0.008,900.0,2e-05,1.6e-05,0.00948,-0.744,21.29,0.00622
7e-12,0.008,900.0,2e-05,1.8e-05,0.00945,-0.58,21.66,0.00665
7e-12,0.008,900.0,2e-05,2.2e-05,0.00939,-0.702,22.29,0.0072
7e-12,0.008,900.0,2e-05,2.4e-05,0.00936,-0.93,22.55,0.00754
7e-12,0.008,900.0,2e-05,2.6e-05,0.00933,-1.238,22.79,0.00748
7e-12,0.008,1100.0,1.5e-05,2e-05,0.00885,-0.642,21.86,0.0062
7e-12,0.008,1100.0,1.5e-05,1e-05,0.00905,-2.07,19.39,0.00465
7e-12,0.008,1100.0,1.5e-05,1.2e-05,0.009,-1.295,20.01,0.00503
7e-12,0.008,1100.0,1.5e-05,1.4e-05,0.00896,-0.832,20.55,0.00539
7e-12,0.008,1100.0,1.5e-05,1.6e-05,0.00892,-0.603,21.04,0.00584
7e-12,0.008,1100.0,1.5e-05,1.8e-05,0.00888,-0.553,21.47,0.00591
7e-12,0.008,1100.0,1.5e-05,2.2e-05,0.00882,-0.838,22.2,0.00643
7e-12,0.008,1100.0,1.5e-05,2.4e-05,0.00879,-1.116,22.5,0.00667
7e-12,0.008,1100.0,1.5e-05,2.6e-05,0.00876,-1.458,22.78,0.00685
7e-12,0.008,1100.0,1e-05,2e-05,0.00885,-0.831,22.34,0.00556
7e-12,0.008,1100.0,1e-05,1e-05,0.00904,-2.163,19.63,0.00405
7e-12,0.008,1100.0,1e-05,1.2e-05,0.009,-1.404,20.31,0.00436
7e-12,0.008,1100.0,1e-05,1.4e-05,0.00896,-0.945,20.9,0.00487
7e-12,0.008,1100.0,1e-05,1.6e-05,0.00892,-0.726,21.43,0.00506
7e-12,0.008,1100.0,1e-05,1.8e-05,0.00889,-0.701,21.91,0.00534
7e-12,0.008,1100.0,1e-05,2.2e-05,0.00882,-1.084,22.73,0.00578
7e-12,0.008,1100.0,1.1e-05,2e-05,0.00885,-0.652,22.15,0.00568
7e-12,0.008,1100.0,1.1e-05,1e-05,0.00904,-2.15,19.52,0.00421
7e-12,0.008,1100.0,1.1e-05,1.2e-05,0.009,-1.329,20.17,0.0046
7e-12,0.008,1100.0,1.1e-05,1.4e-05,0.00896,-0.83,20.75,0.00492
7e-12,0.008,1100.0,1.1e-05,1.6e-05,0.00892,-0.584,21.26,0.00511
7e-12,0.008,1100.0,1.1e-05,1.8e-05,0.00889,-0.539,21.73,0.00545
7e-12,0.008,1100.0,1.1e-05,2.2e-05,0.00882,-0.89,22.53,0.0059
7e-12,0.008,1100.0,1.1e-05,2.4e-05,0.0088,-1.223,22.87,0.00617
7e-12,0.008,1100.0,1.2e-05,2e-05,0.00885,-0.541,22.02,0.00586
7e-12,0.008,1100.0,1.2e-05,1e-05,0.00904,-2.071,19.45,0.00441
7e-12,0.008,1100.0,1.2e-05,1.2e-05,0.009,-1.233,20.08,0.00465
7e-12,0.008,1100.0,1.2e-05,1.4e-05,0.00896,-0.727,20.65,0.005
7e-12,0.008,1100.0,1.2e-05,1.6e-05,0.00892,-0.478,21.15,0.00533
7e-12,0.008,1100.0,1.2e-05,1.8e-05,0.00889,-0.431,21.61,0.00562
7e-12,0.008,1100.0,1.2e-05,2.2e-05,0.00882,-0.773,22.4,0.00611
7e-12,0.008,1100.0,1.2e-05,2.4e-05,0.0088,-1.099,22.73,0.00626
7e-12,0.008,1100.0,1.3e-05,2e-05,0.00885,-0.509,21.95,0.00597
7e-12,0.008,1100.0,1.3e-05,1e-05,0.00904,-2.001,19.39,0.00436
7e-12,0.008,1100.0,1.3e-05,1.2e-05,0.009,-1.174,20.02,0.0047
7e-12,0.008,1100.0,1.3e-05,1.4e-05,0.00896,-0.679,20.59,0.00523
7e-12,0.008,1100.0,1.3e-05,1.6e-05,0.00892,-0.439,21.09,0.00548
7e-12,0.008,1100.0,1.3e-05,1.8e-05,0.00889,-0.397,21.54,0.0057
7e-12,0.008,1100.0,1.3e-05,2.2e-05,0.00882,-0.74,22.32,0.00622
7e-12,0.008,1100.0,1.3e-05,2.4e-05,0.00879,-1.063,22.65,0.00646
7e-12,0.008,1100.0,1.3e-05,2.6e-05,0.00877,-1.455,22.94,0.0066
7e-12,0.008,1100.0,1.4e-05,2e-05,0.00885,-0.561,21.9,0.00615
7e-12,0.008,1100.0,1.4e-05,1e-05,0.00905,-1.989,19.37,0.00443
7e-12,0.008,1100.0,1.4e-05,1.2e-05,0.009,-1.188,20.0,0.00498
7e-12,0.008,1100.0,1.4e-05,1.4e-05,0.00896,-0.714,20.55,0.00529
7e-12,0.008,1100.0,1.4e-05,1.6e-05,0.00892,-0.487,21.05,0.00568
7e-12,0.008,1100.0,1.4e-05,1.8e-05,0.00889,-0.45,21.5,0.00587
7e-12,0.008,1100.0,1.4e-05,2.2e-05,0.00882,-0.786,22.26,0.00644
7e-12,0.008,1100.0,1.4e-05,2.4e-05,0.00879,-1.097,22.59,0.00656
7e-12,0.008,1100.0,1.4e-05,2.6e-05,0.00876,-1.474,22.87,0.00679
7e-12,0.008,1100.0,1.6e-05,2e-05,0.00885,-0.666,21.82,0.00628
7e-12,0.008,1100.0,1.6e-05,1e-05,0.00905,-2.226,19.45,0.00453
7e-12,0.008,1100.0,1.6e-05,1.2e-05,0.009,-1.451,20.05,0.00513
7e-12,0.008,1100.0,1.6e-05,1.4e-05,0.00896,-0.971,20.58,0.00543
7e-12,0.008,1100.0,1.6e-05,1.6e-05,0.00892,-0.712,21.05,0.00586
7e-12,0.008,1100.0,1.6e-05,1.8e-05,0.00888,-0.623,21.46,0.00612
7e-12,0.008,1100.0,1.6e-05,2.2e-05,0.00881,-0.818,22.14,0.00648
7e-12,0.008,1100.0,1.6e-05,2.4e-05,0.00878,-1.059,22.43,0.00674
7e-12,0.008,1100.0,1.6e-05,2.6e-05,0.00875,-1.374,22.68,0.00698
7e-12,0.008,1100.0,1.6e-05,2.8e-05,0.00872,-1.747,22.91,0.00704
7e-12,0.008,1100.0,1.7e-05,2e-05,0.00884,-0.615,21.79,0.00648
7e-12,0.008,1100.0,1.7e-05,1e-05,0.00905,-2.387,19.51,0.00504
7e-12,0.008,1100.0,1.7e-05,1.2e-05,0.009,-1.582,20.1,0.00534
7e-12,0.008,1100.0,1.7e-05,1.4e-05,0.00896,-1.058,20.61,0.00557
7e-12,0.008,1100.0,1.7e-05,1.6e-05,0.00892,-0.746,21.05,0.00611
7e-12,0.008,1100.0,1.7e-05,1.8e-05,0.00888,-0.607,21.44,0.00618
7e-12,0.008,1100.0,1.7e-05,2.2e-05,0.00881,-0.745,22.1,0.00672
7e-12,0.008,1100.0,1.7e-05,2.4e-05,0.00878,-0.973,22.38,0.00691
7e-12,0.008,1100.0,1.7e-05,2.6e-05,0.00875,-1.28,22.63,0.00707
7e-12,0.008,1100.0,1.7e-05,2.8e-05,0.00872,-1.648,22.86,0.00719
7e-12,0.008,1100.0,1.8e-05,2e-05,0.00884,-0.55,21.78,0.00659
7e-12,0.008,1100.0,1.8e-05,1e-05,0.00905,-2.502,19.57,0.00502
7e-12,0.008,1100.0,1.8e-05,1.2e-05,0.009,-1.643,20.14,0.00541
7e-12,0.008,1100.0,1.8e-05,1.4e-05,0.00896,-1.062,20.62,0.00569
7e-12,0.008,1100.0,1.8e-05,1.6e-05,0.00892,-0.71,21.05,0.00598
7e-12,0.008,1100.0,1.8e-05,1.8e-05,0.00888,-0.551,21.43,0.0064
7e-12,0.008,1100.0,1.8e-05,2.2e-05,0.0088,-0.676,22.08,0.00673
7e-12,0.008,1100.0,1.8e-05,2.4e-05,0.00877,-0.904,22.36,0.00701
7e-12,0.008,1100.0,1.8e-05,2.6e-05,0.00874,-1.212,22.61,0.00717
7e-12,0.008,1100.0,1.8e-05,2.8e-05,0.00871,-1.582,22.83,0.00734
7e-12,0.008,1100.0,1.9e-05,2e-05,0.00884,-0.505,21.78,0.00672
7e-12,0.008,1100.0,1.9e-05,1e-05,0.00905,-2.545,19.6,0.00517
7e-12,0.008,1100.0,1.9e-05,1.2e-05,0.009,-1.633,20.15,0.00549
7e-12,0.008,1100.0,1.9e-05,1.4e-05,0.00896,-1.024,20.63,0.00602
7e-12,0.008,1100.0,1.9e-05,1.6e-05,0.00892,-0.664,21.06,0.00601
7e-12,0.008,1100.0,1.9e-05,1.8e-05,0.00888,-0.504,21.44,0.00643
7e-12,0.008,1100.0,1.9e-05,2.2e-05,0.0088,-0.636,22.09,0.00697
7e-12,0.008,1100.0,1.9e-05,2.4e-05,0.00877,-0.869,22.37,0.00716
7e-12,0.008,1100.0,1.9e-05,2.6e-05,0.00873,-1.182,22.61,0.00735
7e-12,0.008,1100.0,1.9e-05,2.8e-05,0.0087,-1.557,22.84,0.00759
7e-12,0.008,1100.0,2e-05,2e-05,0.00883,-0.494,21.8,0.00682
7e-12,0.008,1100.0,2e-05,1e-05,0.00905,-2.534,19.61,0.00485
7e-12,0.008,1100.0,2e-05,1.2e-05,0.009,-1.603,20.16,0.0056
7e-12,0.008,1100.0,2e-05,1.4e-05,0.00896,-0.994,20.64,0.00604
7e-12,0.008,1100.0,2e-05,1.6e-05,0.00892,-0.638,21.07,0.00633
7e-12,0.008,1100.0,2e-05,1.8e-05,0.00887,-0.485,21.45,0.00653
7e-12,0.008,1100.0,2e-05,2.2e-05,0.0088,-0.632,22.11,0.00686
7e-12,0.008,1100.0,2e-05,2.4e-05,0.00876,-0.872,22.39,0.00717
7e-12,0.008,1100.0,2e-05,2.6e-05,0.00873,-1.192,22.64,0.00746
7e-12,0.008,1100.0,2e-05,2.8e-05,0.0087,-1.573,22.86,0.0076
7e-12,0.008,1300.0,1.5e-05,2e-05,0.00843,-0.625,21.74,0.00614
7e-12,0.008,1300.0,1.5e-05,1e-05,0.00867,-2.045,19.23,0.00464
7e-12,0.008,1300.0,1.5e-05,1.2e-05,0.00861,-1.282,19.86,0.00518
7e-12,0.008,1300.0,1.5e-05,1.4e-05,0.00856,-0.825,20.42,0.00538
7e-12,0.008,1300.0,1.5e-05,1.6e-05,0.00852,-0.596,20.91,0.00569
7e-12,0.008,1300.0,1.5e-05,1.8e-05,0.00847,-0.543,21.35,0.00591
7e-12,0.008,1300.0,1.5e-05,2.2e-05,0.0084,-0.814,22.08,0.00638
7e-12,0.008,1300.0,1.5e-05,2.4e-05,0.00836,-1.085,22.39,0.00663
7e-12,0.008,1300.0,1.5e-05,2.6e-05,0.00833,-1.423,22.67,0.00673
7e-12,0.008,1300.0,1.5e-05,2.8e-05,0.0083,-1.815,22.91,0.00694
7e-12,0.008,1300.0,1e-05,2e-05,0.00846,-0.77,22.2,0.00549
7e-12,0.008,1300.0,1e-05,1e-05,0.00867,-2.101,19.45,0.00393
7e-12,0.008,1300.0,1e-05,1.2e-05,0.00862,-1.333,20.13,0.00432
7e-12,0.008,1300.0,1e-05,1.4e-05,0.00857,-0.871,20.74,0.00468
7e-12,0.008,1300.0,1e-05,1.6e-05,0.00853,-0.654,21.28,0.00498
7e-12,0.008,1300.0,1e-05,1.8e-05,0.00849,-0.634,21.76,0.00529
7e-12,0.008,1300.0,1e-05,2.2e-05,0.00843,-1.031,22.59,0.00579
7e-12,0.008,1300.0,1e-05,2.4e-05,0.0084,-1.391,22.95,0.00589
7e-12,0.008,1300.0,1.1e-05,2e-05,0.00846,-0.593,22.01,0.00567
7e-12,0.008,1300.0,1.1e-05,1e-05,0.00867,-2.061,19.34,0.00401
7e-12,0.008,1300.0,1.1e-05,1.2e-05,0.00862,-1.241,20.0,0.00448
7e-12,0.008,1300.0,1.1e-05,1.4e-05,0.00857,-0.747,20.58,0.00489
7e-12,0.008,1300.0,1.1e-05,1.6e-05,0.00853,-0.508,21.11,0.00522
7e-12,0.008,1300.0,1.1e-05,1.8e-05,0.00849,-0.471,21.58,0.00541
7e-12,0.008,1300.0,1.1e-05,2.2e-05,0.00842,-0.839,22.39,0.00583
7e-12,0.008,1300.0,1.1e-05,2.4e-05,0.00839,-1.181,22.74,0.00604
7e-12,0.008,1300.0,1.2e-05,2e-05,0.00845,-0.493,21.89,0.00583
7e-12,0.008,1300.0,1.2e-05,1e-05,0.00867,-1.974,19.27,0.00432
7e-12,0.008,1300.0,1.2e-05,1.2e-05,0.00862,-1.146,19.91,0.00471
7e-12,0.008,1300.0,1.2e-05,1.4e-05,0.00857,-0.651,20.49,0.00501
7e-12,0.008,1300.0,1.2e-05,1.6e-05,0.00853,-0.412,21.0,0.00526
7e-12,0.008,1300.0,1.2e-05,1.8e-05,0.00849,-0.375,21.47,0.00555
7e-12,0.008,1300.0,1.2e-05,2.2e-05,0.00842,-0.734,22.27,0.00599
7e-12,0.008,1300.0,1.2e-05,2.4e-05,0.00839,-1.067,22.61,0.0062
7e-12,0.008,1300.0,1.2e-05,2.6e-05,0.00836,-1.473,22.92,0.00641
7e-12,0.008,1300.0,1.3e-05,2e-05,0.00845,-0.483,21.83,0.00608
7e-12,0.008,1300.0,1.3e-05,1e-05,0.00867,-1.915,19.22,0.00429
7e-12,0.008,1300.0,1.3e-05,1.2e-05,0.00862,-1.103,19.86,0.00475
7e-12,0.008,1300.0,1.3e-05,1.4e-05,0.00857,-0.622,20.43,0.00513
7e-12,0.008,1300.0,1.3e-05,1.6e-05,0.00852,-0.394,20.95,0.0054
7e-12,0.008,1300.0,1.3e-05,1.8e-05,0.00848,-0.362,21.41,0.00559
7e-12,0.008,1300.0,1.3e-05,2.2e-05,0.00841,-0.721,22.2,0.00615
7e-12,0.008,1300.0,1.3e-05,2.4e-05,0.00838,-1.05,22.54,0.00637
7e-12,0.008,1300.0,1.3e-05,2.6e-05,0.00835,-1.447,22.84,0.00666
7e-12,0.008,1300.0,1.4e-05,2e-05,0.00844,-0.554,21.79,0.0061
7e-12,0.008,1300.0,1.4e-05,1e-05,0.00867,-1.929,19.2,0.00452
7e-12,0.008,1300.0,1.4e-05,1.2e-05,0.00862,-1.148,19.84,0.00496
7e-12,0.008,1300.0,1.4e-05,1.4e-05,0.00857,-0.687,20.41,0.00527
7e-12,0.008,1300.0,1.4e-05,1.6e-05,0.00852,-0.47,20.92,0.0055
7e-12,0.008,1300.0,1.4e-05,1.8e-05,0.00848,-0.44,21.38,0.00582
7e-12,0.008,1300.0,1.4e-05,2.2e-05,0.0084,-0.78,22.15,0.00628
7e-12,0.008,1300.0,1.4e-05,2.4e-05,0.00837,-1.091,22.48,0.0065
7e-12,0.008,1300.0,1.4e-05,2.6e-05,0.00834,-1.467,22.77,0.00665
7e-12,0.008,1300.0,1.6e-05,2e-05,0.00843,-0.616,21.69,0.00621
7e-12,0.008,1300.0,1.6e-05,1e-05,0.00867,-2.216,19.29,0.00468
7e-12,0.008,1300.0,1.6e-05,1.2e-05,0.00861,-1.441,19.9,0.00508
7e-12,0.008,1300.0,1.6e-05,1.4e-05,0.00856,-0.955,20.44,0.00532
7e-12,0.008,1300.0,1.6e-05,1.6e-05,0.00851,-0.685,20.91,0.00576
7e-12,0.008,1300.0,1.6e-05,1.8e-05,0.00847,-0.582,21.32,0.00601
7e-12,0.008,1300.0,1.6e-05,2.2e-05,0.00839,-0.762,22.01,0.00661
7e-12,0.008,1300.0,1.6e-05,2.4e-05,0.00836,-1.002,22.3,0.00662
7e-12,0.008,1300.0,1.6e-05,2.6e-05,0.00832,-1.318,22.57,0.00686
7e-12,0.008,1300.0,1.6e-05,2.8e-05,0.00829,-1.694,22.8,0.0071
7e-12,0.008,1300.0,1.7e-05,2e-05,0.00842,-0.545,21.65,0.00625
7e-12,0.008,1300.0,1.7e-05,1e-05,0.00867,-2.369,19.35,0.00479
7e-12,0.008,1300.0,1.7e-05,1.2e-05,0.00861,-1.551,19.94,0.00509
7e-12,0.008,1300.0,1.7e-05,1.4e-05,0.00856,-1.011,20.46,0.00557
7e-12,0.008,1300.0,1.7e-05,1.6e-05,0.00851,-0.684,20.9,0.00571
7e-12,0.008,1300.0,1.7e-05,1.8e-05,0.00847,-0.538,21.3,0.00607
7e-12,0.008,1300.0,1.7e-05,2.2e-05,0.00838,-0.677,21.97,0.00658
7e-12,0.008,1300.0,1.7e-05,2.4e-05,0.00835,-0.909,22.25,0.0068
7e-12,0.008,1300.0,1.7e-05,2.6e-05,0.00831,-1.221,22.51,0.00708
7e-12,0.008,1300.0,1.7e-05,2.8e-05,0.00828,-1.594,22.74,0.00731
7e-12,0.008,1300.0,1.7e-05,3e-05,0.00825,-2.015,22.95,0.00747
7e-12,0.008,1300.0,1.8e-05,2e-05,0.00842,-0.479,21.64,0.00655
7e-12,0.008,1300.0,1.8e-05,1e-05,0.00867,-2.457,19.4,0.00498
7e-12,0.008,1300.0,1.8e-05,1.2e-05,0.00861,-1.578,19.97,0.00522
7e-12,0.008,1300.0,1.8e-05,1.4e-05,0.00856,-0.985,20.46,0.00564
7e-12,0.008,1300.0,1.8e-05,1.6e-05,0.00851,-0.631,20.9,0.00581
7e-12,0.008,1300.0,1.8e-05,1.8e-05,0.00846,-0.475,21.29,0.00609
7e-12,0.008,1300.0,1.8e-05,2.2e-05,0.00838,-0.611,21.95,0.00669
7e-12,0.008,1300.0,1.8e-05,2.4e-05,0.00834,-0.845,22.24,0.00689
7e-12,0.008,1300.0,1.8e-05,2.6e-05,0.00831,-1.16,22.49,0.00716
7e-12,0.008,1300.0,1.8e-05,2.8e-05,0.00827,-1.537,22.72,0.00736
7e-12,0.008,1300.0,1.8e-05,3e-05,0.00824,-1.961,22.93,0.00753
7e-12,0.008,1300.0,1.9e-05,2e-05,0.00841,-0.443,21.64,0.00648
7e-12,0.008,1300.0,1.9e-05,1e-05,0.00867,-2.469,19.42,0.00517
7e-12,0.008,1300.0,1.9e-05,1.2e-05,0.00861,-1.547,19.98,0.00527
7e-12,0.008,1300.0,1.9e-05,1.4e-05,0.00856,-0.941,20.47,0.00572
7e-12,0.008,1300.0,1.9e-05,1.6e-05,0.00851,-0.586,20.9,0.00604
7e-12,0.008,1300.0,1.9e-05,1.8e-05,0.00846,-0.433,21.29,0.0063
7e-12,0.008,1300.0,1.9e-05,2.2e-05,0.00837,-0.582,21.96,0.00677
7e-12,0.008,1300.0,1.9e-05,2.4e-05,0.00833,-0.823,22.25,0.00697
7e-12,0.008,1300.0,1.9e-05,2.6e-05,0.0083,-1.144,22.5,0.00726
7e-12,0.008,1300.0,1.9e-05,2.8e-05,0.00826,-1.527,22.74,0.00735
7e-12,0.008,1300.0,1.9e-05,3e-05,0.00823,-1.957,22.94,0.00757
7e-12,0.008,1300.0,2e-05,2e-05,0.00841,-0.446,21.67,0.00675
7e-12,0.008,1300.0,2e-05,1e-05,0.00867,-2.444,19.43,0.00502
7e-12,0.008,1300.0,2e-05,1.2e-05,0.00861,-1.516,19.99,0.00535
7e-12,0.008,1300.0,2e-05,1.4e-05,0.00855,-0.915,20.48,0.00589
7e-12,0.008,1300.0,2e-05,1.6e-05,0.0085,-0.569,20.92,0.0061
7e-12,0.008,1300.0,2e-05,1.8e-05,0.00845,-0.426,21.31,0.00637
7e-12,0.008,1300.0,2e-05,2.2e-05,0.00837,-0.595,21.99,0.00705
7e-12,0.008,1300.0,2e-05,2.4e-05,0.00833,-0.845,22.28,0.00715
7e-12,0.008,1300.0,2e-05,2.6e-05,0.00829,-1.174,22.54,0.00728
7e-12,0.008,1300.0,2e-05,2.8e-05,0.00825,-1.563,22.77,0.00762
7e-12,0.008,1300.0,2e-05,3e-05,0.00822,-1.997,22.98,0.00788
7e-12,0.008,1700.0,1.5e-05,2e-05,0.00787,-0.591,21.58,0.00605
7e-12,0.008,1700.0,1.5e-05,1e-05,0.00815,-2.028,19.03,0.00469
7e-12,0.008,1700.0,1.5e-05,1.2e-05,0.00808,-1.273,19.68,0.0049
