C,R,WN,ConversionGain,NoiseFigure,VoltageSwing
1.9e-11,16000.0,8e-06,-11.06,8.39,0.00179
1.9e-11,16000.0,8.5e-06,-11.02,8.41,0.00185
1.9e-11,16000.0,9e-06,-10.98,8.432,0.00192
1.9e-11,16000.0,9.5e-06,-10.95,8.444,0.00198
1.9e-11,16000.0,1.05e-05,-10.69,8.378,0.0021
1.9e-11,16000.0,1.1e-05,-10.48,8.282,0.00216
1.9e-11,16000.0,1.15e-05,-10.31,8.149,0.00222
1.9e-11,16000.0,1.2e-05,-10.15,8.001,0.00228
1.9e-11,16000.0,1.25e-05,-10.04,7.882,0.00233
1.9e-11,16000.0,1.3e-05,-10.01,7.854,0.00239
1.9e-11,16000.0,1.35e-05,-10.01,7.854,0.00244
1.9e-11,16000.0,1.4e-05,-9.99,7.843,0.00249
1.9e-11,16000.0,1.45e-05,-9.94,7.806,0.00254
1.9e-11,16000.0,1.5e-05,-9.87,7.743,0.00258
1.9e-11,16000.0,1.55e-05,-9.79,7.657,0.00263
1.9e-11,16000.0,1.6e-05,-9.67,7.564,0.00267
1.9e-11,16000.0,1.65e-05,-9.52,7.464,0.00271
1.9e-11,16000.0,1.7e-05,-9.31,7.351,0.00276
1.9e-11,16000.0,1.75e-05,-9.08,7.209,0.0028
1.9e-11,16000.0,1.8e-05,-8.91,7.086,0.00283
1.9e-11,16000.0,1.85e-05,-8.79,6.95,0.00287
1.9e-11,16000.0,1.9e-05,-8.69,6.817,0.00291
1.9e-11,16000.0,1.95e-05,-8.6,6.706,0.00294
1.9e-11,16000.0,2e-05,-8.51,6.613,0.00297
1.9e-11,16000.0,2.05e-05,-8.42,6.53,0.00301
1.9e-11,16000.0,2.1e-05,-8.33,6.453,0.00303
1.9e-11,16000.0,2.15e-05,-8.24,6.379,0.00306
1.9e-11,16000.0,2.2e-05,-8.16,6.307,0.00309
1.9e-11,16000.0,2.25e-05,-8.07,6.239,0.00311
1.9e-11,16000.0,2.3e-05,-7.99,6.174,0.00313
1.9e-11,16000.0,2.35e-05,-7.9,6.113,0.00315
1.9e-11,16000.0,2.4e-05,-7.82,6.057,0.00317
1.9e-11,16000.0,2.45e-05,-7.74,5.992,0.00319
1.9e-11,16000.0,2.5e-05,-7.67,5.947,0.0032
1.9e-11,16000.0,2.55e-05,-7.59,5.909,0.00321
1.9e-11,16000.0,2.6e-05,-7.52,5.878,0.00322
1.9e-11,16000.0,2.65e-05,-7.45,5.853,0.00323
1.9e-11,16000.0,2.7e-05,-7.39,5.837,0.00324
1.9e-11,16000.0,2.75e-05,-7.33,5.83,0.00324
1.9e-11,16000.0,2.8e-05,-7.27,5.832,0.00324
1.9e-11,16000.0,2.85e-05,-7.23,5.841,0.00324
1.9e-11,16000.0,2.9e-05,-7.2,5.852,0.00324
1.9e-11,16000.0,2.95e-05,-7.17,5.865,0.00324
1.9e-11,17000.0,1e-05,-10.86,8.431,0.00204
1.9e-11,17000.0,5e-06,-12.24,8.835,0.00134
1.9e-11,17000.0,5.5e-06,-11.91,8.697,0.00142
1.9e-11,17000.0,6e-06,-11.63,8.575,0.0015
1.9e-11,17000.0,6.5e-06,-11.4,8.475,0.00157
1.9e-11,17000.0,7e-06,-11.24,8.42,0.00165
1.9e-11,17000.0,7.5e-06,-11.12,8.382,0.00172
1.9e-11,17000.0,8e-06,-11.06,8.386,0.00179
1.9e-11,17000.0,8.5e-06,-11.02,8.407,0.00185
1.9e-11,17000.0,9e-06,-10.98,8.429,0.00192
1.9e-11,17000.0,9.5e-06,-10.95,8.441,0.00198
1.9e-11,17000.0,1.05e-05,-10.69,8.376,0.0021
1.9e-11,17000.0,1.1e-05,-10.48,8.28,0.00216
1.9e-11,17000.0,1.15e-05,-10.3,8.146,0.00222
1.9e-11,17000.0,1.2e-05,-10.15,7.998,0.00228
1.9e-11,17000.0,1.25e-05,-10.04,7.88,0.00233
1.9e-11,17000.0,1.3e-05,-10.01,7.852,0.00239
1.9e-11,17000.0,1.35e-05,-10.0,7.851,0.00244
1.9e-11,17000.0,1.4e-05,-9.99,7.841,0.00249
1.9e-11,17000.0,1.45e-05,-9.94,7.804,0.00254
1.9e-11,17000.0,1.5e-05,-9.87,7.741,0.00258
1.9e-11,17000.0,1.55e-05,-9.79,7.655,0.00263
1.9e-11,17000.0,1.6e-05,-9.67,7.561,0.00267
1.9e-11,17000.0,1.65e-05,-9.52,7.462,0.00271
1.9e-11,17000.0,1.7e-05,-9.31,7.349,0.00276
1.9e-11,17000.0,1.75e-05,-9.08,7.207,0.0028
1.9e-11,17000.0,1.8e-05,-8.91,7.084,0.00283
1.9e-11,17000.0,1.85e-05,-8.79,6.948,0.00287
1.9e-11,17000.0,1.9e-05,-8.69,6.815,0.00291
1.9e-11,17000.0,1.95e-05,-8.6,6.703,0.00294
1.9e-11,17000.0,2e-05,-8.51,6.611,0.00297
1.9e-11,17000.0,2.05e-05,-8.42,6.528,0.00301
1.9e-11,17000.0,2.1e-05,-8.33,6.451,0.00304
1.9e-11,17000.0,2.15e-05,-8.24,6.377,0.00306
1.9e-11,17000.0,2.2e-05,-8.16,6.305,0.00309
1.9e-11,17000.0,2.25e-05,-8.07,6.237,0.00311
1.9e-11,17000.0,2.3e-05,-7.99,6.172,0.00313
1.9e-11,17000.0,2.35e-05,-7.9,6.111,0.00315
1.9e-11,17000.0,2.4e-05,-7.82,6.055,0.00317
1.9e-11,17000.0,2.45e-05,-7.74,5.99,0.00319
1.9e-11,17000.0,2.5e-05,-7.67,5.945,0.0032
1.9e-11,17000.0,2.55e-05,-7.59,5.907,0.00321
1.9e-11,17000.0,2.6e-05,-7.52,5.876,0.00322
1.9e-11,17000.0,2.65e-05,-7.45,5.851,0.00323
1.9e-11,17000.0,2.7e-05,-7.39,5.835,0.00324
1.9e-11,17000.0,2.75e-05,-7.33,5.828,0.00324
1.9e-11,17000.0,2.8e-05,-7.27,5.83,0.00324
1.9e-11,17000.0,2.85e-05,-7.23,5.839,0.00324
1.9e-11,17000.0,2.9e-05,-7.19,5.85,0.00324
1.9e-11,17000.0,2.95e-05,-7.17,5.863,0.00324
1.9e-11,18000.0,1e-05,-10.86,8.428,0.00204
1.9e-11,18000.0,5e-06,-12.24,8.831,0.00134
1.9e-11,18000.0,5.5e-06,-11.91,8.693,0.00142
1.9e-11,18000.0,6e-06,-11.63,8.572,0.0015
1.9e-11,18000.0,6.5e-06,-11.4,8.472,0.00157
1.9e-11,18000.0,7e-06,-11.24,8.417,0.00165
1.9e-11,18000.0,7.5e-06,-11.12,8.379,0.00172
1.9e-11,18000.0,8e-06,-11.05,8.384,0.00179
1.9e-11,18000.0,8.5e-06,-11.01,8.404,0.00185
1.9e-11,18000.0,9e-06,-10.98,8.426,0.00192
1.9e-11,18000.0,9.5e-06,-10.95,8.439,0.00198
1.9e-11,18000.0,1.05e-05,-10.69,8.373,0.0021
1.9e-11,18000.0,1.1e-05,-10.48,8.278,0.00216
1.9e-11,18000.0,1.15e-05,-10.3,8.144,0.00222
1.9e-11,18000.0,1.2e-05,-10.15,7.996,0.00228
1.9e-11,18000.0,1.25e-05,-10.04,7.878,0.00233
1.9e-11,18000.0,1.3e-05,-10.01,7.85,0.00239
1.9e-11,18000.0,1.35e-05,-10.0,7.849,0.00244
1.9e-11,18000.0,1.4e-05,-9.99,7.838,0.00249
1.9e-11,18000.0,1.45e-05,-9.94,7.802,0.00253
1.9e-11,18000.0,1.5e-05,-9.87,7.739,0.00258
1.9e-11,18000.0,1.55e-05,-9.79,7.653,0.00263
1.9e-11,18000.0,1.6e-05,-9.67,7.559,0.00267
1.9e-11,18000.0,1.65e-05,-9.52,7.46,0.00272
1.9e-11,18000.0,1.7e-05,-9.31,7.347,0.00276
1.9e-11,18000.0,1.75e-05,-9.08,7.205,0.0028
1.9e-11,18000.0,1.8e-05,-8.91,7.083,0.00283
1.9e-11,18000.0,1.85e-05,-8.79,6.946,0.00287
1.9e-11,18000.0,1.9e-05,-8.69,6.813,0.00291
1.9e-11,18000.0,1.95e-05,-8.6,6.702,0.00294
1.9e-11,18000.0,2e-05,-8.51,6.609,0.00297
1.9e-11,18000.0,2.05e-05,-8.42,6.526,0.00301
1.9e-11,18000.0,2.1e-05,-8.33,6.449,0.00304
1.9e-11,18000.0,2.15e-05,-8.24,6.376,0.00306
1.9e-11,18000.0,2.2e-05,-8.16,6.304,0.00309
1.9e-11,18000.0,2.25e-05,-8.07,6.235,0.00311
1.9e-11,18000.0,2.3e-05,-7.98,6.17,0.00313
1.9e-11,18000.0,2.35e-05,-7.9,6.11,0.00315
1.9e-11,18000.0,2.4e-05,-7.82,6.053,0.00317
1.9e-11,18000.0,2.45e-05,-7.74,5.988,0.00319
1.9e-11,18000.0,2.5e-05,-7.66,5.943,0.0032
1.9e-11,18000.0,2.55e-05,-7.59,5.905,0.00321
1.9e-11,18000.0,2.6e-05,-7.52,5.874,0.00322
1.9e-11,18000.0,2.65e-05,-7.45,5.85,0.00323
1.9e-11,18000.0,2.7e-05,-7.39,5.834,0.00324
1.9e-11,18000.0,2.75e-05,-7.32,5.827,0.00324
1.9e-11,18000.0,2.8e-05,-7.27,5.829,0.00324
1.9e-11,18000.0,2.85e-05,-7.23,5.837,0.00324
1.9e-11,18000.0,2.9e-05,-7.19,5.849,0.00324
1.9e-11,18000.0,2.95e-05,-7.17,5.861,0.00324
1.9e-11,19000.0,1e-05,-10.86,8.426,0.00204
1.9e-11,19000.0,5e-06,-12.24,8.828,0.00134
1.9e-11,19000.0,5.5e-06,-11.9,8.69,0.00142
1.9e-11,19000.0,6e-06,-11.63,8.569,0.0015
1.9e-11,19000.0,6.5e-06,-11.4,8.469,0.00157
1.9e-11,19000.0,7e-06,-11.24,8.414,0.00165
1.9e-11,19000.0,7.5e-06,-11.12,8.377,0.00172
1.9e-11,19000.0,8e-06,-11.05,8.381,0.00179
1.9e-11,19000.0,8.5e-06,-11.01,8.402,0.00185
1.9e-11,19000.0,9e-06,-10.98,8.424,0.00192
1.9e-11,19000.0,9.5e-06,-10.95,8.436,0.00198
1.9e-11,19000.0,1.05e-05,-10.68,8.371,0.00211
1.9e-11,19000.0,1.1e-05,-10.47,8.276,0.00216
1.9e-11,19000.0,1.15e-05,-10.3,8.142,0.00222
1.9e-11,19000.0,1.2e-05,-10.15,7.994,0.00228
1.9e-11,19000.0,1.25e-05,-10.04,7.876,0.00233
1.9e-11,19000.0,1.3e-05,-10.01,7.848,0.00239
1.9e-11,19000.0,1.35e-05,-10.0,7.847,0.00244
1.9e-11,19000.0,1.4e-05,-9.99,7.837,0.00249
1.9e-11,19000.0,1.45e-05,-9.94,7.8,0.00254
1.9e-11,19000.0,1.5e-05,-9.87,7.737,0.00258
1.9e-11,19000.0,1.55e-05,-9.79,7.652,0.00263
1.9e-11,19000.0,1.6e-05,-9.67,7.558,0.00267
1.9e-11,19000.0,1.65e-05,-9.52,7.459,0.00272
1.9e-11,19000.0,1.7e-05,-9.31,7.345,0.00276
1.9e-11,19000.0,1.75e-05,-9.08,7.203,0.0028
1.9e-11,19000.0,1.8e-05,-8.91,7.081,0.00283
1.9e-11,19000.0,1.85e-05,-8.79,6.945,0.00287
1.9e-11,19000.0,1.9e-05,-8.69,6.812,0.00291
1.9e-11,19000.0,1.95e-05,-8.6,6.7,0.00294
1.9e-11,19000.0,2e-05,-8.51,6.607,0.00297
1.9e-11,19000.0,2.05e-05,-8.42,6.524,0.003
1.9e-11,19000.0,2.1e-05,-8.33,6.447,0.00304
1.9e-11,19000.0,2.15e-05,-8.24,6.374,0.00306
1.9e-11,19000.0,2.2e-05,-8.16,6.302,0.00309
1.9e-11,19000.0,2.25e-05,-8.07,6.233,0.00311
1.9e-11,19000.0,2.3e-05,-7.98,6.169,0.00313
1.9e-11,19000.0,2.35e-05,-7.9,6.108,0.00315
1.9e-11,19000.0,2.4e-05,-7.82,6.052,0.00317
1.9e-11,19000.0,2.45e-05,-7.74,5.987,0.00319
1.9e-11,19000.0,2.5e-05,-7.66,5.942,0.0032
1.9e-11,19000.0,2.55e-05,-7.59,5.904,0.00321
1.9e-11,19000.0,2.6e-05,-7.52,5.873,0.00322
1.9e-11,19000.0,2.65e-05,-7.45,5.848,0.00323
1.9e-11,19000.0,2.7e-05,-7.39,5.832,0.00324
1.9e-11,19000.0,2.75e-05,-7.32,5.825,0.00324
1.9e-11,19000.0,2.8e-05,-7.27,5.827,0.00324
1.9e-11,19000.0,2.85e-05,-7.23,5.835,0.00324
1.9e-11,19000.0,2.9e-05,-7.19,5.847,0.00324
1.9e-11,19000.0,2.95e-05,-7.17,5.86,0.00324
1.9e-11,20000.0,1e-05,-10.86,8.424,0.00204
1.9e-11,20000.0,5e-06,-12.24,8.825,0.00134
1.9e-11,20000.0,5.5e-06,-11.9,8.687,0.00142
1.9e-11,20000.0,6e-06,-11.63,8.566,0.0015
1.9e-11,20000.0,6.5e-06,-11.4,8.467,0.00157
1.9e-11,20000.0,7e-06,-11.24,8.412,0.00165
1.9e-11,20000.0,7.5e-06,-11.12,8.374,0.00172
1.9e-11,20000.0,8e-06,-11.05,8.379,0.00179
1.9e-11,20000.0,8.5e-06,-11.01,8.399,0.00185
1.9e-11,20000.0,9e-06,-10.98,8.422,0.00192
1.9e-11,20000.0,9.5e-06,-10.95,8.434,0.00198
1.9e-11,20000.0,1.05e-05,-10.68,8.369,0.00211
1.9e-11,20000.0,1.1e-05,-10.47,8.274,0.00216
1.9e-11,20000.0,1.15e-05,-10.3,8.141,0.00222
1.9e-11,20000.0,1.2e-05,-10.15,7.993,0.00228
1.9e-11,20000.0,1.25e-05,-10.04,7.874,0.00233
1.9e-11,20000.0,1.3e-05,-10.01,7.846,0.00239
1.9e-11,20000.0,1.35e-05,-10.0,7.846,0.00244
1.9e-11,20000.0,1.4e-05,-9.98,7.835,0.00249
1.9e-11,20000.0,1.45e-05,-9.94,7.798,0.00254
1.9e-11,20000.0,1.5e-05,-9.87,7.735,0.00258
1.9e-11,20000.0,1.55e-05,-9.78,7.65,0.00263
1.9e-11,20000.0,1.6e-05,-9.67,7.556,0.00267
1.9e-11,20000.0,1.65e-05,-9.52,7.457,0.00272
1.9e-11,20000.0,1.7e-05,-9.31,7.344,0.00276
1.9e-11,20000.0,1.75e-05,-9.08,7.202,0.0028
1.9e-11,20000.0,1.8e-05,-8.91,7.079,0.00284
1.9e-11,20000.0,1.85e-05,-8.78,6.943,0.00287
1.9e-11,20000.0,1.9e-05,-8.69,6.81,0.00291
1.9e-11,20000.0,1.95e-05,-8.6,6.698,0.00294
1.9e-11,20000.0,2e-05,-8.51,6.606,0.00297
1.9e-11,20000.0,2.05e-05,-8.42,6.523,0.00301
1.9e-11,20000.0,2.1e-05,-8.33,6.446,0.00304
1.9e-11,20000.0,2.15e-05,-8.24,6.372,0.00306
1.9e-11,20000.0,2.2e-05,-8.16,6.301,0.00309
1.9e-11,20000.0,2.25e-05,-8.07,6.232,0.00311
1.9e-11,20000.0,2.3e-05,-7.98,6.167,0.00313
1.9e-11,20000.0,2.35e-05,-7.9,6.107,0.00315
1.9e-11,20000.0,2.4e-05,-7.82,6.05,0.00317
1.9e-11,20000.0,2.45e-05,-7.74,5.985,0.00319
1.9e-11,20000.0,2.5e-05,-7.66,5.94,0.0032
1.9e-11,20000.0,2.55e-05,-7.59,5.902,0.00321
1.9e-11,20000.0,2.6e-05,-7.52,5.871,0.00322
1.9e-11,20000.0,2.65e-05,-7.45,5.847,0.00323
1.9e-11,20000.0,2.7e-05,-7.38,5.831,0.00324
1.9e-11,20000.0,2.75e-05,-7.32,5.824,0.00324
1.9e-11,20000.0,2.8e-05,-7.27,5.826,0.00324
1.9e-11,20000.0,2.85e-05,-7.22,5.834,0.00324
1.9e-11,20000.0,2.9e-05,-7.19,5.846,0.00324
1.9e-11,20000.0,2.95e-05,-7.17,5.859,0.00324
1.9e-11,21000.0,1e-05,-10.86,8.422,0.00204
1.9e-11,21000.0,5e-06,-12.23,8.822,0.00134
1.9e-11,21000.0,5.5e-06,-11.9,8.685,0.00142
1.9e-11,21000.0,6e-06,-11.63,8.564,0.0015
1.9e-11,21000.0,6.5e-06,-11.4,8.464,0.00157
1.9e-11,21000.0,7e-06,-11.24,8.41,0.00165
1.9e-11,21000.0,7.5e-06,-11.12,8.372,0.00172
1.9e-11,21000.0,8e-06,-11.05,8.377,0.00179
1.9e-11,21000.0,8.5e-06,-11.01,8.397,0.00185
1.9e-11,21000.0,9e-06,-10.98,8.42,0.00192
1.9e-11,21000.0,9.5e-06,-10.94,8.433,0.00198
1.9e-11,21000.0,1.05e-05,-10.68,8.368,0.00211
1.9e-11,21000.0,1.1e-05,-10.47,8.272,0.00216
1.9e-11,21000.0,1.15e-05,-10.3,8.139,0.00222
1.9e-11,21000.0,1.2e-05,-10.15,7.991,0.00228
1.9e-11,21000.0,1.25e-05,-10.04,7.872,0.00233
1.9e-11,21000.0,1.3e-05,-10.01,7.845,0.00239
1.9e-11,21000.0,1.35e-05,-10.0,7.844,0.00244
1.9e-11,21000.0,1.4e-05,-9.98,7.834,0.00249
1.9e-11,21000.0,1.45e-05,-9.94,7.797,0.00254
1.9e-11,21000.0,1.5e-05,-9.87,7.734,0.00258
1.9e-11,21000.0,1.55e-05,-9.78,7.649,0.00263
1.9e-11,21000.0,1.6e-05,-9.67,7.555,0.00267
1.9e-11,21000.0,1.65e-05,-9.52,7.456,0.00272
1.9e-11,21000.0,1.7e-05,-9.31,7.342,0.00276
1.9e-11,21000.0,1.75e-05,-9.08,7.2,0.0028
1.9e-11,21000.0,1.8e-05,-8.91,7.078,0.00284
1.9e-11,21000.0,1.85e-05,-8.78,6.942,0.00287
1.9e-11,21000.0,1.9e-05,-8.69,6.809,0.00291
1.9e-11,21000.0,1.95e-05,-8.6,6.697,0.00294
1.9e-11,21000.0,2e-05,-8.51,6.604,0.00298
1.9e-11,21000.0,2.05e-05,-8.42,6.522,0.00301
1.9e-11,21000.0,2.1e-05,-8.33,6.444,0.00304
1.9e-11,21000.0,2.15e-05,-8.24,6.371,0.00306
1.9e-11,21000.0,2.2e-05,-8.16,6.299,0.00309
1.9e-11,21000.0,2.25e-05,-8.07,6.231,0.00311
1.9e-11,21000.0,2.3e-05,-7.98,6.166,0.00314
1.9e-11,21000.0,2.35e-05,-7.9,6.105,0.00315
1.9e-11,21000.0,2.4e-05,-7.82,6.049,0.00317
1.9e-11,21000.0,2.45e-05,-7.74,5.984,0.00319
1.9e-11,21000.0,2.5e-05,-7.66,5.939,0.0032
1.9e-11,21000.0,2.55e-05,-7.59,5.901,0.00321
1.9e-11,21000.0,2.6e-05,-7.52,5.87,0.00322
1.9e-11,21000.0,2.65e-05,-7.45,5.845,0.00323
1.9e-11,21000.0,2.7e-05,-7.38,5.829,0.00324
1.9e-11,21000.0,2.75e-05,-7.32,5.822,0.00324
1.9e-11,21000.0,2.8e-05,-7.27,5.824,0.00324
1.9e-11,21000.0,2.85e-05,-7.22,5.833,0.00324
1.9e-11,21000.0,2.9e-05,-7.19,5.845,0.00324
1.9e-11,21000.0,2.95e-05,-7.17,5.857,0.00324
1.9e-11,22000.0,1e-05,-10.86,8.421,0.00204
1.9e-11,22000.0,5e-06,-12.23,8.819,0.00134
1.9e-11,22000.0,5.5e-06,-11.9,8.682,0.00142
1.9e-11,22000.0,6e-06,-11.62,8.562,0.0015
1.9e-11,22000.0,6.5e-06,-11.4,8.462,0.00157
1.9e-11,22000.0,7e-06,-11.24,8.408,0.00165
1.9e-11,22000.0,7.5e-06,-11.12,8.37,0.00172
1.9e-11,22000.0,8e-06,-11.05,8.375,0.00179
1.9e-11,22000.0,8.5e-06,-11.01,8.396,0.00185
1.9e-11,22000.0,9e-06,-10.98,8.418,0.00192
1.9e-11,22000.0,9.5e-06,-10.94,8.431,0.00198
1.9e-11,22000.0,1.05e-05,-10.68,8.366,0.00211
1.9e-11,22000.0,1.1e-05,-10.47,8.271,0.00216
1.9e-11,22000.0,1.15e-05,-10.3,8.137,0.00222
1.9e-11,22000.0,1.2e-05,-10.15,7.99,0.00228
1.9e-11,22000.0,1.25e-05,-10.04,7.871,0.00233
1.9e-11,22000.0,1.3e-05,-10.01,7.843,0.00239
1.9e-11,22000.0,1.35e-05,-10.0,7.843,0.00244
1.9e-11,22000.0,1.4e-05,-9.98,7.832,0.00249
1.9e-11,22000.0,1.45e-05,-9.94,7.795,0.00254
1.9e-11,22000.0,1.5e-05,-9.87,7.733,0.00258
1.9e-11,22000.0,1.55e-05,-9.78,7.647,0.00263
1.9e-11,22000.0,1.6e-05,-9.67,7.553,0.00267
1.9e-11,22000.0,1.65e-05,-9.52,7.455,0.00272
1.9e-11,22000.0,1.7e-05,-9.31,7.341,0.00276
1.9e-11,22000.0,1.75e-05,-9.08,7.199,0.0028
1.9e-11,22000.0,1.8e-05,-8.91,7.077,0.00284
1.9e-11,22000.0,1.85e-05,-8.78,6.941,0.00287
1.9e-11,22000.0,1.9e-05,-8.69,6.807,0.00291
1.9e-11,22000.0,1.95e-05,-8.6,6.696,0.00294
1.9e-11,22000.0,2e-05,-8.51,6.603,0.00298
1.9e-11,22000.0,2.05e-05,-8.42,6.52,0.00301
1.9e-11,22000.0,2.1e-05,-8.33,6.443,0.00304
1.9e-11,22000.0,2.15e-05,-8.24,6.37,0.00306
1.9e-11,22000.0,2.2e-05,-8.15,6.298,0.00309
1.9e-11,22000.0,2.25e-05,-8.07,6.229,0.00311
1.9e-11,22000.0,2.3e-05,-7.98,6.165,0.00314
1.9e-11,22000.0,2.35e-05,-7.9,6.104,0.00315
1.9e-11,22000.0,2.4e-05,-7.82,6.048,0.00317
1.9e-11,22000.0,2.45e-05,-7.74,5.983,0.00319
1.9e-11,22000.0,2.5e-05,-7.66,5.938,0.0032
1.9e-11,22000.0,2.55e-05,-7.59,5.9,0.00321
1.9e-11,22000.0,2.6e-05,-7.52,5.869,0.00322
1.9e-11,22000.0,2.65e-05,-7.45,5.844,0.00323
1.9e-11,22000.0,2.7e-05,-7.38,5.828,0.00324
1.9e-11,22000.0,2.75e-05,-7.32,5.821,0.00324
1.9e-11,22000.0,2.8e-05,-7.27,5.823,0.00324
1.9e-11,22000.0,2.85e-05,-7.22,5.832,0.00324
1.9e-11,22000.0,2.9e-05,-7.19,5.844,0.00324
1.9e-11,22000.0,2.95e-05,-7.17,5.856,0.00324
1.9e-11,23000.0,1e-05,-10.86,8.419,0.00204
1.9e-11,23000.0,5e-06,-12.23,8.817,0.00134
1.9e-11,23000.0,5.5e-06,-11.9,8.68,0.00142
1.9e-11,23000.0,6e-06,-11.62,8.56,0.0015
1.9e-11,23000.0,6.5e-06,-11.4,8.46,0.00157
1.9e-11,23000.0,7e-06,-11.24,8.406,0.00165
1.9e-11,23000.0,7.5e-06,-11.12,8.369,0.00172
1.9e-11,23000.0,8e-06,-11.05,8.374,0.00179
1.9e-11,23000.0,8.5e-06,-11.01,8.394,0.00185
1.9e-11,23000.0,9e-06,-10.98,8.417,0.00192
1.9e-11,23000.0,9.5e-06,-10.94,8.43,0.00198
1.9e-11,23000.0,1.05e-05,-10.68,8.365,0.00211
1.9e-11,23000.0,1.1e-05,-10.47,8.269,0.00216
1.9e-11,23000.0,1.15e-05,-10.3,8.136,0.00222
1.9e-11,23000.0,1.2e-05,-10.15,7.988,0.00228
1.9e-11,23000.0,1.25e-05,-10.04,7.87,0.00233
1.9e-11,23000.0,1.3e-05,-10.01,7.842,0.00239
1.9e-11,23000.0,1.35e-05,-10.0,7.842,0.00244
1.9e-11,23000.0,1.4e-05,-9.98,7.831,0.00249
1.9e-11,23000.0,1.45e-05,-9.94,7.794,0.00254
1.9e-11,23000.0,1.5e-05,-9.87,7.731,0.00258
1.9e-11,23000.0,1.55e-05,-9.78,7.646,0.00263
1.9e-11,23000.0,1.6e-05,-9.67,7.552,0.00267
1.9e-11,23000.0,1.65e-05,-9.52,7.453,0.00272
1.9e-11,23000.0,1.7e-05,-9.31,7.34,0.00276
1.9e-11,23000.0,1.75e-05,-9.08,7.198,0.0028
1.9e-11,23000.0,1.8e-05,-8.91,7.076,0.00284
1.9e-11,23000.0,1.85e-05,-8.78,6.939,0.00287
1.9e-11,23000.0,1.9e-05,-8.68,6.806,0.00291
1.9e-11,23000.0,1.95e-05,-8.6,6.695,0.00294
1.9e-11,23000.0,2e-05,-8.51,6.602,0.00298
1.9e-11,23000.0,2.05e-05,-8.42,6.519,0.00301
1.9e-11,23000.0,2.1e-05,-8.33,6.442,0.00304
1.9e-11,23000.0,2.15e-05,-8.24,6.369,0.00306
1.9e-11,23000.0,2.2e-05,-8.15,6.297,0.00309
1.9e-11,23000.0,2.25e-05,-8.07,6.228,0.00311
1.9e-11,23000.0,2.3e-05,-7.98,6.164,0.00314
1.9e-11,23000.0,2.35e-05,-7.9,6.103,0.00316
1.9e-11,23000.0,2.4e-05,-7.82,6.047,0.00317
1.9e-11,23000.0,2.45e-05,-7.74,5.982,0.00319
1.9e-11,23000.0,2.5e-05,-7.66,5.937,0.0032
1.9e-11,23000.0,2.55e-05,-7.59,5.899,0.00321
1.9e-11,23000.0,2.6e-05,-7.52,5.868,0.00322
1.9e-11,23000.0,2.65e-05,-7.45,5.843,0.00323
1.9e-11,23000.0,2.7e-05,-7.38,5.827,0.00324
1.9e-11,23000.0,2.75e-05,-7.32,5.82,0.00324
1.9e-11,23000.0,2.8e-05,-7.27,5.822,0.00324
1.9e-11,23000.0,2.85e-05,-7.22,5.831,0.00324
1.9e-11,23000.0,2.9e-05,-7.19,5.843,0.00324
1.9e-11,23000.0,2.95e-05,-7.17,5.855,0.00324
1.9e-11,24000.0,1e-05,-10.86,8.418,0.00204
1.9e-11,24000.0,5e-06,-12.23,8.815,0.00134
1.9e-11,24000.0,5.5e-06,-11.9,8.678,0.00142
1.9e-11,24000.0,6e-06,-11.62,8.558,0.0015
1.9e-11,24000.0,6.5e-06,-11.4,8.459,0.00157
1.9e-11,24000.0,7e-06,-11.24,8.404,0.00165
1.9e-11,24000.0,7.5e-06,-11.12,8.367,0.00172
1.9e-11,24000.0,8e-06,-11.05,8.372,0.00179
1.9e-11,24000.0,8.5e-06,-11.01,8.393,0.00185
1.9e-11,24000.0,9e-06,-10.98,8.415,0.00192
1.9e-11,24000.0,9.5e-06,-10.94,8.428,0.00198
1.9e-11,24000.0,1.05e-05,-10.68,8.364,0.00211
1.9e-11,24000.0,1.1e-05,-10.47,8.268,0.00216
1.9e-11,24000.0,1.15e-05,-10.3,8.135,0.00222
1.9e-11,24000.0,1.2e-05,-10.15,7.987,0.00228
1.9e-11,24000.0,1.25e-05,-10.03,7.868,0.00233
1.9e-11,24000.0,1.3e-05,-10.0,7.841,0.00239
1.9e-11,24000.0,1.35e-05,-10.0,7.84,0.00244
1.9e-11,24000.0,1.4e-05,-9.98,7.83,0.00249
1.9e-11,24000.0,1.45e-05,-9.94,7.793,0.00254
1.9e-11,24000.0,1.5e-05,-9.87,7.73,0.00258
1.9e-11,24000.0,1.55e-05,-9.78,7.645,0.00263
1.9e-11,24000.0,1.6e-05,-9.67,7.551,0.00267
1.9e-11,24000.0,1.65e-05,-9.52,7.452,0.00272
1.9e-11,24000.0,1.7e-05,-9.31,7.339,0.00276
1.9e-11,24000.0,1.75e-05,-9.08,7.197,0.0028
1.9e-11,24000.0,1.8e-05,-8.9,7.075,0.00284
1.9e-11,24000.0,1.85e-05,-8.78,6.938,0.00287
1.9e-11,24000.0,1.9e-05,-8.68,6.805,0.00291
1.9e-11,24000.0,1.95e-05,-8.59,6.694,0.00294
1.9e-11,24000.0,2e-05,-8.51,6.601,0.00298
1.9e-11,24000.0,2.05e-05,-8.42,6.518,0.00301
1.9e-11,24000.0,2.1e-05,-8.33,6.441,0.00304
