Lm,Lm2,Cm2,R1,W1,W2,DCPowerConsumption,S11,S22,PowerGain,DrainEfficiency,PAE,PSAT
1e-09,8.5e-12,5.5e-14,2000.0,1e-05,3e-06,0.00507,-3.018,-16.97,2.572,15.15,1.779,3.66
1e-09,8.5e-12,5.5e-14,2000.0,1e-05,4e-06,0.00507,-3.323,-17.52,2.573,15.02,1.825,3.65
1e-09,8.5e-12,5.5e-14,2000.0,1.1e-05,5e-06,0.0053,-4.209,-23.63,2.965,15.47,2.274,3.915
1e-09,8.5e-12,5.5e-14,2000.0,1.1e-05,3e-06,0.0053,-3.433,-21.15,2.966,15.24,2.188,3.918
1e-09,8.5e-12,5.5e-14,2000.0,1.1e-05,4e-06,0.0053,-3.791,-22.26,2.969,15.17,2.242,3.899
1e-09,8.5e-12,5.5e-14,2000.0,1.2e-05,5e-06,0.00551,-4.842,-32.14,3.28,15.68,2.644,4.131
1e-09,8.5e-12,5.5e-14,2000.0,1.2e-05,3e-06,0.00551,-3.926,-26.43,3.274,15.34,2.55,4.125
1e-09,8.5e-12,5.5e-14,2000.0,1.2e-05,4e-06,0.00551,-4.348,-28.76,3.281,15.58,2.608,4.125
1e-09,8.5e-12,5.5e-14,2000.0,1.3e-05,5e-06,0.0057,-5.6,-25.4,3.521,15.78,2.957,4.316
1e-09,8.5e-12,5.5e-14,2000.0,1.3e-05,3e-06,0.0057,-4.511,-25.79,3.509,15.63,2.887,4.323
1e-09,8.5e-12,5.5e-14,2000.0,1.3e-05,4e-06,0.0057,-5.011,-25.85,3.519,15.69,2.92,4.319
1e-09,8.5e-12,5.5e-14,2000.0,1.4e-05,5e-06,0.00587,-6.506,-20.06,3.697,15.72,3.213,4.477
1e-09,8.5e-12,5.5e-14,2000.0,1.4e-05,3e-06,0.00587,-5.202,-21.21,3.679,15.7,3.169,4.501
1e-09,8.5e-12,5.5e-14,2000.0,1.4e-05,4e-06,0.00587,-5.8,-20.69,3.692,15.74,3.176,4.49
1e-09,8.5e-12,5.5e-14,2000.0,1.6e-05,5e-06,0.00618,-8.881,-14.85,3.881,15.51,3.548,4.702
1e-09,8.5e-12,5.5e-14,2000.0,1.6e-05,3e-06,0.00618,-6.968,-15.76,3.854,15.66,3.554,4.804
1e-09,8.5e-12,5.5e-14,2000.0,1.6e-05,4e-06,0.00618,-7.836,-15.31,3.871,15.54,3.539,4.754
1e-09,8.5e-12,5.5e-14,2000.0,1.7e-05,5e-06,0.00632,-10.42,-13.35,3.902,15.4,3.63,4.779
1e-09,8.5e-12,5.5e-14,2000.0,1.7e-05,3e-06,0.00632,-8.068,-14.16,3.872,15.54,3.665,4.899
1e-09,8.5e-12,5.5e-14,2000.0,1.7e-05,4e-06,0.00632,-9.125,-13.76,3.89,15.46,3.652,4.833
1e-09,8.5e-12,5.5e-14,2000.0,1.8e-05,5e-06,0.00644,-12.24,-12.26,3.884,15.26,3.696,4.854
1e-09,8.5e-12,5.5e-14,2000.0,1.8e-05,3e-06,0.00644,-9.32,-12.99,3.851,15.47,3.723,4.971
1e-09,8.5e-12,5.5e-14,2000.0,1.8e-05,4e-06,0.00644,-10.61,-12.63,3.87,15.37,3.713,4.905
1e-09,8.5e-12,5.5e-14,2000.0,1.9e-05,5e-06,0.00656,-14.33,-11.46,3.831,15.15,3.714,4.927
1e-09,8.5e-12,5.5e-14,2000.0,1.9e-05,3e-06,0.00656,-10.7,-12.12,3.796,15.39,3.734,5.037
1e-09,8.5e-12,5.5e-14,2000.0,1.9e-05,4e-06,0.00656,-12.29,-11.79,3.816,15.25,3.727,4.974
1e-09,8.5e-12,5.5e-14,2000.0,2e-05,5e-06,0.00667,-16.53,-10.88,3.748,15.06,3.687,4.997
1e-09,8.5e-12,5.5e-14,2000.0,2e-05,3e-06,0.00667,-12.15,-11.49,3.712,15.29,3.703,5.102
1e-09,8.5e-12,5.5e-14,2000.0,2e-05,4e-06,0.00667,-14.04,-11.18,3.733,15.15,3.699,5.042
1e-09,8.5e-12,5.5e-14,2500.0,1.5e-05,5e-06,0.00566,-6.496,-15.73,4.644,15.59,3.967,4.616
1e-09,8.5e-12,5.5e-14,2500.0,1.5e-05,3e-06,0.00566,-5.16,-16.78,4.613,15.81,3.945,4.672
1e-09,8.5e-12,5.5e-14,2500.0,1.5e-05,4e-06,0.00566,-5.772,-16.27,4.633,15.7,3.937,4.65
1e-09,8.5e-12,5.5e-14,2500.0,1e-05,5e-06,0.00474,-3.013,-18.5,3.541,15.18,2.427,3.653
1e-09,8.5e-12,5.5e-14,2500.0,1e-05,3e-06,0.00474,-2.464,-17.14,3.545,14.77,2.359,3.663
1e-09,8.5e-12,5.5e-14,2500.0,1e-05,4e-06,0.00474,-2.716,-17.77,3.548,14.69,2.405,3.652
1e-09,8.5e-12,5.5e-14,2500.0,1.1e-05,5e-06,0.00496,-3.468,-24.15,3.922,15.69,2.85,3.922
1e-09,8.5e-12,5.5e-14,2500.0,1.1e-05,3e-06,0.00496,-2.822,-21.28,3.917,15.02,2.769,3.921
1e-09,8.5e-12,5.5e-14,2500.0,1.1e-05,4e-06,0.00496,-3.119,-22.53,3.925,15.45,2.822,3.904
1e-09,8.5e-12,5.5e-14,2500.0,1.2e-05,5e-06,0.00515,-4.02,-29.03,4.212,15.79,3.218,4.139
1e-09,8.5e-12,5.5e-14,2500.0,1.2e-05,3e-06,0.00515,-3.254,-25.42,4.2,15.61,3.15,4.13
1e-09,8.5e-12,5.5e-14,2500.0,1.2e-05,4e-06,0.00515,-3.606,-27.13,4.211,15.78,3.186,4.133
1e-09,8.5e-12,5.5e-14,2500.0,1.3e-05,5e-06,0.00534,-4.692,-22.95,4.423,15.78,3.528,4.324
1e-09,8.5e-12,5.5e-14,2500.0,1.3e-05,3e-06,0.00534,-3.776,-23.58,4.403,15.84,3.482,4.331
1e-09,8.5e-12,5.5e-14,2500.0,1.3e-05,4e-06,0.00534,-4.197,-23.42,4.418,15.8,3.494,4.328
1e-09,8.5e-12,5.5e-14,2500.0,1.4e-05,5e-06,0.0055,-5.507,-18.54,4.564,15.71,3.778,4.485
1e-09,8.5e-12,5.5e-14,2500.0,1.4e-05,3e-06,0.0055,-4.405,-19.66,4.538,15.82,3.747,4.51
1e-09,8.5e-12,5.5e-14,2500.0,1.4e-05,4e-06,0.0055,-4.911,-19.14,4.556,15.78,3.745,4.499
1e-09,8.5e-12,5.5e-14,2500.0,1.6e-05,5e-06,0.0058,-7.695,-13.78,4.671,15.52,4.096,4.706
1e-09,8.5e-12,5.5e-14,2500.0,1.6e-05,3e-06,0.0058,-6.061,-14.72,4.635,15.74,4.084,4.813
1e-09,8.5e-12,5.5e-14,2500.0,1.6e-05,4e-06,0.0058,-6.808,-14.26,4.657,15.58,4.072,4.76
1e-09,8.5e-12,5.5e-14,2500.0,1.7e-05,5e-06,0.00593,-9.155,-12.36,4.651,15.44,4.168,4.784
1e-09,8.5e-12,5.5e-14,2500.0,1.7e-05,3e-06,0.00593,-7.13,-13.21,4.612,15.63,4.16,4.906
1e-09,8.5e-12,5.5e-14,2500.0,1.7e-05,4e-06,0.00593,-8.05,-12.79,4.635,15.52,4.146,4.838
1e-09,8.5e-12,5.5e-14,2500.0,1.8e-05,5e-06,0.00605,-10.94,-11.31,4.591,15.34,4.184,4.859
1e-09,8.5e-12,5.5e-14,2500.0,1.8e-05,3e-06,0.00605,-8.39,-12.08,4.549,15.58,4.179,4.977
1e-09,8.5e-12,5.5e-14,2500.0,1.8e-05,4e-06,0.00605,-9.538,-11.7,4.573,15.46,4.169,4.91
1e-09,8.5e-12,5.5e-14,2500.0,1.9e-05,5e-06,0.00617,-13.16,-10.53,4.497,15.27,4.149,4.932
1e-09,8.5e-12,5.5e-14,2500.0,1.9e-05,3e-06,0.00617,-9.858,-11.23,4.453,15.54,4.154,5.044
1e-09,8.5e-12,5.5e-14,2500.0,1.9e-05,4e-06,0.00617,-11.31,-10.88,4.478,15.36,4.145,4.98
1e-09,8.5e-12,5.5e-14,2500.0,2e-05,5e-06,0.00627,-15.93,-9.96,4.374,15.21,4.066,5.003
1e-09,8.5e-12,5.5e-14,2500.0,2e-05,3e-06,0.00627,-11.54,-10.61,4.329,15.45,4.088,5.108
1e-09,8.5e-12,5.5e-14,2500.0,2e-05,4e-06,0.00627,-13.42,-10.28,4.354,15.29,4.076,5.048
1e-09,8.5e-12,5.5e-14,3500.0,1.5e-05,5e-06,0.00508,-5.071,-14.55,5.823,15.74,4.635,4.622
1e-09,8.5e-12,5.5e-14,3500.0,1.5e-05,3e-06,0.00508,-4.038,-15.67,5.777,15.63,4.644,4.683
1e-09,8.5e-12,5.5e-14,3500.0,1.5e-05,4e-06,0.00508,-4.514,-15.13,5.806,15.63,4.655,4.66
1e-09,8.5e-12,5.5e-14,3500.0,1e-05,5e-06,0.00423,-2.194,-18.7,5.008,15.29,3.075,3.658
1e-09,8.5e-12,5.5e-14,3500.0,1e-05,3e-06,0.00423,-1.783,-17.13,5.006,14.45,3.062,3.666
1e-09,8.5e-12,5.5e-14,3500.0,1e-05,4e-06,0.00423,-1.971,-17.85,5.015,15.01,3.049,3.654
1e-09,8.5e-12,5.5e-14,3500.0,1.1e-05,5e-06,0.00443,-2.551,-24.09,5.348,15.54,3.497,3.931
1e-09,8.5e-12,5.5e-14,3500.0,1.1e-05,3e-06,0.00443,-2.065,-21.05,5.336,15.32,3.522,3.924
1e-09,8.5e-12,5.5e-14,3500.0,1.1e-05,4e-06,0.00443,-2.287,-22.36,5.35,15.55,3.521,3.91
1e-09,8.5e-12,5.5e-14,3500.0,1.2e-05,5e-06,0.00461,-2.995,-26.02,5.588,15.53,3.899,4.148
1e-09,8.5e-12,5.5e-14,3500.0,1.2e-05,3e-06,0.00461,-2.415,-23.95,5.565,15.72,3.912,4.136
1e-09,8.5e-12,5.5e-14,3500.0,1.2e-05,4e-06,0.00461,-2.68,-25.05,5.584,15.69,3.922,4.142
1e-09,8.5e-12,5.5e-14,3500.0,1.3e-05,5e-06,0.00478,-3.546,-20.92,5.74,15.35,4.232,4.333
1e-09,8.5e-12,5.5e-14,3500.0,1.3e-05,3e-06,0.00478,-2.848,-21.72,5.707,15.83,4.233,4.34
1e-09,8.5e-12,5.5e-14,3500.0,1.3e-05,4e-06,0.00478,-3.168,-21.44,5.73,15.62,4.243,4.338
1e-09,8.5e-12,5.5e-14,3500.0,1.4e-05,5e-06,0.00493,-4.229,-17.12,5.814,15.62,4.48,4.494
1e-09,8.5e-12,5.5e-14,3500.0,1.4e-05,3e-06,0.00493,-3.382,-18.29,5.775,15.74,4.475,4.52
1e-09,8.5e-12,5.5e-14,3500.0,1.4e-05,4e-06,0.00493,-3.771,-17.75,5.801,15.46,4.49,4.509
1e-09,8.5e-12,5.5e-14,3500.0,1.6e-05,5e-06,0.00521,-6.105,-12.71,5.776,15.71,4.722,4.711
1e-09,8.5e-12,5.5e-14,3500.0,1.6e-05,3e-06,0.00521,-4.839,-13.73,5.726,15.64,4.735,4.823
1e-09,8.5e-12,5.5e-14,3500.0,1.6e-05,4e-06,0.00521,-5.423,-13.23,5.756,15.74,4.734,4.767
1e-09,8.5e-12,5.5e-14,3500.0,1.7e-05,5e-06,0.00533,-7.374,-11.33,5.682,15.68,4.735,4.789
1e-09,8.5e-12,5.5e-14,3500.0,1.7e-05,3e-06,0.00533,-5.81,-12.27,5.629,15.74,4.752,4.913
1e-09,8.5e-12,5.5e-14,3500.0,1.7e-05,4e-06,0.00533,-6.532,-11.8,5.66,15.71,4.754,4.844
1e-09,8.5e-12,5.5e-14,3500.0,1.8e-05,5e-06,0.00545,-8.933,-10.3,5.549,15.64,4.698,4.865
1e-09,8.5e-12,5.5e-14,3500.0,1.8e-05,3e-06,0.00545,-6.98,-11.15,5.494,15.73,4.714,4.984
1e-09,8.5e-12,5.5e-14,3500.0,1.8e-05,4e-06,0.00545,-7.882,-10.73,5.526,15.68,4.707,4.916
1e-09,8.5e-12,5.5e-14,3500.0,1.9e-05,5e-06,0.00555,-10.87,-9.523,5.384,15.53,4.633,4.938
1e-09,8.5e-12,5.5e-14,3500.0,1.9e-05,3e-06,0.00555,-8.385,-10.31,5.328,15.7,4.619,5.051
1e-09,8.5e-12,5.5e-14,3500.0,1.9e-05,4e-06,0.00555,-9.53,-9.915,5.36,15.64,4.629,4.987
1e-09,8.5e-12,5.5e-14,3500.0,2e-05,5e-06,0.00565,-13.34,-8.956,5.193,15.43,4.525,5.009
1e-09,8.5e-12,5.5e-14,3500.0,2e-05,3e-06,0.00565,-10.07,-9.679,5.138,15.66,4.512,5.115
1e-09,8.5e-12,5.5e-14,3500.0,2e-05,4e-06,0.00565,-11.56,-9.316,5.169,15.55,4.527,5.055
1e-09,8.5e-12,5.5e-14,4000.0,1.5e-05,5e-06,0.00485,-4.61,-14.24,6.261,15.85,4.893,4.624
1e-09,8.5e-12,5.5e-14,4000.0,1.5e-05,3e-06,0.00485,-3.67,-15.4,6.21,15.59,4.876,4.686
1e-09,8.5e-12,5.5e-14,4000.0,1.5e-05,4e-06,0.00485,-4.103,-14.83,6.242,15.76,4.901,4.662
1e-09,8.5e-12,5.5e-14,4000.0,1e-05,5e-06,0.00403,-1.931,-18.7,5.586,15.23,3.303,3.66
1e-09,8.5e-12,5.5e-14,4000.0,1e-05,3e-06,0.00403,-1.564,-17.08,5.583,14.52,3.319,3.667
1e-09,8.5e-12,5.5e-14,4000.0,1e-05,4e-06,0.00403,-1.731,-17.81,5.594,15.05,3.327,3.654
1e-09,8.5e-12,5.5e-14,4000.0,1.1e-05,5e-06,0.00422,-2.256,-23.96,5.907,15.34,3.792,3.933
1e-09,8.5e-12,5.5e-14,4000.0,1.1e-05,3e-06,0.00422,-1.821,-20.9,5.891,15.37,3.78,3.925
1e-09,8.5e-12,5.5e-14,4000.0,1.1e-05,4e-06,0.00422,-2.019,-22.22,5.908,15.5,3.801,3.912
1e-09,8.5e-12,5.5e-14,4000.0,1.2e-05,5e-06,0.0044,-2.664,-25.34,6.121,15.28,4.193,4.151
1e-09,8.5e-12,5.5e-14,4000.0,1.2e-05,3e-06,0.0044,-2.143,-23.54,6.094,15.7,4.171,4.138
1e-09,8.5e-12,5.5e-14,4000.0,1.2e-05,4e-06,0.0044,-2.381,-24.53,6.116,15.53,4.199,4.145
1e-09,8.5e-12,5.5e-14,4000.0,1.3e-05,5e-06,0.00456,-3.177,-20.45,6.243,15.51,4.517,4.336
1e-09,8.5e-12,5.5e-14,4000.0,1.3e-05,3e-06,0.00456,-2.546,-21.31,6.206,15.72,4.486,4.343
1e-09,8.5e-12,5.5e-14,4000.0,1.3e-05,4e-06,0.00456,-2.835,-20.99,6.232,15.44,4.511,4.341
1e-09,8.5e-12,5.5e-14,4000.0,1.4e-05,5e-06,0.00471,-3.817,-16.77,6.286,15.75,4.754,4.497
1e-09,8.5e-12,5.5e-14,4000.0,1.4e-05,3e-06,0.00471,-3.048,-17.98,6.241,15.62,4.717,4.523
1e-09,8.5e-12,5.5e-14,4000.0,1.4e-05,4e-06,0.00471,-3.401,-17.41,6.27,15.56,4.749,4.512
1e-09,8.5e-12,5.5e-14,4000.0,1.6e-05,5e-06,0.00498,-5.59,-12.41,6.18,15.81,4.953,4.712
1e-09,8.5e-12,5.5e-14,4000.0,1.6e-05,3e-06,0.00498,-4.435,-13.47,6.125,15.77,4.952,4.826
1e-09,8.5e-12,5.5e-14,4000.0,1.6e-05,4e-06,0.00498,-4.969,-12.95,6.158,15.86,4.959,4.769
1e-09,8.5e-12,5.5e-14,4000.0,1.7e-05,5e-06,0.00509,-6.794,-11.04,6.053,15.79,4.935,4.791
1e-09,8.5e-12,5.5e-14,4000.0,1.7e-05,3e-06,0.00509,-5.368,-12.02,5.994,15.88,4.943,4.916
1e-09,8.5e-12,5.5e-14,4000.0,1.7e-05,4e-06,0.00509,-6.03,-11.53,6.029,15.83,4.952,4.846
1e-09,8.5e-12,5.5e-14,4000.0,1.8e-05,5e-06,0.00521,-8.272,-10.01,5.888,15.75,4.85,4.866
1e-09,8.5e-12,5.5e-14,4000.0,1.8e-05,3e-06,0.00521,-6.499,-10.9,5.828,15.87,4.88,4.986
1e-09,8.5e-12,5.5e-14,4000.0,1.8e-05,4e-06,0.00521,-7.325,-10.45,5.863,15.8,4.876,4.918
1e-09,8.5e-12,5.5e-14,4000.0,1.9e-05,5e-06,0.00531,-10.1,-9.227,5.692,15.65,4.755,4.94
1e-09,8.5e-12,5.5e-14,4000.0,1.9e-05,3e-06,0.00531,-7.864,-10.05,5.632,15.83,4.758,5.053
1e-09,8.5e-12,5.5e-14,4000.0,1.9e-05,4e-06,0.00531,-8.908,-9.638,5.667,15.77,4.753,4.989
1e-09,8.5e-12,5.5e-14,4000.0,2e-05,5e-06,0.00541,-12.4,-8.655,5.473,15.56,4.63,5.011
1e-09,8.5e-12,5.5e-14,4000.0,2e-05,3e-06,0.00541,-9.511,-9.415,5.414,15.81,4.624,5.118
1e-09,8.5e-12,5.5e-14,4000.0,2e-05,4e-06,0.00541,-10.86,-9.033,5.448,15.68,4.636,5.057
1e-09,8.5e-12,8.5e-14,3000.0,1.5e-05,5e-06,0.00534,-5.73,-26.41,5.381,13.28,3.17,4.132
1e-09,8.5e-12,8.5e-14,3000.0,1.5e-05,3e-06,0.00534,-4.552,-27.07,5.325,13.34,3.179,4.144
1e-09,8.5e-12,8.5e-14,3000.0,1.5e-05,4e-06,0.00534,-5.097,-27.77,5.359,13.32,3.181,4.14
1e-09,8.5e-12,8.5e-14,3000.0,1e-05,5e-06,0.00446,-2.436,-12.31,4.221,12.75,1.962,3.053
1e-09,8.5e-12,8.5e-14,3000.0,1e-05,3e-06,0.00446,-1.979,-11.61,4.208,11.78,1.992,2.969
1e-09,8.5e-12,8.5e-14,3000.0,1e-05,4e-06,0.00446,-2.188,-11.94,4.222,12.35,1.989,3.007
1e-09,8.5e-12,8.5e-14,3000.0,1.1e-05,5e-06,0.00467,-2.83,-14.81,4.652,13.18,2.308,3.358
1e-09,8.5e-12,8.5e-14,3000.0,1.1e-05,3e-06,0.00467,-2.288,-13.7,4.627,12.62,2.326,3.273
1e-09,8.5e-12,8.5e-14,3000.0,1.1e-05,4e-06,0.00467,-2.536,-14.22,4.647,13.0,2.329,3.306
1e-09,8.5e-12,8.5e-14,3000.0,1.2e-05,5e-06,0.00486,-3.326,-18.18,4.972,13.33,2.603,3.679
1e-09,8.5e-12,8.5e-14,3000.0,1.2e-05,3e-06,0.00486,-2.677,-16.31,4.937,13.13,2.614,3.523
1e-09,8.5e-12,8.5e-14,3000.0,1.2e-05,4e-06,0.00486,-2.974,-17.17,4.962,13.29,2.619,3.615
1e-09,8.5e-12,8.5e-14,3000.0,1.3e-05,5e-06,0.00503,-3.953,-23.41,5.193,13.28,2.846,3.896
1e-09,8.5e-12,8.5e-14,3000.0,1.3e-05,3e-06,0.00503,-3.166,-19.75,5.149,13.35,2.853,3.867
1e-09,8.5e-12,8.5e-14,3000.0,1.3e-05,4e-06,0.00503,-3.527,-21.32,5.178,13.35,2.859,3.893
1e-09,8.5e-12,8.5e-14,3000.0,1.4e-05,5e-06,0.00519,-4.741,-33.05,5.326,13.32,3.033,4.018
1e-09,8.5e-12,8.5e-14,3000.0,1.4e-05,3e-06,0.00519,-3.782,-24.37,5.275,13.37,3.042,4.035
1e-09,8.5e-12,8.5e-14,3000.0,1.4e-05,4e-06,0.00519,-4.223,-27.56,5.307,13.3,3.047,4.024
1e-09,8.5e-12,8.5e-14,3000.0,1.6e-05,5e-06,0.00548,-6.967,-20.44,5.37,13.29,3.255,4.227
1e-09,8.5e-12,8.5e-14,3000.0,1.6e-05,3e-06,0.00548,-5.513,-23.2,5.311,13.34,3.266,4.26
1e-09,8.5e-12,8.5e-14,3000.0,1.6e-05,4e-06,0.00548,-6.189,-21.98,5.346,13.29,3.268,4.248
1e-09,8.5e-12,8.5e-14,3000.0,1.7e-05,5e-06,0.00561,-8.516,-17.06,5.303,13.31,3.292,4.314
1e-09,8.5e-12,8.5e-14,3000.0,1.7e-05,3e-06,0.00561,-6.708,-19.47,5.242,13.32,3.307,4.364
1e-09,8.5e-12,8.5e-14,3000.0,1.7e-05,4e-06,0.00561,-7.554,-18.3,5.277,13.27,3.305,4.335
1e-09,8.5e-12,8.5e-14,3000.0,1.8e-05,5e-06,0.00572,-10.47,-14.82,5.188,13.29,3.29,4.4
1e-09,8.5e-12,8.5e-14,3000.0,1.8e-05,3e-06,0.00572,-8.191,-16.88,5.127,13.31,3.305,4.445
1e-09,8.5e-12,8.5e-14,3000.0,1.8e-05,4e-06,0.00572,-9.265,-15.85,5.162,13.29,3.301,4.416
1e-09,8.5e-12,8.5e-14,3000.0,1.9e-05,5e-06,0.00583,-12.98,-13.23,5.035,13.26,3.251,4.483
1e-09,8.5e-12,8.5e-14,3000.0,1.9e-05,3e-06,0.00583,-10.04,-15.02,4.974,13.32,3.265,4.518
1e-09,8.5e-12,8.5e-14,3000.0,1.9e-05,4e-06,0.00583,-11.45,-14.12,5.009,13.27,3.263,4.495
1e-09,8.5e-12,8.5e-14,3000.0,2e-05,5e-06,0.00594,-16.36,-12.05,4.851,13.24,3.181,4.56
1e-09,8.5e-12,8.5e-14,3000.0,2e-05,3e-06,0.00594,-12.4,-13.65,4.792,13.3,3.196,4.59
1e-09,8.5e-12,8.5e-14,3000.0,2e-05,4e-06,0.00594,-14.33,-12.84,4.825,13.25,3.192,4.57
1e-09,8.5e-12,8.5e-14,1500.0,1.5e-05,5e-06,0.00649,-9.836,-29.7,2.535,13.22,1.804,4.11
1e-09,8.5e-12,8.5e-14,1500.0,1.5e-05,3e-06,0.00649,-7.676,-28.49,2.519,13.07,1.796,4.109
1e-09,8.5e-12,8.5e-14,1500.0,1.5e-05,4e-06,0.00649,-8.651,-30.37,2.53,13.16,1.805,4.109
1e-09,8.5e-12,8.5e-14,1500.0,1e-05,5e-06,0.00548,-4.75,-11.63,0.933,13.05,0.427,3.042
1e-09,8.5e-12,8.5e-14,1500.0,1e-05,3e-06,0.00548,-3.888,-11.2,0.944,12.6,0.473,2.963
1e-09,8.5e-12,8.5e-14,1500.0,1e-05,4e-06,0.00548,-4.286,-11.41,0.942,12.89,0.458,3.003
1e-09,8.5e-12,8.5e-14,1500.0,1.1e-05,5e-06,0.00572,-5.436,-13.66,1.407,13.23,0.79,3.336
1e-09,8.5e-12,8.5e-14,1500.0,1.1e-05,3e-06,0.00572,-4.416,-13.06,1.412,13.07,0.818,3.265
1e-09,8.5e-12,8.5e-14,1500.0,1.1e-05,4e-06,0.00572,-4.886,-13.36,1.413,13.17,0.811,3.292
1e-09,8.5e-12,8.5e-14,1500.0,1.2e-05,5e-06,0.00594,-6.257,-16.17,1.795,13.24,1.11,3.655
1e-09,8.5e-12,8.5e-14,1500.0,1.2e-05,3e-06,0.00594,-5.041,-15.29,1.794,13.17,1.125,3.519
1e-09,8.5e-12,8.5e-14,1500.0,1.2e-05,4e-06,0.00594,-5.599,-15.73,1.798,13.21,1.125,3.597
1e-09,8.5e-12,8.5e-14,1500.0,1.3e-05,5e-06,0.00614,-7.241,-19.43,2.107,13.24,1.386,3.861
1e-09,8.5e-12,8.5e-14,1500.0,1.3e-05,3e-06,0.00614,-5.781,-18.1,2.101,13.15,1.391,3.842
1e-09,8.5e-12,8.5e-14,1500.0,1.3e-05,4e-06,0.00614,-6.449,-18.78,2.107,13.18,1.395,3.859
1e-09,8.5e-12,8.5e-14,1500.0,1.4e-05,5e-06,0.00632,-8.422,-24.0,2.352,13.26,1.618,3.988
1e-09,8.5e-12,8.5e-14,1500.0,1.4e-05,3e-06,0.00632,-6.654,-22.0,2.34,13.13,1.615,3.996
1e-09,8.5e-12,8.5e-14,1500.0,1.4e-05,4e-06,0.00632,-7.458,-23.12,2.349,13.14,1.622,3.988
1e-09,8.5e-12,8.5e-14,1500.0,1.6e-05,5e-06,0.00664,-11.51,-27.31,2.664,13.18,1.946,4.212
1e-09,8.5e-12,8.5e-14,1500.0,1.6e-05,4e-06,0.00664,-10.05,-32.39,2.657,13.11,1.945,4.226
1e-09,8.5e-12,8.5e-14,1500.0,1.7e-05,5e-06,0.00678,-13.45,-22.61,2.743,13.1,2.043,4.3
1e-09,8.5e-12,8.5e-14,1500.0,1.7e-05,3e-06,0.00678,-10.19,-28.31,2.721,13.03,2.028,4.341
1e-09,8.5e-12,8.5e-14,1500.0,1.7e-05,4e-06,0.00678,-11.63,-25.14,2.735,13.07,2.04,4.319
1e-09,8.5e-12,8.5e-14,1500.0,1.8e-05,5e-06,0.00691,-15.49,-19.55,2.779,12.99,2.095,4.385
1e-09,8.5e-12,8.5e-14,1500.0,1.8e-05,3e-06,0.00691,-11.63,-23.04,2.754,12.98,2.079,4.426
1e-09,8.5e-12,8.5e-14,1500.0,1.8e-05,4e-06,0.00691,-13.33,-21.2,2.769,12.99,2.091,4.399
1e-09,8.5e-12,8.5e-14,1500.0,1.9e-05,5e-06,0.00704,-17.07,-17.48,2.776,12.88,2.103,4.466
1e-09,8.5e-12,8.5e-14,1500.0,1.9e-05,3e-06,0.00704,-13.01,-20.07,2.75,12.9,2.089,4.499
1e-09,8.5e-12,8.5e-14,1500.0,1.9e-05,4e-06,0.00704,-14.88,-18.73,2.765,12.89,2.1,4.477
1e-09,8.5e-12,8.5e-14,1500.0,2e-05,5e-06,0.00715,-17.28,-15.99,2.739,12.8,2.07,4.543
1e-09,8.5e-12,8.5e-14,1500.0,2e-05,3e-06,0.00715,-14.06,-18.12,2.711,12.82,2.059,4.57
1e-09,8.5e-12,8.5e-14,1500.0,2e-05,4e-06,0.00715,-15.75,-17.02,2.727,12.8,2.069,4.552
1e-09,8.5e-12,8.5e-14,2000.0,1.5e-05,5e-06,0.00603,-8.148,-35.36,3.736,13.43,2.483,4.121
1e-09,8.5e-12,8.5e-14,2000.0,1.5e-05,3e-06,0.00603,-6.371,-32.77,3.706,13.36,2.493,4.127
1e-09,8.5e-12,8.5e-14,2000.0,1e-05,5e-06,0.00507,-3.693,-12.03,2.278,12.43,1.166,3.046
1e-09,8.5e-12,8.5e-14,2000.0,1e-05,3e-06,0.00507,-3.01,-11.47,2.279,12.51,1.218,2.966
1e-09,8.5e-12,8.5e-14,2000.0,1e-05,4e-06,0.00507,-3.324,-11.74,2.283,12.43,1.203,3.005
1e-09,8.5e-12,8.5e-14,2000.0,1.1e-05,5e-06,0.0053,-4.258,-14.32,2.738,13.07,1.522,3.347
1e-09,8.5e-12,8.5e-14,2000.0,1.1e-05,3e-06,0.0053,-3.447,-13.47,2.732,12.67,1.562,3.269
1e-09,8.5e-12,8.5e-14,2000.0,1.1e-05,4e-06,0.0053,-3.82,-13.88,2.74,12.7,1.552,3.298
1e-09,8.5e-12,8.5e-14,2000.0,1.2e-05,5e-06,0.00551,-4.95,-17.29,3.105,13.35,1.832,3.667
1e-09,8.5e-12,8.5e-14,2000.0,1.2e-05,3e-06,0.00551,-3.978,-15.95,3.091,12.84,1.862,3.52
1e-09,8.5e-12,8.5e-14,2000.0,1.2e-05,4e-06,0.00551,-4.424,-16.59,3.102,13.17,1.856,3.606
1e-09,8.5e-12,8.5e-14,2000.0,1.3e-05,5e-06,0.0057,-5.801,-21.59,3.388,13.49,2.095,3.879
1e-09,8.5e-12,8.5e-14,2000.0,1.3e-05,3e-06,0.0057,-4.625,-19.22,3.367,13.18,2.117,3.855
1e-09,8.5e-12,8.5e-14,2000.0,1.3e-05,4e-06,0.0057,-5.163,-20.34,3.382,13.33,2.114,3.876
1e-09,8.5e-12,8.5e-14,2000.0,1.4e-05,5e-06,0.00587,-6.849,-29.69,3.595,13.5,2.312,4.003
1e-09,8.5e-12,8.5e-14,2000.0,1.4e-05,3e-06,0.00587,-5.413,-24.08,3.57,13.29,2.328,4.016
