C,R,WN1_RF,WN2_LO,DCPowerConsumption,ConversionGain,NoiseFigure,VoltageSwing
4e-12,4000.0,1.4e-05,1.3e-05,0.0127,-2.928,8.937,0.00232
4e-12,4000.0,1.4e-05,1.4e-05,0.0126,-3.091,8.951,0.00229
4e-12,4000.0,1.4e-05,1.5e-05,0.0126,-3.219,8.972,0.00226
4e-12,4000.0,1.4e-05,1.6e-05,0.0125,-3.312,8.996,0.00224
4e-12,4000.0,1.4e-05,1.7e-05,0.0124,-3.381,9.024,0.00221
4e-12,4000.0,1.4e-05,1.8e-05,0.0124,-3.444,9.057,0.00218
4e-12,4000.0,1.4e-05,1.9e-05,0.0123,-3.512,9.096,0.00215
4e-12,4000.0,1.4e-05,2e-05,0.0123,-3.593,9.138,0.00212
4e-12,4000.0,1.4e-05,2.1e-05,0.0123,-3.685,9.182,0.0021
4e-12,4000.0,1.4e-05,2.2e-05,0.0122,-3.784,9.227,0.00207
4e-12,4000.0,1.4e-05,2.3e-05,0.0122,-3.888,9.274,0.00205
4e-12,4000.0,1.4e-05,2.4e-05,0.0122,-3.991,9.321,0.00202
4e-12,4000.0,1.4e-05,2.5e-05,0.0121,-4.094,9.371,0.002
4e-12,4000.0,1.5e-05,6e-06,0.0136,-2.822,9.668,0.00231
4e-12,4000.0,1.5e-05,5e-06,0.0139,-3.153,10.16,0.00224
4e-12,4000.0,1.5e-05,7e-06,0.0134,-2.791,9.396,0.00235
4e-12,4000.0,1.5e-05,8e-06,0.0132,-2.829,9.209,0.00237
4e-12,4000.0,1.5e-05,9e-06,0.013,-2.773,9.081,0.00237
4e-12,4000.0,1.5e-05,1e-05,0.0129,-2.691,9.018,0.00236
4e-12,4000.0,1.5e-05,1.1e-05,0.0128,-2.711,9.0,0.00234
4e-12,4000.0,1.5e-05,1.2e-05,0.0127,-2.843,8.99,0.00232
4e-12,4000.0,1.5e-05,1.3e-05,0.0126,-3.01,8.988,0.0023
4e-12,4000.0,1.5e-05,1.4e-05,0.0125,-3.161,8.998,0.00227
4e-12,4000.0,1.5e-05,1.5e-05,0.0124,-3.275,9.014,0.00225
4e-12,4000.0,1.5e-05,1.6e-05,0.0123,-3.355,9.035,0.00222
4e-12,4000.0,1.5e-05,1.7e-05,0.0123,-3.415,9.06,0.0022
4e-12,4000.0,1.5e-05,1.8e-05,0.0122,-3.471,9.09,0.00217
4e-12,4000.0,1.5e-05,1.9e-05,0.0122,-3.535,9.126,0.00214
4e-12,4000.0,1.5e-05,2e-05,0.0121,-3.613,9.165,0.00212
4e-12,4000.0,1.5e-05,2.1e-05,0.0121,-3.703,9.207,0.00209
4e-12,4000.0,1.5e-05,2.2e-05,0.012,-3.801,9.25,0.00207
4e-12,4000.0,1.5e-05,2.3e-05,0.012,-3.902,9.294,0.00204
4e-12,4000.0,1.5e-05,2.4e-05,0.012,-4.003,9.34,0.00202
4e-12,4000.0,1.5e-05,2.5e-05,0.0119,-4.103,9.387,0.002
4e-12,4000.0,1.6e-05,6e-06,0.0135,-3.022,9.848,0.00226
4e-12,4000.0,1.6e-05,5e-06,0.0138,-3.373,10.39,0.00218
4e-12,4000.0,1.6e-05,7e-06,0.0133,-2.975,9.541,0.0023
4e-12,4000.0,1.6e-05,8e-06,0.0131,-2.99,9.33,0.00232
4e-12,4000.0,1.6e-05,9e-06,0.0129,-2.914,9.186,0.00233
4e-12,4000.0,1.6e-05,1e-05,0.0128,-2.825,9.115,0.00232
4e-12,4000.0,1.6e-05,1.1e-05,0.0126,-2.845,9.089,0.00231
4e-12,4000.0,1.6e-05,1.2e-05,0.0125,-2.975,9.07,0.00229
4e-12,4000.0,1.6e-05,1.3e-05,0.0124,-3.132,9.063,0.00227
4e-12,4000.0,1.6e-05,1.4e-05,0.0123,-3.271,9.068,0.00225
4e-12,4000.0,1.6e-05,1.5e-05,0.0122,-3.373,9.081,0.00222
4e-12,4000.0,1.6e-05,1.6e-05,0.0122,-3.441,9.097,0.0022
4e-12,4000.0,1.6e-05,1.7e-05,0.0121,-3.493,9.12,0.00217
4e-12,4000.0,1.6e-05,1.8e-05,0.0121,-3.544,9.148,0.00215
4e-12,4000.0,1.6e-05,1.9e-05,0.012,-3.605,9.181,0.00212
4e-12,4000.0,1.6e-05,2e-05,0.012,-3.681,9.218,0.0021
4e-12,4000.0,1.6e-05,2.1e-05,0.0119,-3.769,9.257,0.00208
4e-12,4000.0,1.6e-05,2.2e-05,0.0119,-3.865,9.298,0.00205
4e-12,4000.0,1.6e-05,2.3e-05,0.0118,-3.963,9.341,0.00203
4e-12,4000.0,1.6e-05,2.4e-05,0.0118,-4.062,9.384,0.00201
4e-12,4000.0,1.6e-05,2.5e-05,0.0118,-4.158,9.43,0.00199
4e-12,4000.0,1.7e-05,6e-06,0.0135,-3.25,10.05,0.0022
4e-12,4000.0,1.7e-05,5e-06,0.0137,-3.619,10.64,0.00212
4e-12,4000.0,1.7e-05,7e-06,0.0132,-3.187,9.705,0.00225
4e-12,4000.0,1.7e-05,8e-06,0.013,-3.181,9.471,0.00227
4e-12,4000.0,1.7e-05,9e-06,0.0128,-3.088,9.312,0.00228
4e-12,4000.0,1.7e-05,1e-05,0.0127,-2.994,9.232,0.00227
4e-12,4000.0,1.7e-05,1.1e-05,0.0125,-3.013,9.197,0.00226
4e-12,4000.0,1.7e-05,1.2e-05,0.0124,-3.138,9.171,0.00225
4e-12,4000.0,1.7e-05,1.3e-05,0.0123,-3.287,9.157,0.00223
4e-12,4000.0,1.7e-05,1.4e-05,0.0122,-3.414,9.159,0.00221
4e-12,4000.0,1.7e-05,1.5e-05,0.0121,-3.505,9.167,0.00219
4e-12,4000.0,1.7e-05,1.6e-05,0.012,-3.564,9.181,0.00217
4e-12,4000.0,1.7e-05,1.7e-05,0.012,-3.608,9.201,0.00214
4e-12,4000.0,1.7e-05,1.8e-05,0.0119,-3.655,9.226,0.00212
4e-12,4000.0,1.7e-05,1.9e-05,0.0119,-3.713,9.257,0.0021
4e-12,4000.0,1.7e-05,2e-05,0.0118,-3.787,9.292,0.00207
4e-12,4000.0,1.7e-05,2.1e-05,0.0118,-3.873,9.329,0.00205
4e-12,4000.0,1.7e-05,2.2e-05,0.0117,-3.966,9.368,0.00203
4e-12,4000.0,1.7e-05,2.3e-05,0.0117,-4.063,9.409,0.00201
4e-12,4000.0,1.7e-05,2.4e-05,0.0116,-4.158,9.452,0.00199
4e-12,4000.0,1.7e-05,2.5e-05,0.0116,-4.251,9.496,0.00196
4e-12,4000.0,1.8e-05,6e-06,0.0134,-3.5,10.26,0.00214
4e-12,4000.0,1.8e-05,5e-06,0.0137,-3.885,10.9,0.00206
4e-12,4000.0,1.8e-05,7e-06,0.0132,-3.422,9.884,0.00219
4e-12,4000.0,1.8e-05,8e-06,0.0129,-3.397,9.627,0.00221
4e-12,4000.0,1.8e-05,9e-06,0.0127,-3.289,9.453,0.00222
4e-12,4000.0,1.8e-05,1e-05,0.0126,-3.189,9.364,0.00222
4e-12,4000.0,1.8e-05,1.1e-05,0.0124,-3.208,9.321,0.00221
4e-12,4000.0,1.8e-05,1.2e-05,0.0123,-3.328,9.288,0.0022
4e-12,4000.0,1.8e-05,1.3e-05,0.0122,-3.468,9.269,0.00219
4e-12,4000.0,1.8e-05,1.4e-05,0.0121,-3.585,9.266,0.00217
4e-12,4000.0,1.8e-05,1.5e-05,0.012,-3.665,9.271,0.00215
4e-12,4000.0,1.8e-05,1.6e-05,0.0119,-3.716,9.282,0.00213
4e-12,4000.0,1.8e-05,1.7e-05,0.0118,-3.755,9.3,0.00211
4e-12,4000.0,1.8e-05,1.8e-05,0.0118,-3.797,9.323,0.00208
4e-12,4000.0,1.8e-05,1.9e-05,0.0117,-3.853,9.352,0.00206
4e-12,4000.0,1.8e-05,2e-05,0.0117,-3.924,9.385,0.00204
4e-12,4000.0,1.8e-05,2.1e-05,0.0116,-4.008,9.42,0.00202
4e-12,4000.0,1.8e-05,2.2e-05,0.0116,-4.1,9.458,0.002
4e-12,4000.0,1.8e-05,2.3e-05,0.0115,-4.194,9.497,0.00198
4e-12,4000.0,1.8e-05,2.4e-05,0.0115,-4.287,9.538,0.00196
4e-12,4000.0,1.8e-05,2.5e-05,0.0114,-4.377,9.581,0.00194
4e-12,4000.0,1.9e-05,6e-06,0.0134,-3.766,10.48,0.00208
4e-12,4000.0,1.9e-05,5e-06,0.0136,-4.168,11.17,0.00199
4e-12,4000.0,1.9e-05,7e-06,0.0131,-3.674,10.08,0.00213
4e-12,4000.0,1.9e-05,8e-06,0.0129,-3.632,9.797,0.00215
4e-12,4000.0,1.9e-05,9e-06,0.0127,-3.512,9.609,0.00217
4e-12,4000.0,1.9e-05,1e-05,0.0125,-3.407,9.511,0.00217
4e-12,4000.0,1.9e-05,1.1e-05,0.0123,-3.425,9.46,0.00216
4e-12,4000.0,1.9e-05,1.2e-05,0.0122,-3.54,9.42,0.00215
4e-12,4000.0,1.9e-05,1.3e-05,0.0121,-3.67,9.396,0.00214
4e-12,4000.0,1.9e-05,1.4e-05,0.012,-3.778,9.389,0.00212
4e-12,4000.0,1.9e-05,1.5e-05,0.0119,-3.849,9.39,0.0021
4e-12,4000.0,1.9e-05,1.6e-05,0.0118,-3.893,9.399,0.00208
4e-12,4000.0,1.9e-05,1.7e-05,0.0117,-3.927,9.414,0.00206
4e-12,4000.0,1.9e-05,1.8e-05,0.0116,-3.966,9.435,0.00204
4e-12,4000.0,1.9e-05,1.9e-05,0.0116,-4.019,9.462,0.00202
4e-12,4000.0,1.9e-05,2e-05,0.0115,-4.088,9.493,0.002
4e-12,4000.0,1.9e-05,2.1e-05,0.0115,-4.17,9.527,0.00198
4e-12,4000.0,1.9e-05,2.2e-05,0.0114,-4.259,9.563,0.00196
4e-12,4000.0,1.9e-05,2.3e-05,0.0114,-4.351,9.601,0.00194
4e-12,4000.0,1.9e-05,2.4e-05,0.0113,-4.441,9.641,0.00192
4e-12,4000.0,1.9e-05,2.5e-05,0.0113,-4.528,9.683,0.00191
4e-12,4000.0,2e-05,6e-06,0.0133,-4.046,10.72,0.00201
4e-12,4000.0,2e-05,5e-06,0.0136,-4.463,11.45,0.00192
4e-12,4000.0,2e-05,7e-06,0.013,-3.94,10.28,0.00206
4e-12,4000.0,2e-05,8e-06,0.0128,-3.883,9.979,0.00209
4e-12,4000.0,2e-05,9e-06,0.0126,-3.751,9.777,0.00211
4e-12,4000.0,2e-05,1e-05,0.0124,-3.642,9.67,0.00211
4e-12,4000.0,2e-05,1.1e-05,0.0123,-3.659,9.611,0.00211
4e-12,4000.0,2e-05,1.2e-05,0.0121,-3.768,9.564,0.0021
4e-12,4000.0,2e-05,1.3e-05,0.012,-3.891,9.535,0.00208
4e-12,4000.0,2e-05,1.4e-05,0.0119,-3.989,9.524,0.00207
4e-12,4000.0,2e-05,1.5e-05,0.0118,-4.053,9.522,0.00205
4e-12,4000.0,2e-05,1.6e-05,0.0117,-4.09,9.528,0.00204
4e-12,4000.0,2e-05,1.7e-05,0.0116,-4.119,9.541,0.00202
4e-12,4000.0,2e-05,1.8e-05,0.0115,-4.156,9.561,0.002
4e-12,4000.0,2e-05,1.9e-05,0.0115,-4.206,9.586,0.00198
4e-12,4000.0,2e-05,2e-05,0.0114,-4.274,9.615,0.00196
4e-12,4000.0,2e-05,2.1e-05,0.0113,-4.353,9.647,0.00194
4e-12,4000.0,2e-05,2.2e-05,0.0113,-4.44,9.682,0.00192
4e-12,4000.0,2e-05,2.3e-05,0.0113,-4.529,9.719,0.0019
4e-12,4000.0,2e-05,2.4e-05,0.0112,-4.617,9.758,0.00189
4e-12,4000.0,2e-05,2.5e-05,0.0112,-4.701,9.799,0.00187
4e-12,4000.0,2.1e-05,6e-06,0.0133,-4.336,10.96,0.00195
4e-12,4000.0,2.1e-05,5e-06,0.0136,-4.767,11.74,0.00186
4e-12,4000.0,2.1e-05,7e-06,0.013,-4.218,10.49,0.002
4e-12,4000.0,2.1e-05,8e-06,0.0127,-4.146,10.17,0.00203
4e-12,4000.0,2.1e-05,9e-06,0.0125,-4.005,9.955,0.00204
4e-12,4000.0,2.1e-05,1e-05,0.0123,-3.892,9.839,0.00205
4e-12,4000.0,2.1e-05,1.1e-05,0.0122,-3.906,9.772,0.00205
4e-12,4000.0,2.1e-05,1.2e-05,0.012,-4.01,9.719,0.00204
4e-12,4000.0,2.1e-05,1.3e-05,0.0119,-4.125,9.685,0.00203
4e-12,4000.0,2.1e-05,1.4e-05,0.0118,-4.216,9.67,0.00202
4e-12,4000.0,2.1e-05,1.5e-05,0.0117,-4.272,9.665,0.002
4e-12,4000.0,2.1e-05,1.6e-05,0.0116,-4.304,9.669,0.00199
4e-12,4000.0,2.1e-05,1.7e-05,0.0115,-4.329,9.68,0.00197
4e-12,4000.0,2.1e-05,1.8e-05,0.0114,-4.363,9.698,0.00195
4e-12,4000.0,2.1e-05,1.9e-05,0.0114,-4.411,9.72,0.00193
4e-12,4000.0,2.1e-05,2e-05,0.0113,-4.477,9.748,0.00191
4e-12,4000.0,2.1e-05,2.1e-05,0.0112,-4.554,9.779,0.0019
4e-12,4000.0,2.1e-05,2.2e-05,0.0112,-4.639,9.812,0.00188
4e-12,4000.0,2.1e-05,2.3e-05,0.0111,-4.725,9.848,0.00186
4e-12,4000.0,2.1e-05,2.4e-05,0.0111,-4.81,9.887,0.00185
4e-12,4000.0,2.1e-05,2.5e-05,0.011,-4.892,9.927,0.00183
4e-12,4000.0,2.2e-05,6e-06,0.0132,-4.634,11.21,0.00188
4e-12,4000.0,2.2e-05,5e-06,0.0135,-5.078,12.04,0.00179
4e-12,4000.0,2.2e-05,7e-06,0.0129,-4.504,10.71,0.00194
4e-12,4000.0,2.2e-05,8e-06,0.0127,-4.419,10.37,0.00197
4e-12,4000.0,2.2e-05,9e-06,0.0125,-4.269,10.14,0.00198
4e-12,4000.0,2.2e-05,1e-05,0.0123,-4.153,10.02,0.00199
4e-12,4000.0,2.2e-05,1.1e-05,0.0121,-4.165,9.943,0.00199
4e-12,4000.0,2.2e-05,1.2e-05,0.0119,-4.264,9.883,0.00198
4e-12,4000.0,2.2e-05,1.3e-05,0.0118,-4.372,9.844,0.00197
4e-12,4000.0,2.2e-05,1.4e-05,0.0117,-4.455,9.826,0.00196
4e-12,4000.0,2.2e-05,1.5e-05,0.0116,-4.505,9.818,0.00195
4e-12,4000.0,2.2e-05,1.6e-05,0.0115,-4.531,9.819,0.00193
4e-12,4000.0,2.2e-05,1.7e-05,0.0114,-4.553,9.828,0.00192
4e-12,4000.0,2.2e-05,1.8e-05,0.0113,-4.584,9.844,0.0019
4e-12,4000.0,2.2e-05,1.9e-05,0.0113,-4.631,9.865,0.00188
4e-12,4000.0,2.2e-05,2e-05,0.0112,-4.694,9.891,0.00187
4e-12,4000.0,2.2e-05,2.1e-05,0.0111,-4.769,9.921,0.00185
4e-12,4000.0,2.2e-05,2.2e-05,0.0111,-4.852,9.953,0.00183
4e-12,4000.0,2.2e-05,2.3e-05,0.011,-4.936,9.988,0.00182
4e-12,4000.0,2.2e-05,2.4e-05,0.011,-5.018,10.03,0.0018
4e-12,4000.0,2.2e-05,2.5e-05,0.0109,-5.097,10.07,0.00179
4e-12,4000.0,2.3e-05,6e-06,0.0132,-4.937,11.47,0.00182
4e-12,4000.0,2.3e-05,5e-06,0.0135,-5.394,12.34,0.00173
4e-12,4000.0,2.3e-05,7e-06,0.0129,-4.796,10.94,0.00187
4e-12,4000.0,2.3e-05,8e-06,0.0126,-4.7,10.58,0.0019
4e-12,4000.0,2.3e-05,9e-06,0.0124,-4.542,10.34,0.00192
4e-12,4000.0,2.3e-05,1e-05,0.0122,-4.423,10.2,0.00193
4e-12,4000.0,2.3e-05,1.1e-05,0.012,-4.432,10.12,0.00193
4e-12,4000.0,2.3e-05,1.2e-05,0.0119,-4.526,10.05,0.00192
4e-12,4000.0,2.3e-05,1.3e-05,0.0117,-4.627,10.01,0.00192
4e-12,4000.0,2.3e-05,1.4e-05,0.0116,-4.704,9.989,0.00191
4e-12,4000.0,2.3e-05,1.5e-05,0.0115,-4.748,9.979,0.00189
4e-12,4000.0,2.3e-05,1.6e-05,0.0114,-4.77,9.978,0.00188
4e-12,4000.0,2.3e-05,1.7e-05,0.0113,-4.789,9.985,0.00187
4e-12,4000.0,2.3e-05,1.8e-05,0.0112,-4.817,9.999,0.00185
4e-12,4000.0,2.3e-05,1.9e-05,0.0112,-4.862,10.02,0.00184
4e-12,4000.0,2.3e-05,2e-05,0.0111,-4.923,10.04,0.00182
4e-12,4000.0,2.3e-05,2.1e-05,0.011,-4.996,10.07,0.0018
4e-12,4000.0,2.3e-05,2.2e-05,0.011,-5.076,10.1,0.00179
4e-12,4000.0,2.3e-05,2.3e-05,0.0109,-5.158,10.14,0.00177
4e-12,4000.0,2.3e-05,2.4e-05,0.0109,-5.238,10.17,0.00176
4e-12,4000.0,2.3e-05,2.5e-05,0.0108,-5.315,10.21,0.00174
4e-12,4000.0,2.4e-05,6e-06,0.0131,-5.245,11.73,0.00175
4e-12,4000.0,2.4e-05,5e-06,0.0134,-5.713,12.64,0.00166
4e-12,4000.0,2.4e-05,7e-06,0.0128,-5.094,11.17,0.00181
4e-12,4000.0,2.4e-05,8e-06,0.0126,-4.987,10.79,0.00184
4e-12,4000.0,2.4e-05,9e-06,0.0124,-4.821,10.54,0.00186
4e-12,4000.0,2.4e-05,1e-05,0.0122,-4.699,10.4,0.00187
4e-12,4000.0,2.4e-05,1.1e-05,0.012,-4.706,10.31,0.00187
4e-12,4000.0,2.4e-05,1.2e-05,0.0118,-4.795,10.23,0.00187
4e-12,4000.0,2.4e-05,1.3e-05,0.0117,-4.89,10.19,0.00186
4e-12,4000.0,2.4e-05,1.4e-05,0.0115,-4.961,10.16,0.00185
4e-12,4000.0,2.4e-05,1.5e-05,0.0114,-4.999,10.15,0.00184
4e-12,4000.0,2.4e-05,1.6e-05,0.0113,-5.017,10.14,0.00183
4e-12,4000.0,2.4e-05,1.7e-05,0.0112,-5.033,10.15,0.00181
4e-12,4000.0,2.4e-05,1.8e-05,0.0111,-5.059,10.16,0.0018
4e-12,4000.0,2.4e-05,1.9e-05,0.0111,-5.102,10.18,0.00179
4e-12,4000.0,2.4e-05,2e-05,0.011,-5.161,10.2,0.00177
4e-12,4000.0,2.4e-05,2.1e-05,0.0109,-5.233,10.23,0.00176
4e-12,4000.0,2.4e-05,2.2e-05,0.0109,-5.31,10.26,0.00174
4e-12,4000.0,2.4e-05,2.3e-05,0.0108,-5.39,10.29,0.00173
4e-12,4000.0,2.4e-05,2.4e-05,0.0108,-5.468,10.33,0.00171
4e-12,4000.0,2.4e-05,2.5e-05,0.0107,-5.542,10.37,0.0017
4e-12,4000.0,2.5e-05,6e-06,0.0131,-5.556,12.0,0.00169
4e-12,4000.0,2.5e-05,5e-06,0.0134,-6.035,12.94,0.0016
4e-12,4000.0,2.5e-05,7e-06,0.0128,-5.395,11.41,0.00175
4e-12,4000.0,2.5e-05,8e-06,0.0125,-5.278,11.01,0.00178
4e-12,4000.0,2.5e-05,9e-06,0.0123,-5.106,10.75,0.0018
4e-12,4000.0,2.5e-05,1e-05,0.0121,-4.981,10.6,0.00181
4e-12,4000.0,2.5e-05,1.1e-05,0.0119,-4.986,10.5,0.00181
4e-12,4000.0,2.5e-05,1.2e-05,0.0117,-5.069,10.42,0.00181
4e-12,4000.0,2.5e-05,1.3e-05,0.0116,-5.158,10.37,0.0018
4e-12,4000.0,2.5e-05,1.4e-05,0.0115,-5.224,10.34,0.00179
4e-12,4000.0,2.5e-05,1.5e-05,0.0114,-5.257,10.32,0.00178
4e-12,4000.0,2.5e-05,1.6e-05,0.0113,-5.272,10.32,0.00177
4e-12,4000.0,2.5e-05,1.7e-05,0.0112,-5.285,10.32,0.00176
4e-12,4000.0,2.5e-05,1.8e-05,0.0111,-5.309,10.33,0.00175
4e-12,4000.0,2.5e-05,1.9e-05,0.011,-5.349,10.35,0.00173
4e-12,4000.0,2.5e-05,2e-05,0.0109,-5.407,10.37,0.00172
4e-12,4000.0,2.5e-05,2.1e-05,0.0109,-5.476,10.39,0.00171
4e-12,4000.0,2.5e-05,2.2e-05,0.0108,-5.552,10.42,0.00169
4e-12,4000.0,2.5e-05,2.3e-05,0.0107,-5.629,10.46,0.00168
4e-12,4000.0,2.5e-05,2.4e-05,0.0107,-5.705,10.49,0.00167
4e-12,4000.0,2.5e-05,2.5e-05,0.0106,-5.777,10.53,0.00165
4e-12,4000.0,2.6e-05,6e-06,0.0131,-5.869,12.26,0.00163
4e-12,4000.0,2.6e-05,5e-06,0.0134,-6.358,13.25,0.00154
4e-12,4000.0,2.6e-05,7e-06,0.0128,-5.698,11.66,0.00169
4e-12,4000.0,2.6e-05,8e-06,0.0125,-5.572,11.24,0.00172
4e-12,4000.0,2.6e-05,9e-06,0.0123,-5.394,10.96,0.00174
4e-12,4000.0,2.6e-05,1e-05,0.0121,-5.266,10.8,0.00175
4e-12,4000.0,2.6e-05,1.1e-05,0.0119,-5.269,10.69,0.00175
4e-12,4000.0,2.6e-05,1.2e-05,0.0117,-5.348,10.61,0.00175
4e-12,4000.0,2.6e-05,1.3e-05,0.0115,-5.431,10.55,0.00175
4e-12,4000.0,2.6e-05,1.4e-05,0.0114,-5.491,10.52,0.00174
4e-12,4000.0,2.6e-05,1.5e-05,0.0113,-5.52,10.5,0.00173
4e-12,4000.0,2.6e-05,1.6e-05,0.0112,-5.531,10.49,0.00172
4e-12,4000.0,2.6e-05,1.7e-05,0.0111,-5.542,10.5,0.00171
4e-12,4000.0,2.6e-05,1.8e-05,0.011,-5.564,10.5,0.0017
4e-12,4000.0,2.6e-05,1.9e-05,0.0109,-5.603,10.52,0.00168
4e-12,4000.0,2.6e-05,2e-05,0.0108,-5.659,10.54,0.00167
4e-12,4000.0,2.6e-05,2.1e-05,0.0108,-5.726,10.57,0.00166
4e-12,4000.0,2.6e-05,2.2e-05,0.0107,-5.8,10.59,0.00165
4e-12,4000.0,2.6e-05,2.3e-05,0.0107,-5.875,10.63,0.00163
4e-12,4000.0,2.6e-05,2.4e-05,0.0106,-5.949,10.66,0.00162
4e-12,4000.0,2.6e-05,2.5e-05,0.0106,-6.018,10.7,0.00161
4e-12,4000.0,2.7e-05,6e-06,0.013,-6.182,12.54,0.00157
4e-12,4000.0,2.7e-05,5e-06,0.0134,-6.682,13.56,0.00149
4e-12,4000.0,2.7e-05,7e-06,0.0127,-6.003,11.9,0.00163
4e-12,4000.0,2.7e-05,8e-06,0.0125,-5.868,11.47,0.00166
4e-12,4000.0,2.7e-05,9e-06,0.0122,-5.685,11.18,0.00168
4e-12,4000.0,2.7e-05,1e-05,0.012,-5.554,11.01,0.00169
4e-12,4000.0,2.7e-05,1.1e-05,0.0118,-5.554,10.89,0.0017
4e-12,4000.0,2.7e-05,1.2e-05,0.0116,-5.629,10.8,0.0017
4e-12,4000.0,2.7e-05,1.3e-05,0.0115,-5.707,10.74,0.00169
4e-12,4000.0,2.7e-05,1.4e-05,0.0114,-5.762,10.71,0.00169
4e-12,4000.0,2.7e-05,1.5e-05,0.0112,-5.788,10.69,0.00168
4e-12,4000.0,2.7e-05,1.6e-05,0.0111,-5.795,10.68,0.00167
4e-12,4000.0,2.7e-05,1.7e-05,0.011,-5.804,10.68,0.00166
4e-12,4000.0,2.7e-05,1.8e-05,0.0109,-5.824,10.68,0.00165
4e-12,4000.0,2.7e-05,1.9e-05,0.0108,-5.861,10.7,0.00164
4e-12,4000.0,2.7e-05,2e-05,0.0108,-5.915,10.72,0.00162
4e-12,4000.0,2.7e-05,2.1e-05,0.0107,-5.981,10.74,0.00161
4e-12,4000.0,2.7e-05,2.2e-05,0.0106,-6.052,10.77,0.0016
4e-12,4000.0,2.7e-05,2.3e-05,0.0106,-6.126,10.8,0.00159
4e-12,4000.0,2.7e-05,2.4e-05,0.0105,-6.197,10.84,0.00158
4e-12,4000.0,2.7e-05,2.5e-05,0.0105,-6.265,10.87,0.00156
4e-12,4000.0,2.8e-05,6e-06,0.013,-6.496,12.81,0.00152
4e-12,4000.0,2.8e-05,5e-06,0.0133,-7.005,13.86,0.00143
4e-12,4000.0,2.8e-05,7e-06,0.0127,-6.308,12.15,0.00157
4e-12,4000.0,2.8e-05,8e-06,0.0124,-6.166,11.7,0.00161
4e-12,4000.0,2.8e-05,9e-06,0.0122,-5.977,11.4,0.00163
4e-12,4000.0,2.8e-05,1e-05,0.012,-5.844,11.22,0.00164
4e-12,4000.0,2.8e-05,1.1e-05,0.0118,-5.842,11.1,0.00164
4e-12,4000.0,2.8e-05,1.2e-05,0.0116,-5.912,11.0,0.00164
4e-12,4000.0,2.8e-05,1.3e-05,0.0114,-5.985,10.94,0.00164
4e-12,4000.0,2.8e-05,1.4e-05,0.0113,-6.036,10.9,0.00163
4e-12,4000.0,2.8e-05,1.5e-05,0.0112,-6.058,10.88,0.00163
4e-12,4000.0,2.8e-05,1.6e-05,0.0111,-6.063,10.86,0.00162
4e-12,4000.0,2.8e-05,1.7e-05,0.011,-6.069,10.86,0.00161
4e-12,4000.0,2.8e-05,1.8e-05,0.0109,-6.087,10.87,0.0016
4e-12,4000.0,2.8e-05,1.9e-05,0.0108,-6.123,10.88,0.00159
4e-12,4000.0,2.8e-05,2e-05,0.0107,-6.175,10.9,0.00158
4e-12,4000.0,2.8e-05,2.1e-05,0.0106,-6.239,10.92,0.00157
4e-12,4000.0,2.8e-05,2.2e-05,0.0106,-6.308,10.95,0.00155
4e-12,4000.0,2.8e-05,2.3e-05,0.0105,-6.38,10.98,0.00154
4e-12,4000.0,2.8e-05,2.4e-05,0.0105,-6.449,11.02,0.00153
4e-12,4000.0,2.8e-05,2.5e-05,0.0104,-6.515,11.05,0.00152
4e-12,4000.0,2.9e-05,6e-06,0.013,-6.809,13.09,0.00147
4e-12,4000.0,2.9e-05,5e-06,0.0133,-7.327,14.17,0.00138
4e-12,4000.0,2.9e-05,7e-06,0.0127,-6.614,12.41,0.00152
4e-12,4000.0,2.9e-05,8e-06,0.0124,-6.464,11.94,0.00155
4e-12,4000.0,2.9e-05,9e-06,0.0122,-6.271,11.62,0.00157
4e-12,4000.0,2.9e-05,1e-05,0.0119,-6.135,11.43,0.00158
4e-12,4000.0,2.9e-05,1.1e-05,0.0117,-6.13,11.31,0.00159
4e-12,4000.0,2.9e-05,1.2e-05,0.0115,-6.196,11.21,0.00159
4e-12,4000.0,2.9e-05,1.3e-05,0.0114,-6.265,11.14,0.00159
4e-12,4000.0,2.9e-05,1.4e-05,0.0112,-6.312,11.09,0.00158
4e-12,4000.0,2.9e-05,1.5e-05,0.0111,-6.33,11.07,0.00158
4e-12,4000.0,2.9e-05,1.6e-05,0.011,-6.332,11.05,0.00157
4e-12,4000.0,2.9e-05,1.7e-05,0.0109,-6.336,11.05,0.00156
4e-12,4000.0,2.9e-05,1.8e-05,0.0108,-6.353,11.05,0.00155
4e-12,4000.0,2.9e-05,1.9e-05,0.0107,-6.387,11.06,0.00154
4e-12,4000.0,2.9e-05,2e-05,0.0106,-6.437,11.08,0.00153
4e-12,4000.0,2.9e-05,2.1e-05,0.0106,-6.499,11.1,0.00152
4e-12,4000.0,2.9e-05,2.2e-05,0.0105,-6.567,11.13,0.00151
4e-12,4000.0,2.9e-05,2.3e-05,0.0104,-6.637,11.16,0.0015
4e-12,4000.0,2.9e-05,2.4e-05,0.0104,-6.704,11.2,0.00149
4e-12,4000.0,2.9e-05,2.5e-05,0.0103,-6.768,11.23,0.00148
4e-12,4000.0,3e-05,6e-06,0.013,-7.121,13.36,0.00141
4e-12,4000.0,3e-05,5e-06,0.0133,-7.648,14.48,0.00133
4e-12,4000.0,3e-05,7e-06,0.0127,-6.919,12.66,0.00147
