L,Wn,Wvar,DCPowerConsumption,OscillationFrequency,TuningRange,OutputPower,PhaseNoise
3.2e-10,2.75e-05,6.5e-06,0.00876,25200000000.0,657000000.0,2.874,-101.6
3.2e-10,2.75e-05,7e-06,0.00876,25100000000.0,701000000.0,2.92,-102.5
3.2e-10,2.75e-05,7.5e-06,0.00876,25000000000.0,740000000.0,2.952,-101.0
3.2e-10,2.75e-05,8e-06,0.00876,24900000000.0,778000000.0,2.991,-99.68
3.2e-10,2.75e-05,8.5e-06,0.00876,24800000000.0,823000000.0,3.025,-103.0
3.2e-10,2.75e-05,9e-06,0.00876,24700000000.0,864000000.0,3.056,-102.9
3.2e-10,2.75e-05,9.5e-06,0.00876,24700000000.0,908000000.0,3.083,-103.2
3.2e-10,2.75e-05,1.05e-05,0.00876,24500000000.0,984000000.0,3.122,-102.3
3.2e-10,2.75e-05,1.1e-05,0.00876,24400000000.0,996000000.0,3.141,-101.9
3.2e-10,2.75e-05,1.15e-05,0.00876,24300000000.0,1040000000.0,3.148,-103.0
3.2e-10,2.75e-05,1.2e-05,0.00876,24300000000.0,1060000000.0,3.163,-102.4
3.2e-10,2.75e-05,1.25e-05,0.00876,24200000000.0,1090000000.0,3.163,-102.4
3.2e-10,2.75e-05,1.3e-05,0.00876,24100000000.0,1110000000.0,3.162,-101.1
3.2e-10,2.75e-05,1.35e-05,0.00876,24000000000.0,1130000000.0,3.162,-100.5
3.2e-10,2.75e-05,1.4e-05,0.00876,24000000000.0,1170000000.0,3.162,-101.6
3.2e-10,2.75e-05,1.45e-05,0.00876,23900000000.0,1170000000.0,3.147,-100.3
3.2e-10,2.75e-05,1.5e-05,0.00876,23800000000.0,1200000000.0,3.139,-100.0
3.2e-10,2.75e-05,1.55e-05,0.00876,23800000000.0,1220000000.0,3.118,-100.7
3.2e-10,2.75e-05,1.6e-05,0.00876,23700000000.0,1230000000.0,3.102,-99.98
3.2e-10,2.75e-05,1.65e-05,0.00876,23600000000.0,1250000000.0,3.089,-100.3
3.2e-10,2.75e-05,1.7e-05,0.00876,23600000000.0,1270000000.0,3.068,-100.6
3.2e-10,2.75e-05,1.75e-05,0.00876,23500000000.0,1280000000.0,3.041,-99.6
3.2e-10,2.75e-05,1.8e-05,0.00876,23400000000.0,1290000000.0,3.015,-99.87
3.2e-10,2.75e-05,1.85e-05,0.00876,23400000000.0,1310000000.0,2.984,-100.2
3.2e-10,2.75e-05,1.9e-05,0.00876,23300000000.0,1310000000.0,2.947,-99.6
3.2e-10,2.75e-05,1.95e-05,0.00876,23300000000.0,1320000000.0,2.914,-99.32
3.2e-10,2.75e-05,2e-05,0.00876,23200000000.0,1310000000.0,2.875,-99.24
3.2e-10,2.75e-05,2.05e-05,0.00876,23200000000.0,1320000000.0,2.836,-98.77
3.2e-10,2.75e-05,2.1e-05,0.00876,23100000000.0,1320000000.0,2.796,-99.05
3.2e-10,2.75e-05,2.15e-05,0.00876,23100000000.0,1330000000.0,2.752,-98.81
3.2e-10,2.75e-05,2.2e-05,0.00876,23000000000.0,1330000000.0,2.706,-99.88
3.2e-10,2.75e-05,2.25e-05,0.00876,23000000000.0,1320000000.0,2.66,-99.11
3.2e-10,2.75e-05,2.3e-05,0.00876,22900000000.0,1330000000.0,2.611,-98.71
3.2e-10,2.75e-05,2.35e-05,0.00876,22900000000.0,1310000000.0,2.561,-99.37
3.2e-10,2.75e-05,2.4e-05,0.00876,22900000000.0,1310000000.0,2.507,-98.64
3.2e-10,2.75e-05,2.45e-05,0.00876,22800000000.0,1290000000.0,2.446,-98.52
3.2e-10,2.75e-05,2.5e-05,0.00876,22800000000.0,1280000000.0,2.393,-98.65
3.2e-10,2.75e-05,2.55e-05,0.00876,22800000000.0,1270000000.0,2.334,-98.39
3.2e-10,2.75e-05,2.6e-05,0.00876,22700000000.0,1260000000.0,2.283,-98.88
3.2e-10,2.75e-05,2.65e-05,0.00876,22700000000.0,1260000000.0,2.223,-98.78
3.2e-10,2.75e-05,2.7e-05,0.00876,22700000000.0,1240000000.0,2.164,-98.87
3.2e-10,2.75e-05,2.75e-05,0.00876,22700000000.0,1210000000.0,2.099,-98.46
3.2e-10,2.75e-05,2.8e-05,0.00876,22600000000.0,1200000000.0,2.031,-98.22
3.2e-10,2.75e-05,2.85e-05,0.00876,22600000000.0,1180000000.0,1.969,-97.77
3.2e-10,2.75e-05,2.9e-05,0.00876,22600000000.0,1160000000.0,1.911,-99.02
3.2e-10,2.75e-05,2.95e-05,0.00876,22600000000.0,1140000000.0,1.842,-98.33
3.2e-10,2.75e-05,3e-05,0.00876,22600000000.0,1110000000.0,1.778,-98.36
3.2e-10,2.8e-05,1e-05,0.00874,24400000000.0,923000000.0,2.92,-101.9
3.2e-10,2.8e-05,5e-06,0.00874,25300000000.0,497000000.0,2.492,-101.3
3.2e-10,2.8e-05,5.5e-06,0.00874,25200000000.0,543000000.0,2.567,-100.5
3.2e-10,2.8e-05,6e-06,0.00874,25100000000.0,589000000.0,2.619,-101.4
3.2e-10,2.8e-05,6.5e-06,0.00874,25000000000.0,642000000.0,2.665,-101.7
3.2e-10,2.8e-05,7e-06,0.00874,24900000000.0,691000000.0,2.712,-101.7
3.2e-10,2.8e-05,7.5e-06,0.00874,24900000000.0,732000000.0,2.767,-102.3
3.2e-10,2.8e-05,8e-06,0.00874,24800000000.0,770000000.0,2.803,-101.8
3.2e-10,2.8e-05,8.5e-06,0.00874,24700000000.0,820000000.0,2.836,-102.8
3.2e-10,2.8e-05,9e-06,0.00874,24600000000.0,851000000.0,2.862,-102.9
3.2e-10,2.8e-05,9.5e-06,0.00874,24500000000.0,906000000.0,2.894,-102.7
3.2e-10,2.8e-05,1.05e-05,0.00874,24400000000.0,974000000.0,2.937,-102.7
3.2e-10,2.8e-05,1.1e-05,0.00874,24300000000.0,992000000.0,2.952,-102.3
3.2e-10,2.8e-05,1.15e-05,0.00874,24200000000.0,1020000000.0,2.966,-102.2
3.2e-10,2.8e-05,1.2e-05,0.00874,24100000000.0,1050000000.0,2.97,-102.5
3.2e-10,2.8e-05,1.25e-05,0.00874,24100000000.0,1080000000.0,2.982,-101.8
3.2e-10,2.8e-05,1.3e-05,0.00874,24000000000.0,1110000000.0,2.976,-103.3
3.2e-10,2.8e-05,1.35e-05,0.00874,23900000000.0,1130000000.0,2.974,-103.4
3.2e-10,2.8e-05,1.4e-05,0.00874,23800000000.0,1150000000.0,2.976,-101.4
3.2e-10,2.8e-05,1.45e-05,0.00874,23800000000.0,1180000000.0,2.973,-101.6
3.2e-10,2.8e-05,1.5e-05,0.00874,23700000000.0,1210000000.0,2.962,-101.9
3.2e-10,2.8e-05,1.55e-05,0.00874,23600000000.0,1220000000.0,2.949,-101.3
3.2e-10,2.8e-05,1.6e-05,0.00874,23600000000.0,1240000000.0,2.932,-101.3
3.2e-10,2.8e-05,1.65e-05,0.00874,23500000000.0,1260000000.0,2.908,-101.0
3.2e-10,2.8e-05,1.7e-05,0.00874,23400000000.0,1270000000.0,2.893,-101.4
3.2e-10,2.8e-05,1.75e-05,0.00874,23400000000.0,1270000000.0,2.861,-100.1
3.2e-10,2.8e-05,1.8e-05,0.00874,23300000000.0,1300000000.0,2.84,-100.9
3.2e-10,2.8e-05,1.85e-05,0.00874,23300000000.0,1300000000.0,2.807,-100.6
3.2e-10,2.8e-05,1.9e-05,0.00874,23200000000.0,1300000000.0,2.774,-99.76
3.2e-10,2.8e-05,1.95e-05,0.00874,23100000000.0,1310000000.0,2.742,-99.98
3.2e-10,2.8e-05,2e-05,0.00874,23100000000.0,1320000000.0,2.71,-100.3
3.2e-10,2.8e-05,2.05e-05,0.00874,23000000000.0,1320000000.0,2.668,-99.34
3.2e-10,2.8e-05,2.1e-05,0.00874,23000000000.0,1330000000.0,2.63,-100.0
3.2e-10,2.8e-05,2.15e-05,0.00874,22900000000.0,1330000000.0,2.587,-99.93
3.2e-10,2.8e-05,2.2e-05,0.00874,22900000000.0,1320000000.0,2.541,-99.57
3.2e-10,2.8e-05,2.25e-05,0.00874,22900000000.0,1320000000.0,2.498,-99.36
3.2e-10,2.8e-05,2.3e-05,0.00874,22800000000.0,1320000000.0,2.45,-99.39
3.2e-10,2.8e-05,2.35e-05,0.00874,22800000000.0,1330000000.0,2.397,-99.27
3.2e-10,2.8e-05,2.4e-05,0.00874,22700000000.0,1310000000.0,2.345,-99.16
3.2e-10,2.8e-05,2.45e-05,0.00874,22700000000.0,1310000000.0,2.299,-99.39
3.2e-10,2.8e-05,2.5e-05,0.00874,22700000000.0,1300000000.0,2.245,-99.71
3.2e-10,2.8e-05,2.55e-05,0.00874,22600000000.0,1280000000.0,2.18,-98.86
3.2e-10,2.8e-05,2.6e-05,0.00874,22600000000.0,1270000000.0,2.133,-100.0
3.2e-10,2.8e-05,2.65e-05,0.00874,22600000000.0,1270000000.0,2.065,-98.45
3.2e-10,2.8e-05,2.7e-05,0.00874,22600000000.0,1250000000.0,2.008,-98.91
3.2e-10,2.8e-05,2.75e-05,0.00874,22500000000.0,1230000000.0,1.946,-98.68
3.2e-10,2.8e-05,2.8e-05,0.00874,22500000000.0,1210000000.0,1.888,-98.95
3.2e-10,2.8e-05,2.85e-05,0.00874,22500000000.0,1190000000.0,1.826,-98.89
3.2e-10,2.8e-05,2.9e-05,0.00874,22500000000.0,1170000000.0,1.768,-99.24
3.2e-10,2.8e-05,2.95e-05,0.00874,22500000000.0,1150000000.0,1.705,-99.38
3.2e-10,2.8e-05,3e-05,0.00874,22400000000.0,1130000000.0,1.642,-99.51
3.2e-10,2.85e-05,1e-05,0.00871,24300000000.0,928000000.0,2.724,-102.9
3.2e-10,2.85e-05,5e-06,0.00871,25100000000.0,487000000.0,2.295,-101.1
3.2e-10,2.85e-05,5.5e-06,0.00871,25000000000.0,535000000.0,2.354,-101.2
3.2e-10,2.85e-05,6e-06,0.00871,24900000000.0,582000000.0,2.414,-101.5
3.2e-10,2.85e-05,6.5e-06,0.00871,24800000000.0,629000000.0,2.483,-98.47
3.2e-10,2.85e-05,7e-06,0.00871,24800000000.0,672000000.0,2.532,-102.0
3.2e-10,2.85e-05,7.5e-06,0.00871,24700000000.0,720000000.0,2.574,-102.1
3.2e-10,2.85e-05,8e-06,0.00871,24600000000.0,760000000.0,2.613,-102.3
3.2e-10,2.85e-05,8.5e-06,0.00871,24500000000.0,800000000.0,2.636,-102.0
3.2e-10,2.85e-05,9e-06,0.00871,24500000000.0,847000000.0,2.669,-102.4
3.2e-10,2.85e-05,9.5e-06,0.00871,24400000000.0,868000000.0,2.697,-102.7
3.2e-10,2.85e-05,1.05e-05,0.00871,24200000000.0,949000000.0,2.751,-102.8
3.2e-10,2.85e-05,1.1e-05,0.00871,24100000000.0,980000000.0,2.76,-102.9
3.2e-10,2.85e-05,1.15e-05,0.00871,24100000000.0,1020000000.0,2.781,-103.1
3.2e-10,2.85e-05,1.2e-05,0.00871,24000000000.0,1060000000.0,2.788,-103.1
3.2e-10,2.85e-05,1.25e-05,0.00871,23900000000.0,1090000000.0,2.792,-103.0
3.2e-10,2.85e-05,1.3e-05,0.00871,23800000000.0,1110000000.0,2.801,-101.4
3.2e-10,2.85e-05,1.35e-05,0.00871,23800000000.0,1130000000.0,2.802,-101.7
3.2e-10,2.85e-05,1.4e-05,0.00871,23700000000.0,1160000000.0,2.791,-103.1
3.2e-10,2.85e-05,1.45e-05,0.00871,23600000000.0,1180000000.0,2.786,-102.5
3.2e-10,2.85e-05,1.5e-05,0.00871,23600000000.0,1180000000.0,2.776,-101.8
3.2e-10,2.85e-05,1.55e-05,0.00871,23500000000.0,1230000000.0,2.769,-102.1
3.2e-10,2.85e-05,1.6e-05,0.00871,23400000000.0,1230000000.0,2.755,-100.7
3.2e-10,2.85e-05,1.65e-05,0.00871,23400000000.0,1250000000.0,2.74,-100.8
3.2e-10,2.85e-05,1.7e-05,0.00871,23300000000.0,1270000000.0,2.72,-101.5
3.2e-10,2.85e-05,1.75e-05,0.00871,23200000000.0,1270000000.0,2.696,-101.2
3.2e-10,2.85e-05,1.8e-05,0.00871,23200000000.0,1300000000.0,2.666,-101.1
3.2e-10,2.85e-05,1.85e-05,0.00871,23100000000.0,1310000000.0,2.641,-101.1
3.2e-10,2.85e-05,1.9e-05,0.00871,23100000000.0,1310000000.0,2.606,-100.9
3.2e-10,2.85e-05,1.95e-05,0.00871,23000000000.0,1320000000.0,2.571,-100.7
3.2e-10,2.85e-05,2e-05,0.00871,23000000000.0,1330000000.0,2.543,-100.8
3.2e-10,2.85e-05,2.05e-05,0.00871,22900000000.0,1340000000.0,2.505,-101.1
3.2e-10,2.85e-05,2.1e-05,0.00871,22900000000.0,1330000000.0,2.465,-100.3
3.2e-10,2.85e-05,2.15e-05,0.00871,22800000000.0,1330000000.0,2.424,-100.1
3.2e-10,2.85e-05,2.2e-05,0.00871,22800000000.0,1340000000.0,2.378,-100.1
3.2e-10,2.85e-05,2.25e-05,0.00871,22700000000.0,1340000000.0,2.336,-99.79
3.2e-10,2.85e-05,2.3e-05,0.00871,22700000000.0,1340000000.0,2.286,-99.79
3.2e-10,2.85e-05,2.35e-05,0.00871,22700000000.0,1330000000.0,2.237,-99.56
3.2e-10,2.85e-05,2.4e-05,0.00871,22600000000.0,1320000000.0,2.194,-99.99
3.2e-10,2.85e-05,2.45e-05,0.00871,22600000000.0,1310000000.0,2.137,-99.82
3.2e-10,2.85e-05,2.5e-05,0.00871,22600000000.0,1320000000.0,2.087,-99.58
3.2e-10,2.85e-05,2.55e-05,0.00871,22500000000.0,1300000000.0,2.033,-99.62
3.2e-10,2.85e-05,2.6e-05,0.00871,22500000000.0,1290000000.0,1.976,-99.51
3.2e-10,2.85e-05,2.65e-05,0.00871,22500000000.0,1270000000.0,1.916,-99.27
3.2e-10,2.85e-05,2.7e-05,0.00871,22400000000.0,1270000000.0,1.865,-99.65
3.2e-10,2.85e-05,2.75e-05,0.00871,22400000000.0,1250000000.0,1.8,-98.92
3.2e-10,2.85e-05,2.8e-05,0.00871,22400000000.0,1230000000.0,1.748,-99.6
3.2e-10,2.85e-05,2.85e-05,0.00871,22400000000.0,1220000000.0,1.69,-100.0
3.2e-10,2.85e-05,2.9e-05,0.00871,22400000000.0,1190000000.0,1.621,-99.09
3.2e-10,2.85e-05,2.95e-05,0.00871,22300000000.0,1170000000.0,1.565,-99.81
3.2e-10,2.85e-05,3e-05,0.00871,22300000000.0,1140000000.0,1.498,-98.9
3.2e-10,2.9e-05,1e-05,0.00869,24200000000.0,899000000.0,2.54,-102.7
3.2e-10,2.9e-05,5e-06,0.00869,24900000000.0,473000000.0,2.104,-99.73
3.2e-10,2.9e-05,5.5e-06,0.00869,24800000000.0,519000000.0,2.18,-99.93
3.2e-10,2.9e-05,6e-06,0.00869,24800000000.0,565000000.0,2.229,-100.7
3.2e-10,2.9e-05,6.5e-06,0.00869,24700000000.0,612000000.0,2.29,-101.3
3.2e-10,2.9e-05,7e-06,0.00869,24600000000.0,662000000.0,2.338,-101.0
3.2e-10,2.9e-05,7.5e-06,0.00869,24500000000.0,709000000.0,2.378,-84.19
3.2e-10,2.9e-05,8e-06,0.00869,24500000000.0,746000000.0,2.412,-101.5
3.2e-10,2.9e-05,8.5e-06,0.00869,24400000000.0,780000000.0,2.452,-102.2
3.2e-10,2.9e-05,9e-06,0.00869,24300000000.0,825000000.0,2.476,-102.2
3.2e-10,2.9e-05,9.5e-06,0.00869,24200000000.0,860000000.0,2.514,-102.6
3.2e-10,2.9e-05,1.05e-05,0.00869,24100000000.0,928000000.0,2.563,-102.8
3.2e-10,2.9e-05,1.1e-05,0.00869,24000000000.0,975000000.0,2.576,-102.8
3.2e-10,2.9e-05,1.15e-05,0.00869,23900000000.0,1010000000.0,2.598,-103.0
3.2e-10,2.9e-05,1.2e-05,0.00869,23900000000.0,1030000000.0,2.603,-102.7
3.2e-10,2.9e-05,1.25e-05,0.00869,23800000000.0,1070000000.0,2.614,-103.1
3.2e-10,2.9e-05,1.3e-05,0.00869,23700000000.0,1110000000.0,2.61,-103.0
3.2e-10,2.9e-05,1.35e-05,0.00869,23700000000.0,1120000000.0,2.621,-101.8
3.2e-10,2.9e-05,1.4e-05,0.00869,23600000000.0,1140000000.0,2.619,-102.2
3.2e-10,2.9e-05,1.45e-05,0.00869,23500000000.0,1170000000.0,2.606,-102.4
3.2e-10,2.9e-05,1.5e-05,0.00869,23400000000.0,1200000000.0,2.601,-102.0
3.2e-10,2.9e-05,1.55e-05,0.00869,23400000000.0,1220000000.0,2.584,-102.4
3.2e-10,2.9e-05,1.6e-05,0.00869,23300000000.0,1220000000.0,2.571,-102.7
3.2e-10,2.9e-05,1.65e-05,0.00869,23300000000.0,1240000000.0,2.561,-101.4
3.2e-10,2.9e-05,1.7e-05,0.00869,23200000000.0,1260000000.0,2.535,-101.6
3.2e-10,2.9e-05,1.75e-05,0.00869,23100000000.0,1280000000.0,2.523,-101.8
3.2e-10,2.9e-05,1.8e-05,0.00869,23100000000.0,1290000000.0,2.491,-101.7
3.2e-10,2.9e-05,1.85e-05,0.00869,23000000000.0,1290000000.0,2.466,-101.1
3.2e-10,2.9e-05,1.9e-05,0.00869,23000000000.0,1310000000.0,2.442,-101.2
3.2e-10,2.9e-05,1.95e-05,0.00869,22900000000.0,1320000000.0,2.41,-101.0
3.2e-10,2.9e-05,2e-05,0.00869,22900000000.0,1340000000.0,2.371,-100.7
3.2e-10,2.9e-05,2.05e-05,0.00869,22800000000.0,1330000000.0,2.337,-100.9
3.2e-10,2.9e-05,2.1e-05,0.00869,22800000000.0,1330000000.0,2.301,-100.7
3.2e-10,2.9e-05,2.15e-05,0.00869,22700000000.0,1340000000.0,2.26,-100.3
3.2e-10,2.9e-05,2.2e-05,0.00869,22700000000.0,1340000000.0,2.221,-100.8
3.2e-10,2.9e-05,2.25e-05,0.00869,22600000000.0,1350000000.0,2.174,-99.99
3.2e-10,2.9e-05,2.3e-05,0.00869,22600000000.0,1330000000.0,2.13,-100.6
3.2e-10,2.9e-05,2.35e-05,0.00869,22500000000.0,1340000000.0,2.084,-100.4
3.2e-10,2.9e-05,2.4e-05,0.00869,22500000000.0,1330000000.0,2.039,-100.8
3.2e-10,2.9e-05,2.45e-05,0.00869,22500000000.0,1330000000.0,1.986,-100.2
3.2e-10,2.9e-05,2.5e-05,0.00869,22400000000.0,1320000000.0,1.937,-100.0
3.2e-10,2.9e-05,2.55e-05,0.00869,22400000000.0,1310000000.0,1.876,-99.72
3.2e-10,2.9e-05,2.6e-05,0.00869,22400000000.0,1300000000.0,1.826,-99.56
3.2e-10,2.9e-05,2.65e-05,0.00869,22300000000.0,1280000000.0,1.775,-100.4
3.2e-10,2.9e-05,2.7e-05,0.00869,22300000000.0,1270000000.0,1.711,-99.64
3.2e-10,2.9e-05,2.75e-05,0.00869,22300000000.0,1260000000.0,1.656,-99.77
3.2e-10,2.9e-05,2.8e-05,0.00869,22300000000.0,1250000000.0,1.601,-99.61
3.2e-10,2.9e-05,2.85e-05,0.00869,22200000000.0,1230000000.0,1.539,-99.39
3.2e-10,2.9e-05,2.9e-05,0.00869,22200000000.0,1210000000.0,1.487,-100.4
3.2e-10,2.9e-05,2.95e-05,0.00869,22200000000.0,1190000000.0,1.427,-100.4
3.2e-10,2.9e-05,3e-05,0.00869,22200000000.0,1160000000.0,1.359,-99.42
3.2e-10,2.95e-05,1e-05,0.00866,24000000000.0,899000000.0,2.358,-100.8
3.2e-10,2.95e-05,5e-06,0.00866,24800000000.0,455000000.0,1.922,-98.7
3.2e-10,2.95e-05,5.5e-06,0.00866,24700000000.0,505000000.0,1.968,-98.51
3.2e-10,2.95e-05,6e-06,0.00866,24600000000.0,548000000.0,2.036,-100.1
3.2e-10,2.95e-05,6.5e-06,0.00866,24500000000.0,597000000.0,2.084,-101.6
3.2e-10,2.95e-05,7e-06,0.00866,24500000000.0,643000000.0,2.142,-100.0
3.2e-10,2.95e-05,7.5e-06,0.00866,24400000000.0,688000000.0,2.174,-101.2
3.2e-10,2.95e-05,8e-06,0.00866,24300000000.0,728000000.0,2.213,-99.83
3.2e-10,2.95e-05,8.5e-06,0.00866,24300000000.0,774000000.0,2.251,-101.5
3.2e-10,2.95e-05,9e-06,0.00866,24200000000.0,812000000.0,2.305,-101.9
3.2e-10,2.95e-05,9.5e-06,0.00866,24100000000.0,850000000.0,2.32,-102.0
3.2e-10,2.95e-05,1.05e-05,0.00866,24000000000.0,927000000.0,2.374,-102.6
3.2e-10,2.95e-05,1.1e-05,0.00866,23900000000.0,961000000.0,2.392,-102.4
3.2e-10,2.95e-05,1.15e-05,0.00866,23800000000.0,1000000000.0,2.412,-101.6
3.2e-10,2.95e-05,1.2e-05,0.00866,23700000000.0,1030000000.0,2.426,-102.9
3.2e-10,2.95e-05,1.25e-05,0.00866,23700000000.0,1050000000.0,2.433,-102.8
3.2e-10,2.95e-05,1.3e-05,0.00866,23600000000.0,1080000000.0,2.438,-102.7
3.2e-10,2.95e-05,1.35e-05,0.00866,23500000000.0,1120000000.0,2.431,-102.9
3.2e-10,2.95e-05,1.4e-05,0.00866,23500000000.0,1140000000.0,2.439,-102.5
3.2e-10,2.95e-05,1.45e-05,0.00866,23400000000.0,1150000000.0,2.432,-102.7
3.2e-10,2.95e-05,1.5e-05,0.00866,23300000000.0,1180000000.0,2.425,-102.4
3.2e-10,2.95e-05,1.55e-05,0.00866,23300000000.0,1200000000.0,2.415,-102.6
3.2e-10,2.95e-05,1.6e-05,0.00866,23200000000.0,1220000000.0,2.406,-101.9
3.2e-10,2.95e-05,1.65e-05,0.00866,23100000000.0,1240000000.0,2.385,-102.3
3.2e-10,2.95e-05,1.7e-05,0.00866,23100000000.0,1250000000.0,2.375,-102.0
3.2e-10,2.95e-05,1.75e-05,0.00866,23000000000.0,1270000000.0,2.345,-101.7
3.2e-10,2.95e-05,1.8e-05,0.00866,23000000000.0,1290000000.0,2.328,-101.7
3.2e-10,2.95e-05,1.85e-05,0.00866,22900000000.0,1290000000.0,2.296,-101.5
3.2e-10,2.95e-05,1.9e-05,0.00866,22800000000.0,1300000000.0,2.269,-101.4
3.2e-10,2.95e-05,1.95e-05,0.00866,22800000000.0,1310000000.0,2.245,-101.5
3.2e-10,2.95e-05,2e-05,0.00866,22700000000.0,1340000000.0,2.209,-101.5
3.2e-10,2.95e-05,2.05e-05,0.00866,22700000000.0,1330000000.0,2.173,-101.3
3.2e-10,2.95e-05,2.1e-05,0.00866,22600000000.0,1340000000.0,2.137,-101.6
3.2e-10,2.95e-05,2.15e-05,0.00866,22600000000.0,1340000000.0,2.101,-100.9
3.2e-10,2.95e-05,2.2e-05,0.00866,22600000000.0,1350000000.0,2.057,-100.8
3.2e-10,2.95e-05,2.25e-05,0.00866,22500000000.0,1340000000.0,2.018,-101.2
3.2e-10,2.95e-05,2.3e-05,0.00866,22500000000.0,1340000000.0,1.97,-100.7
3.2e-10,2.95e-05,2.35e-05,0.00866,22400000000.0,1350000000.0,1.93,-100.9
3.2e-10,2.95e-05,2.4e-05,0.00866,22400000000.0,1340000000.0,1.877,-100.4
3.2e-10,2.95e-05,2.45e-05,0.00866,22400000000.0,1330000000.0,1.835,-101.0
3.2e-10,2.95e-05,2.5e-05,0.00866,22300000000.0,1320000000.0,1.778,-100.3
3.2e-10,2.95e-05,2.55e-05,0.00866,22300000000.0,1320000000.0,1.726,-100.3
3.2e-10,2.95e-05,2.6e-05,0.00866,22300000000.0,1310000000.0,1.674,-100.4
3.2e-10,2.95e-05,2.65e-05,0.00866,22200000000.0,1290000000.0,1.621,-100.5
3.2e-10,2.95e-05,2.7e-05,0.00866,22200000000.0,1290000000.0,1.574,-100.5
3.2e-10,2.95e-05,2.75e-05,0.00866,22200000000.0,1260000000.0,1.511,-100.4
3.2e-10,2.95e-05,2.8e-05,0.00866,22100000000.0,1260000000.0,1.463,-100.8
3.2e-10,2.95e-05,2.85e-05,0.00866,22100000000.0,1240000000.0,1.398,-99.92
3.2e-10,2.95e-05,2.9e-05,0.00866,22100000000.0,1230000000.0,1.343,-100.1
3.2e-10,2.95e-05,2.95e-05,0.00866,22100000000.0,1210000000.0,1.286,-100.2
3.2e-10,2.95e-05,3e-05,0.00866,22100000000.0,1180000000.0,1.227,-100.2
3.2e-10,3e-05,1e-05,0.00864,23900000000.0,867000000.0,2.175,-102.0
3.2e-10,3e-05,5e-06,0.00864,24600000000.0,443000000.0,1.712,-98.65
3.2e-10,3e-05,5.5e-06,0.00864,24500000000.0,487000000.0,1.791,-98.35
3.2e-10,3e-05,6e-06,0.00864,24500000000.0,539000000.0,1.829,-99.59
3.2e-10,3e-05,6.5e-06,0.00864,24400000000.0,582000000.0,1.904,-98.96
3.2e-10,3e-05,7e-06,0.00864,24300000000.0,625000000.0,1.955,-99.6
3.2e-10,3e-05,7.5e-06,0.00864,24300000000.0,674000000.0,1.989,-99.58
3.2e-10,3e-05,8e-06,0.00864,24200000000.0,721000000.0,2.036,-97.35
3.2e-10,3e-05,8.5e-06,0.00864,24100000000.0,759000000.0,2.082,-100.5
3.2e-10,3e-05,9e-06,0.00864,24000000000.0,798000000.0,2.118,-101.2
3.2e-10,3e-05,9.5e-06,0.00864,24000000000.0,839000000.0,2.13,-100.9
3.2e-10,3e-05,1.05e-05,0.00864,23800000000.0,907000000.0,2.197,-102.2
3.2e-10,3e-05,1.1e-05,0.00864,23800000000.0,952000000.0,2.202,-102.2
3.2e-10,3e-05,1.15e-05,0.00864,23700000000.0,983000000.0,2.232,-102.4
3.2e-10,3e-05,1.2e-05,0.00864,23600000000.0,1020000000.0,2.233,-102.4
3.2e-10,3e-05,1.25e-05,0.00864,23500000000.0,1040000000.0,2.251,-102.6
3.2e-10,3e-05,1.3e-05,0.00864,23500000000.0,1090000000.0,2.249,-102.7
3.2e-10,3e-05,1.35e-05,0.00864,23400000000.0,1110000000.0,2.252,-102.6
3.2e-10,3e-05,1.4e-05,0.00864,23300000000.0,1120000000.0,2.264,-102.8
3.2e-10,3e-05,1.45e-05,0.00864,23300000000.0,1160000000.0,2.256,-102.1
3.2e-10,3e-05,1.5e-05,0.00864,23200000000.0,1180000000.0,2.246,-102.7
3.2e-10,3e-05,1.55e-05,0.00864,23100000000.0,1200000000.0,2.246,-102.3
3.2e-10,3e-05,1.6e-05,0.00864,23100000000.0,1220000000.0,2.232,-102.3
3.2e-10,3e-05,1.65e-05,0.00864,23000000000.0,1240000000.0,2.209,-102.8
3.2e-10,3e-05,1.7e-05,0.00864,23000000000.0,1250000000.0,2.197,-102.6
3.2e-10,3e-05,1.75e-05,0.00864,22900000000.0,1270000000.0,2.172,-102.1
3.2e-10,3e-05,1.8e-05,0.00864,22800000000.0,1280000000.0,2.162,-102.1
3.2e-10,3e-05,1.85e-05,0.00864,22800000000.0,1310000000.0,2.126,-102.5
3.2e-10,3e-05,1.9e-05,0.00864,22700000000.0,1300000000.0,2.11,-102.0
3.2e-10,3e-05,1.95e-05,0.00864,22700000000.0,1310000000.0,2.076,-101.7
3.2e-10,3e-05,2e-05,0.00864,22600000000.0,1320000000.0,2.045,-101.6
3.2e-10,3e-05,2.05e-05,0.00864,22600000000.0,1330000000.0,2.016,-101.8
3.2e-10,3e-05,2.1e-05,0.00864,22500000000.0,1330000000.0,1.979,-101.6
3.2e-10,3e-05,2.15e-05,0.00864,22500000000.0,1350000000.0,1.943,-101.5
3.2e-10,3e-05,2.2e-05,0.00864,22400000000.0,1350000000.0,1.899,-101.0
3.2e-10,3e-05,2.25e-05,0.00864,22400000000.0,1340000000.0,1.857,-101.2
3.2e-10,3e-05,2.3e-05,0.00864,22400000000.0,1360000000.0,1.819,-101.3
3.2e-10,3e-05,2.35e-05,0.00864,22300000000.0,1340000000.0,1.775,-101.5
